1094508.3	31899.10
-	fig|31899.10.peg.2342
-	fig|31899.10.peg.2269
Tsac_2617	fig|31899.10.peg.1553
Tsac_0647	fig|31899.10.peg.569
Tsac_2494	-
Tsac_0616,Tsac_0617	fig|31899.10.peg.1023,fig|31899.10.peg.1024
Tsac_2103	fig|31899.10.peg.1737
Tsac_2056	fig|31899.10.peg.2044
Tsac_2070	fig|31899.10.peg.2436
Tsac_2061	fig|31899.10.peg.2049
Tsac_2053	fig|31899.10.peg.1820
Tsac_2042	fig|31899.10.peg.1904
-	fig|31899.10.peg.1059
-	fig|31899.10.peg.1406
-	fig|31899.10.peg.432
-	fig|31899.10.peg.1285
Tsac_0448	-
Tsac_0127	fig|31899.10.peg.1009,fig|31899.10.peg.1262,fig|31899.10.peg.2799,fig|31899.10.peg.712
Tsac_1796	fig|31899.10.peg.2712
Tsac_0010,Tsac_1581,Tsac_2355,Tsac_0443,Tsac_0737	fig|31899.10.peg.1948,fig|31899.10.peg.1980,fig|31899.10.peg.464
Tsac_1564	fig|31899.10.peg.1232
Tsac_2005	fig|31899.10.peg.1852
Tsac_1480,Tsac_2079	fig|31899.10.peg.2019,fig|31899.10.peg.2941
Tsac_1717	fig|31899.10.peg.1518
Tsac_0283	-
-	fig|31899.10.peg.2794
Tsac_0172	fig|31899.10.peg.405
Tsac_1120	fig|31899.10.peg.521
Tsac_0669	fig|31899.10.peg.1768
Tsac_0559	fig|31899.10.peg.379
Tsac_1674	fig|31899.10.peg.1495
Tsac_0671	-
-	fig|31899.10.peg.1065
Tsac_1982	-
Tsac_1856	fig|31899.10.peg.2439
Tsac_1704	fig|31899.10.peg.1867
Tsac_2536	-
Tsac_2459	-
Tsac_2004	-
Tsac_2503	-
Tsac_1305	-
Tsac_0497	-
Tsac_1247	-
Tsac_1230	fig|31899.10.peg.2315
Tsac_1218	-
Tsac_1216	-
Tsac_1192	-
Tsac_1189	-
Tsac_0152	-
-	fig|31899.10.peg.237,fig|31899.10.peg.3056
Tsac_0881	-
Tsac_0879	-
Tsac_0335	-
fig|1094508.3.peg.413	-
Tsac_2792	-
Tsac_1221	-
Tsac_2388	-
Tsac_1327	-
Tsac_1645,Tsac_2556	fig|31899.10.peg.2433
Tsac_2268	-
Tsac_0940	-
Tsac_0045	fig|31899.10.peg.1661
Tsac_0772	fig|31899.10.peg.2585
Tsac_0754	-
-	fig|31899.10.peg.1123
Tsac_0374	fig|31899.10.peg.2479
Tsac_0394,Tsac_0587	fig|31899.10.peg.887
Tsac_0439	fig|31899.10.peg.468
-	fig|31899.10.peg.1003
Tsac_0527	-
Tsac_0264	-
Tsac_0118	-
Tsac_1057	fig|31899.10.peg.97
Tsac_0072	-
Tsac_2713,Tsac_0452,Tsac_0489,Tsac_0501,Tsac_0598,Tsac_0602	fig|31899.10.peg.2759
Tsac_2514	-
Tsac_0043	-
Tsac_2322	-
-	fig|31899.10.peg.369
Tsac_1424	fig|31899.10.peg.1917
Tsac_1438	-
Tsac_0265	-
Tsac_1502,Tsac_1737,Tsac_1738,Tsac_2496,Tsac_0759	fig|31899.10.peg.1712,fig|31899.10.peg.1995,fig|31899.10.peg.2302
Tsac_1538	-
Tsac_1542	fig|31899.10.peg.1399
Tsac_2082	-
Tsac_2081	-
Tsac_2055	fig|31899.10.peg.2043
Tsac_1066,Tsac_2161,Tsac_2178,Tsac_0381	fig|31899.10.peg.1578
Tsac_2030	fig|31899.10.peg.883
-	fig|31899.10.peg.100
-	fig|31899.10.peg.101
-	fig|31899.10.peg.1010
-	fig|31899.10.peg.1011
-	fig|31899.10.peg.1017
-	fig|31899.10.peg.102
-	fig|31899.10.peg.1021
-	fig|31899.10.peg.103
Tsac_1455	fig|31899.10.peg.1033,fig|31899.10.peg.2602,fig|31899.10.peg.88
-	fig|31899.10.peg.1036
-	fig|31899.10.peg.1041
-	fig|31899.10.peg.1042
-	fig|31899.10.peg.1043
-	fig|31899.10.peg.1044
-	fig|31899.10.peg.1046
-	fig|31899.10.peg.1049
-	fig|31899.10.peg.104
-	fig|31899.10.peg.105
-	fig|31899.10.peg.1050
-	fig|31899.10.peg.1063
-	fig|31899.10.peg.106
-	fig|31899.10.peg.107
-	fig|31899.10.peg.108
-	fig|31899.10.peg.1098
-	fig|31899.10.peg.10
-	fig|31899.10.peg.11
-	fig|31899.10.peg.1106
-	fig|31899.10.peg.1108
-	fig|31899.10.peg.110
-	fig|31899.10.peg.111
-	fig|31899.10.peg.1113
-	fig|31899.10.peg.1117
-	fig|31899.10.peg.1121
-	fig|31899.10.peg.1122
-	fig|31899.10.peg.1124
-	fig|31899.10.peg.1126
-	fig|31899.10.peg.1127
-	fig|31899.10.peg.112
-	fig|31899.10.peg.1131
-	fig|31899.10.peg.1132
-	fig|31899.10.peg.1133
-	fig|31899.10.peg.1134
-	fig|31899.10.peg.1137
-	fig|31899.10.peg.113
-	fig|31899.10.peg.1140
-	fig|31899.10.peg.1141
-	fig|31899.10.peg.1147
-	fig|31899.10.peg.1148
-	fig|31899.10.peg.1149
-	fig|31899.10.peg.114
-	fig|31899.10.peg.1152
-	fig|31899.10.peg.1153
-	fig|31899.10.peg.1158
-	fig|31899.10.peg.115
Tsac_0209	fig|31899.10.peg.1160
Tsac_1286	fig|31899.10.peg.1161
Tsac_1415	fig|31899.10.peg.1164
-	fig|31899.10.peg.116
-	fig|31899.10.peg.117
-	fig|31899.10.peg.1172
-	fig|31899.10.peg.1173
-	fig|31899.10.peg.1174
-	fig|31899.10.peg.1175
-	fig|31899.10.peg.1176
-	fig|31899.10.peg.1177
-	fig|31899.10.peg.1179
-	fig|31899.10.peg.118
-	fig|31899.10.peg.1180
-	fig|31899.10.peg.1181
-	fig|31899.10.peg.1182
-	fig|31899.10.peg.1183
-	fig|31899.10.peg.1184
-	fig|31899.10.peg.1185
-	fig|31899.10.peg.119
-	fig|31899.10.peg.1192
-	fig|31899.10.peg.1193
-	fig|31899.10.peg.1194
Tsac_1965	fig|31899.10.peg.1196,fig|31899.10.peg.1501
-	fig|31899.10.peg.1198
-	fig|31899.10.peg.1199
-	fig|31899.10.peg.12
-	fig|31899.10.peg.120
-	fig|31899.10.peg.1201
-	fig|31899.10.peg.1209
-	fig|31899.10.peg.1214
-	fig|31899.10.peg.1215
-	fig|31899.10.peg.1223
-	fig|31899.10.peg.1241
-	fig|31899.10.peg.1245
-	fig|31899.10.peg.13
-	fig|31899.10.peg.1322
-	fig|31899.10.peg.1323
-	fig|31899.10.peg.1324
-	fig|31899.10.peg.1327
-	fig|31899.10.peg.1328
-	fig|31899.10.peg.1332
-	fig|31899.10.peg.1334
-	fig|31899.10.peg.1350
-	fig|31899.10.peg.1352
-	fig|31899.10.peg.1355
-	fig|31899.10.peg.1356
-	fig|31899.10.peg.1358
-	fig|31899.10.peg.1359
-	fig|31899.10.peg.1360
-	fig|31899.10.peg.1363
-	fig|31899.10.peg.1364
-	fig|31899.10.peg.1365
-	fig|31899.10.peg.1367
-	fig|31899.10.peg.1368
-	fig|31899.10.peg.1369
-	fig|31899.10.peg.1372
-	fig|31899.10.peg.1373
-	fig|31899.10.peg.1374
-	fig|31899.10.peg.1379
-	fig|31899.10.peg.138
-	fig|31899.10.peg.1380
-	fig|31899.10.peg.1381
-	fig|31899.10.peg.1382
-	fig|31899.10.peg.1384
-	fig|31899.10.peg.1385
-	fig|31899.10.peg.1387
-	fig|31899.10.peg.1389
-	fig|31899.10.peg.139
-	fig|31899.10.peg.1391
-	fig|31899.10.peg.1393
-	fig|31899.10.peg.1395
-	fig|31899.10.peg.14
-	fig|31899.10.peg.1414
-	fig|31899.10.peg.1415
-	fig|31899.10.peg.1416
-	fig|31899.10.peg.1417
-	fig|31899.10.peg.1419
-	fig|31899.10.peg.141
-	fig|31899.10.peg.1421
-	fig|31899.10.peg.1422
-	fig|31899.10.peg.1424
-	fig|31899.10.peg.1425
-	fig|31899.10.peg.1426
-	fig|31899.10.peg.1427
-	fig|31899.10.peg.1430
-	fig|31899.10.peg.1431
-	fig|31899.10.peg.1432
-	fig|31899.10.peg.1433
-	fig|31899.10.peg.1434
-	fig|31899.10.peg.1436
-	fig|31899.10.peg.144
-	fig|31899.10.peg.1440
-	fig|31899.10.peg.1443
-	fig|31899.10.peg.1476
-	fig|31899.10.peg.1497
-	fig|31899.10.peg.1498
-	fig|31899.10.peg.15
-	fig|31899.10.peg.1502
-	fig|31899.10.peg.1504
-	fig|31899.10.peg.1507
-	fig|31899.10.peg.153
-	fig|31899.10.peg.1548
-	fig|31899.10.peg.1582
-	fig|31899.10.peg.1587
-	fig|31899.10.peg.1588
-	fig|31899.10.peg.1591
-	fig|31899.10.peg.1592
-	fig|31899.10.peg.1593
-	fig|31899.10.peg.159,fig|31899.10.peg.2078
-	fig|31899.10.peg.16
-	fig|31899.10.peg.161
-	fig|31899.10.peg.1613
-	fig|31899.10.peg.1619
Tsac_1852	fig|31899.10.peg.1626
-	fig|31899.10.peg.162
-	fig|31899.10.peg.1648
-	fig|31899.10.peg.1649
-	fig|31899.10.peg.164
-	fig|31899.10.peg.1651
-	fig|31899.10.peg.166
-	fig|31899.10.peg.167
-	fig|31899.10.peg.1683
-	fig|31899.10.peg.1695
-	fig|31899.10.peg.1698
-	fig|31899.10.peg.1743
-	fig|31899.10.peg.1760
-	fig|31899.10.peg.176
-	fig|31899.10.peg.177
-	fig|31899.10.peg.1773
-	fig|31899.10.peg.1774
-	fig|31899.10.peg.17
-	fig|31899.10.peg.180
-	fig|31899.10.peg.1816
-	fig|31899.10.peg.182
-	fig|31899.10.peg.1839
-	fig|31899.10.peg.184
-	fig|31899.10.peg.1840
-	fig|31899.10.peg.1841
-	fig|31899.10.peg.1844
-	fig|31899.10.peg.1845
-	fig|31899.10.peg.1847
-	fig|31899.10.peg.185
-	fig|31899.10.peg.1853
-	fig|31899.10.peg.1854,fig|31899.10.peg.1856,fig|31899.10.peg.1858
-	fig|31899.10.peg.1857
-	fig|31899.10.peg.1862
-	fig|31899.10.peg.1869
-	fig|31899.10.peg.1870
-	fig|31899.10.peg.1874
-	fig|31899.10.peg.1878
-	fig|31899.10.peg.187
-	fig|31899.10.peg.1883
-	fig|31899.10.peg.1884
-	fig|31899.10.peg.1885
-	fig|31899.10.peg.1887
-	fig|31899.10.peg.1888
-	fig|31899.10.peg.1889
-	fig|31899.10.peg.188
-	fig|31899.10.peg.189
-	fig|31899.10.peg.1890
-	fig|31899.10.peg.1891
-	fig|31899.10.peg.1892
-	fig|31899.10.peg.1893
-	fig|31899.10.peg.18
-	fig|31899.10.peg.191
Tsac_1836	fig|31899.10.peg.1911
-	fig|31899.10.peg.1914
-	fig|31899.10.peg.1923
-	fig|31899.10.peg.194
-	fig|31899.10.peg.1953
-	fig|31899.10.peg.19
-	fig|31899.10.peg.1
-	fig|31899.10.peg.2001
-	fig|31899.10.peg.2003
-	fig|31899.10.peg.2006
-	fig|31899.10.peg.2008
Tsac_1001	fig|31899.10.peg.2024
fig|1094508.3.peg.1008	fig|31899.10.peg.2029
-	fig|31899.10.peg.2047
-	fig|31899.10.peg.206
-	fig|31899.10.peg.2063
-	fig|31899.10.peg.2064
-	fig|31899.10.peg.2067
-	fig|31899.10.peg.207
-	fig|31899.10.peg.2070
-	fig|31899.10.peg.2071
-	fig|31899.10.peg.2072
-	fig|31899.10.peg.2073
-	fig|31899.10.peg.2074
-	fig|31899.10.peg.2079
-	fig|31899.10.peg.208
-	fig|31899.10.peg.2081
-	fig|31899.10.peg.2083
-	fig|31899.10.peg.2084
-	fig|31899.10.peg.2089
-	fig|31899.10.peg.2091
-	fig|31899.10.peg.2093
-	fig|31899.10.peg.2094
-	fig|31899.10.peg.2095
-	fig|31899.10.peg.2096
-	fig|31899.10.peg.20
-	fig|31899.10.peg.2100
-	fig|31899.10.peg.2101
-	fig|31899.10.peg.2102
-	fig|31899.10.peg.2104
-	fig|31899.10.peg.2105
-	fig|31899.10.peg.2111
-	fig|31899.10.peg.2112
-	fig|31899.10.peg.2113
-	fig|31899.10.peg.2114
-	fig|31899.10.peg.2118
-	fig|31899.10.peg.2119
-	fig|31899.10.peg.2120
-	fig|31899.10.peg.212
-	fig|31899.10.peg.2138
Tsac_0120	fig|31899.10.peg.2147
-	fig|31899.10.peg.214
-	fig|31899.10.peg.2160
-	fig|31899.10.peg.2165
-	fig|31899.10.peg.2169
-	fig|31899.10.peg.2170
-	fig|31899.10.peg.2171
-	fig|31899.10.peg.2172
-	fig|31899.10.peg.2174
-	fig|31899.10.peg.2192
-	fig|31899.10.peg.21
-	fig|31899.10.peg.223
-	fig|31899.10.peg.224
-	fig|31899.10.peg.225
Tsac_1015	fig|31899.10.peg.2250
-	fig|31899.10.peg.2256
-	fig|31899.10.peg.226
-	fig|31899.10.peg.227
-	fig|31899.10.peg.228
-	fig|31899.10.peg.229
-	fig|31899.10.peg.22
-	fig|31899.10.peg.230
-	fig|31899.10.peg.2305
-	fig|31899.10.peg.231
-	fig|31899.10.peg.2329
-	fig|31899.10.peg.232
-	fig|31899.10.peg.2355
-	fig|31899.10.peg.2359
-	fig|31899.10.peg.2362
-	fig|31899.10.peg.2364
-	fig|31899.10.peg.2365
-	fig|31899.10.peg.2370
-	fig|31899.10.peg.2376
-	fig|31899.10.peg.2378
-	fig|31899.10.peg.2381
-	fig|31899.10.peg.2382
-	fig|31899.10.peg.2383
-	fig|31899.10.peg.2384
-	fig|31899.10.peg.2386
-	fig|31899.10.peg.2387
-	fig|31899.10.peg.239
-	fig|31899.10.peg.2399
-	fig|31899.10.peg.23
-	fig|31899.10.peg.24
-	fig|31899.10.peg.240
-	fig|31899.10.peg.2400
-	fig|31899.10.peg.2401
-	fig|31899.10.peg.2402
-	fig|31899.10.peg.2404
-	fig|31899.10.peg.241
-	fig|31899.10.peg.242
-	fig|31899.10.peg.2423
-	fig|31899.10.peg.2428
-	fig|31899.10.peg.2435
-	fig|31899.10.peg.2444
-	fig|31899.10.peg.2447
-	fig|31899.10.peg.2449
-	fig|31899.10.peg.245
-	fig|31899.10.peg.246
-	fig|31899.10.peg.247
-	fig|31899.10.peg.2481
-	fig|31899.10.peg.2482
-	fig|31899.10.peg.2484
-	fig|31899.10.peg.2485
-	fig|31899.10.peg.2486
-	fig|31899.10.peg.2488
-	fig|31899.10.peg.2489
-	fig|31899.10.peg.248
-	fig|31899.10.peg.249
-	fig|31899.10.peg.2491
-	fig|31899.10.peg.2495
-	fig|31899.10.peg.250
-	fig|31899.10.peg.2500
Tsac_0021	fig|31899.10.peg.2504
-	fig|31899.10.peg.2508
-	fig|31899.10.peg.2509
-	fig|31899.10.peg.2510
-	fig|31899.10.peg.2511
-	fig|31899.10.peg.2512,fig|31899.10.peg.3078,fig|31899.10.peg.594
-	fig|31899.10.peg.2514
-	fig|31899.10.peg.2515
-	fig|31899.10.peg.2516
-	fig|31899.10.peg.2517
-	fig|31899.10.peg.2518
-	fig|31899.10.peg.2519
-	fig|31899.10.peg.251
-	fig|31899.10.peg.252
-	fig|31899.10.peg.2520
-	fig|31899.10.peg.2524
-	fig|31899.10.peg.2527
-	fig|31899.10.peg.2528
-	fig|31899.10.peg.2529
-	fig|31899.10.peg.253
-	fig|31899.10.peg.2531
-	fig|31899.10.peg.2532
-	fig|31899.10.peg.2533
-	fig|31899.10.peg.2536
-	fig|31899.10.peg.2537
-	fig|31899.10.peg.254
-	fig|31899.10.peg.2540
-	fig|31899.10.peg.2541
-	fig|31899.10.peg.2542
-	fig|31899.10.peg.2543
-	fig|31899.10.peg.2544
-	fig|31899.10.peg.2545
-	fig|31899.10.peg.2546
-	fig|31899.10.peg.2547
-	fig|31899.10.peg.2549
-	fig|31899.10.peg.255
-	fig|31899.10.peg.2550
-	fig|31899.10.peg.2551
-	fig|31899.10.peg.2552
-	fig|31899.10.peg.2554
-	fig|31899.10.peg.2555
-	fig|31899.10.peg.2556
fig|1094508.3.peg.862	fig|31899.10.peg.2558
Tsac_0853	fig|31899.10.peg.2559
-	fig|31899.10.peg.256
-	fig|31899.10.peg.2562
-	fig|31899.10.peg.2563
-	fig|31899.10.peg.2564
-	fig|31899.10.peg.2565
-	fig|31899.10.peg.2566
-	fig|31899.10.peg.2568
-	fig|31899.10.peg.2573
-	fig|31899.10.peg.2575
-	fig|31899.10.peg.2578
-	fig|31899.10.peg.2579
-	fig|31899.10.peg.258
Tsac_0995	fig|31899.10.peg.2587
-	fig|31899.10.peg.259
-	fig|31899.10.peg.25
-	fig|31899.10.peg.26
-	fig|31899.10.peg.261
-	fig|31899.10.peg.2620
-	fig|31899.10.peg.2622
-	fig|31899.10.peg.2624
-	fig|31899.10.peg.2625
-	fig|31899.10.peg.262
-	fig|31899.10.peg.263
-	fig|31899.10.peg.2631
-	fig|31899.10.peg.2632
-	fig|31899.10.peg.2634
-	fig|31899.10.peg.2637
-	fig|31899.10.peg.2638
-	fig|31899.10.peg.2639
-	fig|31899.10.peg.2648
-	fig|31899.10.peg.264
-	fig|31899.10.peg.265
-	fig|31899.10.peg.266
-	fig|31899.10.peg.2661
-	fig|31899.10.peg.2663
-	fig|31899.10.peg.2665
-	fig|31899.10.peg.2666
-	fig|31899.10.peg.2667
-	fig|31899.10.peg.2668
-	fig|31899.10.peg.2669
-	fig|31899.10.peg.267
-	fig|31899.10.peg.268
-	fig|31899.10.peg.2682
-	fig|31899.10.peg.269
-	fig|31899.10.peg.270
-	fig|31899.10.peg.271
-	fig|31899.10.peg.2726
-	fig|31899.10.peg.2728
-	fig|31899.10.peg.2729
-	fig|31899.10.peg.273
-	fig|31899.10.peg.276
-	fig|31899.10.peg.2761
-	fig|31899.10.peg.2762
-	fig|31899.10.peg.2763
-	fig|31899.10.peg.2764
Tsac_1601	fig|31899.10.peg.2765
-	fig|31899.10.peg.277
Tsac_0643	fig|31899.10.peg.2772
-	fig|31899.10.peg.278
-	fig|31899.10.peg.2784
-	fig|31899.10.peg.2785
-	fig|31899.10.peg.2786
-	fig|31899.10.peg.2787
-	fig|31899.10.peg.2789
-	fig|31899.10.peg.279
-	fig|31899.10.peg.2790
-	fig|31899.10.peg.2796
-	fig|31899.10.peg.2797
-	fig|31899.10.peg.1197,fig|31899.10.peg.1500,fig|31899.10.peg.27
-	fig|31899.10.peg.2800
-	fig|31899.10.peg.2801
-	fig|31899.10.peg.2803
-	fig|31899.10.peg.2811
-	fig|31899.10.peg.2814
-	fig|31899.10.peg.2815
-	fig|31899.10.peg.2816
-	fig|31899.10.peg.2821
-	fig|31899.10.peg.2822
-	fig|31899.10.peg.2825
-	fig|31899.10.peg.2828
-	fig|31899.10.peg.282
-	fig|31899.10.peg.2830
-	fig|31899.10.peg.2834
-	fig|31899.10.peg.2837
-	fig|31899.10.peg.2838
-	fig|31899.10.peg.2839
-	fig|31899.10.peg.283
-	fig|31899.10.peg.2840
-	fig|31899.10.peg.2841
-	fig|31899.10.peg.2843
-	fig|31899.10.peg.2845
-	fig|31899.10.peg.2846
-	fig|31899.10.peg.284
-	fig|31899.10.peg.2850
-	fig|31899.10.peg.2852
-	fig|31899.10.peg.2854
-	fig|31899.10.peg.2856
-	fig|31899.10.peg.2861
-	fig|31899.10.peg.2862
-	fig|31899.10.peg.2864
-	fig|31899.10.peg.2865
-	fig|31899.10.peg.286
-	fig|31899.10.peg.2872
-	fig|31899.10.peg.2873
-	fig|31899.10.peg.2877
-	fig|31899.10.peg.2880
-	fig|31899.10.peg.2882
-	fig|31899.10.peg.2885
-	fig|31899.10.peg.2886
-	fig|31899.10.peg.2887
-	fig|31899.10.peg.2888
-	fig|31899.10.peg.2889
-	fig|31899.10.peg.2894
-	fig|31899.10.peg.2895
-	fig|31899.10.peg.28
-	fig|31899.10.peg.29
-	fig|31899.10.peg.2917
-	fig|31899.10.peg.2919
-	fig|31899.10.peg.2925
-	fig|31899.10.peg.2929
-	fig|31899.10.peg.292
-	fig|31899.10.peg.293
-	fig|31899.10.peg.2939
-	fig|31899.10.peg.294
-	fig|31899.10.peg.2943
-	fig|31899.10.peg.2944
-	fig|31899.10.peg.2949
Tsac_0204	fig|31899.10.peg.2951
Tsac_0206	fig|31899.10.peg.2952
-	fig|31899.10.peg.2958
-	fig|31899.10.peg.2959
-	fig|31899.10.peg.2961
-	fig|31899.10.peg.2975
-	fig|31899.10.peg.297
-	fig|31899.10.peg.2986
-	fig|31899.10.peg.2987
-	fig|31899.10.peg.2989
-	fig|31899.10.peg.299
-	fig|31899.10.peg.2991
-	fig|31899.10.peg.2993
-	fig|31899.10.peg.2994
-	fig|31899.10.peg.2995
-	fig|31899.10.peg.2997
-	fig|31899.10.peg.2998
-	fig|31899.10.peg.2999
-	fig|31899.10.peg.2
-	fig|31899.10.peg.300
-	fig|31899.10.peg.3005
-	fig|31899.10.peg.3007
-	fig|31899.10.peg.3008
-	fig|31899.10.peg.3009
-	fig|31899.10.peg.3010
-	fig|31899.10.peg.3011
-	fig|31899.10.peg.3012
-	fig|31899.10.peg.3014
-	fig|31899.10.peg.3017
-	fig|31899.10.peg.3018
-	fig|31899.10.peg.3019
-	fig|31899.10.peg.301
-	fig|31899.10.peg.3023
-	fig|31899.10.peg.3026
-	fig|31899.10.peg.303
-	fig|31899.10.peg.3031
-	fig|31899.10.peg.3037
-	fig|31899.10.peg.3038
-	fig|31899.10.peg.304
-	fig|31899.10.peg.3040
-	fig|31899.10.peg.3043
-	fig|31899.10.peg.3047
-	fig|31899.10.peg.3050
-	fig|31899.10.peg.3053
-	fig|31899.10.peg.3059
-	fig|31899.10.peg.305
-	fig|31899.10.peg.3060
-	fig|31899.10.peg.3062
-	fig|31899.10.peg.3063
-	fig|31899.10.peg.3064
-	fig|31899.10.peg.3066
-	fig|31899.10.peg.3070
-	fig|31899.10.peg.3073
-	fig|31899.10.peg.3074
-	fig|31899.10.peg.3077
-	fig|31899.10.peg.308
-	fig|31899.10.peg.3084
-	fig|31899.10.peg.3087
-	fig|31899.10.peg.3088
-	fig|31899.10.peg.3089
-	fig|31899.10.peg.309
-	fig|31899.10.peg.3092
-	fig|31899.10.peg.3093
-	fig|31899.10.peg.3094
-	fig|31899.10.peg.3095
-	fig|31899.10.peg.3096
-	fig|31899.10.peg.3097
-	fig|31899.10.peg.3098
-	fig|31899.10.peg.3099
-	fig|31899.10.peg.30
-	fig|31899.10.peg.3102
-	fig|31899.10.peg.3103
-	fig|31899.10.peg.3104
-	fig|31899.10.peg.3105
-	fig|31899.10.peg.3106
-	fig|31899.10.peg.3107
-	fig|31899.10.peg.3108
-	fig|31899.10.peg.3109
-	fig|31899.10.peg.310
-	fig|31899.10.peg.3111
-	fig|31899.10.peg.3112
-	fig|31899.10.peg.3115
-	fig|31899.10.peg.3117
-	fig|31899.10.peg.3119
-	fig|31899.10.peg.3123
-	fig|31899.10.peg.3124
-	fig|31899.10.peg.3125
-	fig|31899.10.peg.3127
-	fig|31899.10.peg.312
-	fig|31899.10.peg.313
-	fig|31899.10.peg.3131
-	fig|31899.10.peg.314
-	fig|31899.10.peg.315
-	fig|31899.10.peg.316
-	fig|31899.10.peg.317
-	fig|31899.10.peg.318
-	fig|31899.10.peg.319
-	fig|31899.10.peg.31
-	fig|31899.10.peg.320
-	fig|31899.10.peg.321
-	fig|31899.10.peg.322
-	fig|31899.10.peg.323
-	fig|31899.10.peg.325
-	fig|31899.10.peg.326
-	fig|31899.10.peg.327
-	fig|31899.10.peg.32
-	fig|31899.10.peg.339
-	fig|31899.10.peg.33
-	fig|31899.10.peg.34
-	fig|31899.10.peg.348
-	fig|31899.10.peg.35
-	fig|31899.10.peg.36
-	fig|31899.10.peg.37
-	fig|31899.10.peg.380
-	fig|31899.10.peg.381
-	fig|31899.10.peg.383
-	fig|31899.10.peg.385
-	fig|31899.10.peg.386
-	fig|31899.10.peg.387
-	fig|31899.10.peg.388
-	fig|31899.10.peg.38
-	fig|31899.10.peg.394
-	fig|31899.10.peg.398
-	fig|31899.10.peg.39
-	fig|31899.10.peg.3
-	fig|31899.10.peg.40
-	fig|31899.10.peg.402
-	fig|31899.10.peg.404
-	fig|31899.10.peg.407
-	fig|31899.10.peg.408
-	fig|31899.10.peg.409
-	fig|31899.10.peg.41
-	fig|31899.10.peg.420
-	fig|31899.10.peg.424
-	fig|31899.10.peg.42
-	fig|31899.10.peg.437
-	fig|31899.10.peg.438
-	fig|31899.10.peg.43
-	fig|31899.10.peg.443
-	fig|31899.10.peg.2088,fig|31899.10.peg.445
-	fig|31899.10.peg.447
-	fig|31899.10.peg.448
-	fig|31899.10.peg.449
-	fig|31899.10.peg.44
-	fig|31899.10.peg.45
-	fig|31899.10.peg.450
-	fig|31899.10.peg.451
-	fig|31899.10.peg.452
-	fig|31899.10.peg.453
-	fig|31899.10.peg.454
-	fig|31899.10.peg.456
-	fig|31899.10.peg.459
-	fig|31899.10.peg.466
-	fig|31899.10.peg.46
-	fig|31899.10.peg.471
-	fig|31899.10.peg.472
-	fig|31899.10.peg.476
-	fig|31899.10.peg.478
-	fig|31899.10.peg.47
-	fig|31899.10.peg.48
-	fig|31899.10.peg.480
-	fig|31899.10.peg.483
-	fig|31899.10.peg.484
-	fig|31899.10.peg.489
-	fig|31899.10.peg.49
-	fig|31899.10.peg.499
-	fig|31899.10.peg.4
-	fig|31899.10.peg.50
-	fig|31899.10.peg.500
-	fig|31899.10.peg.501
-	fig|31899.10.peg.505
-	fig|31899.10.peg.51
-	fig|31899.10.peg.514
-	fig|31899.10.peg.515
-	fig|31899.10.peg.516
-	fig|31899.10.peg.517
-	fig|31899.10.peg.518
-	fig|31899.10.peg.52
-	fig|31899.10.peg.523
-	fig|31899.10.peg.524
-	fig|31899.10.peg.527
-	fig|31899.10.peg.529
-	fig|31899.10.peg.53
-	fig|31899.10.peg.530
Tsac_0835	fig|31899.10.peg.533
Tsac_0837	fig|31899.10.peg.535
-	fig|31899.10.peg.539
-	fig|31899.10.peg.54
Tsac_1453	fig|31899.10.peg.547
-	fig|31899.10.peg.549
-	fig|31899.10.peg.551
-	fig|31899.10.peg.553
-	fig|31899.10.peg.554
-	fig|31899.10.peg.556
-	fig|31899.10.peg.557
-	fig|31899.10.peg.55
-	fig|31899.10.peg.56
-	fig|31899.10.peg.567
-	fig|31899.10.peg.57
-	fig|31899.10.peg.574
Tsac_1164	fig|31899.10.peg.577
-	fig|31899.10.peg.579
-	fig|31899.10.peg.58
-	fig|31899.10.peg.585
-	fig|31899.10.peg.586
-	fig|31899.10.peg.59
-	fig|31899.10.peg.5
-	fig|31899.10.peg.60
-	fig|31899.10.peg.624
-	fig|31899.10.peg.626
-	fig|31899.10.peg.628
-	fig|31899.10.peg.629
-	fig|31899.10.peg.62
-	fig|31899.10.peg.630
-	fig|31899.10.peg.636
-	fig|31899.10.peg.63
-	fig|31899.10.peg.64
-	fig|31899.10.peg.645
-	fig|31899.10.peg.647
-	fig|31899.10.peg.65
-	fig|31899.10.peg.650
-	fig|31899.10.peg.652
-	fig|31899.10.peg.655
-	fig|31899.10.peg.657
-	fig|31899.10.peg.66
-	fig|31899.10.peg.660
-	fig|31899.10.peg.661
-	fig|31899.10.peg.662
-	fig|31899.10.peg.663
-	fig|31899.10.peg.666
-	fig|31899.10.peg.667
-	fig|31899.10.peg.668
-	fig|31899.10.peg.669
-	fig|31899.10.peg.67
-	fig|31899.10.peg.670
-	fig|31899.10.peg.671
-	fig|31899.10.peg.68
-	fig|31899.10.peg.682
-	fig|31899.10.peg.683
-	fig|31899.10.peg.684
-	fig|31899.10.peg.686
-	fig|31899.10.peg.687
-	fig|31899.10.peg.688
-	fig|31899.10.peg.690
-	fig|31899.10.peg.691
-	fig|31899.10.peg.692
-	fig|31899.10.peg.695
-	fig|31899.10.peg.696
-	fig|31899.10.peg.665,fig|31899.10.peg.697,fig|31899.10.peg.708
-	fig|31899.10.peg.698
