Tag	1094508.3	203119.11
TAG11188	-	Cthe_1113
TAG11189	Tsac_1104	Cthe_1114
TAG11190	Tsac_1102	Cthe_1116
TAG11191	Tsac_1084	Cthe_1125
TAG11192	Tsac_1083	fig|203119.11.peg.1186
TAG11193	-	Cthe_1126
TAG11194	-	Cthe_1127
TAG11195	-	fig|203119.11.peg.1189
TAG11196	-	Cthe_0109
TAG11197	-	Cthe_1128
TAG11198	-	Cthe_1129
TAG11199	-	Cthe_1132
TAG11200	-	Cthe_1133
TAG11201	-	Cthe_1134
TAG11202	-	Cthe_1135
TAG11203	-	Cthe_1136
TAG11204	-	Cthe_1137
TAG11205	-	Cthe_1138
TAG11206	-	Cthe_0011
TAG11207	-	Cthe_1140
TAG11208	-	Cthe_1141
TAG11209	-	Cthe_1142
TAG11210	-	Cthe_1143
TAG11211	-	Cthe_1144
TAG11212	-	Cthe_1145
TAG11213	-	Cthe_1146
TAG11214	-	Cthe_1147
TAG11215	-	Cthe_1148
TAG11216	-	Cthe_1149
TAG11217	-	Cthe_1150
TAG11218	-	Cthe_1151
TAG11219	-	Cthe_1152
TAG11220	-	Cthe_1153
TAG11221	-	Cthe_1155
TAG11222	-	Cthe_1156
TAG11223	-	Cthe_1157
TAG11224	-	Cthe_1158
TAG11225	-	Cthe_1159
TAG11226	Tsac_1075	Cthe_1160
TAG11227	-	Cthe_1161
TAG11228	Tsac_1061	Cthe_1166
TAG11229	-	Cthe_1169
TAG11230	-	fig|203119.11.peg.1231
TAG11231	Tsac_2099	Cthe_1172
TAG11232	-	Cthe_1173
TAG11233	-	Cthe_1175
TAG11234	-	Cthe_1176
TAG11235	-	Cthe_1177
TAG11236	-	Cthe_1179
TAG11237	-	fig|203119.11.peg.1240
TAG11238	-	Cthe_1180
TAG11239	-	Cthe_1181
TAG11240	-	Cthe_1182
TAG11241	-	Cthe_1183
TAG11242	-	Cthe_1184
TAG11243	-	Cthe_1185
TAG11244	-	Cthe_1186
TAG11245	-	Cthe_1187
TAG11246	-	Cthe_1188
TAG11247	-	Cthe_1190
TAG11248	-	Cthe_1191
TAG11249	-	Cthe_1192
TAG11250	-	Cthe_1193
TAG11251	-	fig|203119.11.peg.1255
TAG11252	-	Cthe_1194
TAG11253	-	fig|203119.11.peg.1257
TAG11254	-	Cthe_1195
TAG11255	-	fig|203119.11.peg.1259
TAG11256	-	Cthe_1196
TAG11257	-	Cthe_1197
TAG11258	-	Cthe_1198
TAG11259	-	Cthe_1204
TAG11260	-	Cthe_1206
TAG11261	-	fig|203119.11.peg.1271
TAG11262	-	Cthe_1207
TAG11263	-	fig|203119.11.peg.1273
TAG11264	-	fig|203119.11.peg.1274
TAG11265	-	Cthe_1208
TAG11266	-	Cthe_1209
TAG11267	-	Cthe_1212
TAG11268	-	Cthe_1213
TAG11269	-	Cthe_1216
TAG11270	-	Cthe_1217
TAG11271	-	Cthe_1218
TAG11272	-	fig|203119.11.peg.1286
TAG11273	-	Cthe_1219
TAG11274	-	Cthe_1220
TAG11275	-	Cthe_1226
TAG11276	-	Cthe_1227
TAG11277	-	Cthe_1229
TAG11278	Tsac_2097	Cthe_1230
TAG11279	-	Cthe_0012
TAG11280	-	Cthe_1232
TAG11281	-	Cthe_1233
TAG11282	-	Cthe_1234
TAG11283	-	Cthe_1235
TAG11284	-	Cthe_1236
TAG11285	-	Cthe_1239
TAG11286	-	Cthe_0121
TAG11287	-	Cthe_1242
TAG11288	-	fig|203119.11.peg.1311
TAG11289	-	Cthe_1243
TAG11290	-	Cthe_1244
TAG11291	-	fig|203119.11.peg.1321
TAG11292	-	Cthe_1253
TAG11293	-	Cthe_1255
TAG11294	-	fig|203119.11.peg.1325
TAG11295	-	Cthe_1257
TAG11296	-	Cthe_1258
TAG11297	Tsac_1900	Cthe_0123
TAG11298	Tsac_1360	Cthe_1264
TAG11299	-	Cthe_1265
TAG11300	-	Cthe_1266
TAG11301	-	Cthe_1269
TAG11302	-	Cthe_1270
TAG11303	-	Cthe_1271
TAG11304	-	Cthe_1272
TAG11305	-	Cthe_1273
TAG11306	Tsac_1742	Cthe_1274
TAG11307	Tsac_1735	Cthe_1278
TAG11308	-	Cthe_0125
TAG11309	-	fig|203119.11.peg.1350
TAG11310	-	Cthe_1281
TAG11311	-	Cthe_1289
TAG11312	-	Cthe_1290
TAG11313	-	Cthe_1291
TAG11314	-	Cthe_1294
TAG11315	-	fig|203119.11.peg.1366
TAG11316	-	Cthe_1296
TAG11317	-	fig|203119.11.peg.1370
TAG11318	-	Cthe_1298
TAG11319	-	Cthe_1299
TAG11320	-	Cthe_1300
TAG11321	-	Cthe_1304
TAG11322	-	fig|203119.11.peg.1378
TAG11323	-	Cthe_0128
TAG11324	-	Cthe_1306
TAG11325	-	Cthe_1307
TAG11326	-	fig|203119.11.peg.1383
TAG11327	-	Cthe_1309
TAG11328	-	Cthe_1310
TAG11329	-	Cthe_1311
TAG11330	-	Cthe_1323
TAG11331	-	Cthe_0130
TAG11332	-	Cthe_0013
TAG11333	-	Cthe_1327
TAG11334	Tsac_2067	Cthe_1328
TAG11335	Tsac_0423	Cthe_1329
TAG11336	-	fig|203119.11.peg.1405
TAG11337	-	Cthe_1330
TAG11338	-	fig|203119.11.peg.1407
TAG11339	-	Cthe_0131
TAG11340	-	Cthe_1333
TAG11341	-	Cthe_1334
TAG11342	-	Cthe_1335
TAG11343	-	Cthe_1336
TAG11344	-	fig|203119.11.peg.1414
TAG11345	-	Cthe_1337
TAG11346	-	Cthe_1338
TAG11347	-	Cthe_1340
TAG11348	-	fig|203119.11.peg.1419
TAG11349	-	Cthe_0132
TAG11350	-	Cthe_0133
TAG11351	-	Cthe_1351
TAG11352	-	Cthe_1353
TAG11353	-	Cthe_1354
TAG11354	-	Cthe_1355
TAG11355	-	Cthe_1356
TAG11356	-	Cthe_1357
TAG11357	-	Cthe_1358
TAG11358	-	Cthe_1359
TAG11359	-	Cthe_1360
TAG11360	-	Cthe_0134
TAG11361	-	Cthe_1361
TAG11362	-	Cthe_1363
TAG11363	-	Cthe_1364
TAG11364	-	Cthe_1365
TAG11365	-	Cthe_1368
TAG11366	-	fig|203119.11.peg.1449
TAG11367	-	Cthe_0135
TAG11368	-	Cthe_1370
TAG11369	-	Cthe_1371
TAG11370	-	fig|203119.11.peg.1452
TAG11371	-	Cthe_1373
TAG11372	-	Cthe_1374
TAG11373	-	Cthe_1379
TAG11374	-	Cthe_0136
TAG11375	-	Cthe_1380
TAG11376	-	Cthe_1382
TAG11377	-	Cthe_1383
TAG11378	Tsac_2649	Cthe_1386
TAG11379	-	Cthe_1387
TAG11380	-	fig|203119.11.peg.1469
TAG11381	-	fig|203119.11.peg.147
TAG11382	-	fig|203119.11.peg.1473
TAG11383	-	Cthe_1392
TAG11384	-	fig|203119.11.peg.1477
TAG11385	-	Cthe_1396
TAG11386	-	Cthe_1397
TAG11387	-	fig|203119.11.peg.1483
TAG11388	-	fig|203119.11.peg.1484
TAG11389	-	Cthe_1401
TAG11390	-	Cthe_1405
TAG11391	Tsac_2485	Cthe_0138
TAG11392	-	Cthe_1413
TAG11393	-	Cthe_1414
TAG11394	-	Cthe_0015
TAG11395	-	fig|203119.11.peg.15
TAG11396	-	Cthe_1416
TAG11397	-	Cthe_1417
TAG11398	-	Cthe_1418
TAG11399	-	Cthe_1421
TAG11400	-	Cthe_1422
TAG11401	-	Cthe_1423
TAG11402	-	fig|203119.11.peg.1507
TAG11403	-	Cthe_1424
TAG11404	-	fig|203119.11.peg.151
TAG11405	-	Cthe_1428
TAG11406	-	Cthe_1430
TAG11407	-	Cthe_1431
TAG11408	-	Cthe_1432
TAG11409	-	Cthe_1434
TAG11410	-	Cthe_1435
TAG11411	-	fig|203119.11.peg.1520
TAG11412	-	Cthe_1439
TAG11413	-	Cthe_1440
TAG11414	-	Cthe_1441
TAG11415	-	Cthe_1442
TAG11416	-	fig|203119.11.peg.1528
TAG11417	-	Cthe_1444
TAG11418	-	Cthe_0141
TAG11419	-	fig|203119.11.peg.1530
TAG11420	-	Cthe_1445
TAG11421	-	Cthe_1446
TAG11422	-	Cthe_1447
TAG11423	-	Cthe_1448
TAG11424	-	Cthe_1449
TAG11425	-	Cthe_1450
TAG11426	-	fig|203119.11.peg.1538
TAG11427	-	Cthe_1452
TAG11428	-	Cthe_0142
TAG11429	-	fig|203119.11.peg.1540
TAG11430	-	Cthe_1455
TAG11431	-	Cthe_1456
TAG11432	-	Cthe_1459
TAG11433	-	Cthe_1460
TAG11434	-	Cthe_1461
TAG11435	-	Cthe_1462
TAG11436	-	Cthe_1463
TAG11437	-	Cthe_1464
TAG11438	-	Cthe_1466
TAG11439	-	Cthe_1467
TAG11440	-	Cthe_1468
TAG11441	-	fig|203119.11.peg.1556
TAG11442	-	Cthe_1469
TAG11443	-	Cthe_1471
TAG11444	-	Cthe_1472
TAG11445	-	Cthe_1473
TAG11446	-	Cthe_1474
TAG11447	-	Cthe_1475
TAG11448	-	Cthe_1476
TAG11449	-	Cthe_1477
TAG11450	-	Cthe_1479
TAG11451	-	Cthe_1481
TAG11452	-	Cthe_1483
TAG11453	-	Cthe_1484
TAG11454	"Tsac_1486,Tsac_1608"	"Cthe_1485,Cthe_2771"
TAG11455	-	Cthe_1487
TAG11456	-	Cthe_1488
TAG11457	-	fig|203119.11.peg.1577
TAG11458	-	fig|203119.11.peg.1578
TAG11459	-	fig|203119.11.peg.1579
TAG11460	-	Cthe_1492
TAG11461	-	Cthe_1493
TAG11462	-	Cthe_1496
TAG11463	-	Cthe_1497
TAG11464	-	Cthe_1498
TAG11465	"Tsac_2213,Tsac_2215"	Cthe_1499
TAG11466	-	Cthe_1502
TAG11467	-	Cthe_1505
TAG11468	-	Cthe_1506
TAG11469	-	Cthe_1508
TAG11470	Tsac_0413	Cthe_1509
TAG11471	-	fig|203119.11.peg.1599
TAG11472	-	Cthe_0148
TAG11473	-	Cthe_1514
TAG11474	-	Cthe_1515
TAG11475	-	fig|203119.11.peg.1607
TAG11476	-	Cthe_1517
TAG11477	-	Cthe_1518
TAG11478	-	Cthe_1520
TAG11479	-	Cthe_1521
TAG11480	-	Cthe_1522
TAG11481	-	Cthe_1523
TAG11482	-	Cthe_1524
TAG11483	-	Cthe_1525
TAG11484	-	fig|203119.11.peg.1617
TAG11485	-	fig|203119.11.peg.1618
TAG11486	-	fig|203119.11.peg.1623
TAG11487	-	Cthe_1530
TAG11488	-	Cthe_1531
TAG11489	-	Cthe_1532
TAG11490	-	Cthe_1533
TAG11491	-	Cthe_1534
TAG11492	-	Cthe_1535
TAG11493	-	Cthe_1538
TAG11494	-	Cthe_1539
TAG11495	-	Cthe_1540
TAG11496	-	Cthe_1541
TAG11497	-	Cthe_1542
TAG11498	-	Cthe_1543
TAG11499	-	Cthe_1544
TAG11500	-	fig|203119.11.peg.1638
TAG11501	-	Cthe_1547
TAG11502	-	Cthe_1549
TAG11503	-	fig|203119.11.peg.1644
TAG11504	-	fig|203119.11.peg.1645
TAG11505	-	fig|203119.11.peg.1646
TAG11506	-	fig|203119.11.peg.1647
TAG11507	-	Cthe_1552
TAG11508	-	Cthe_1553
TAG11509	-	fig|203119.11.peg.1650
TAG11510	Tsac_2571	Cthe_1555
TAG11511	Tsac_2570	Cthe_1556
TAG11512	-	Cthe_1561
TAG11513	-	Cthe_1562
TAG11514	-	Cthe_1563
TAG11515	Tsac_1128	Cthe_1564
TAG11516	-	Cthe_1565
TAG11517	-	Cthe_1566
TAG11518	-	Cthe_1567
TAG11519	-	Cthe_1569
TAG11520	-	Cthe_1570
TAG11521	-	Cthe_1571
TAG11522	Tsac_2240	Cthe_1573
TAG11523	-	Cthe_1574
TAG11524	Tsac_2472	Cthe_1575
TAG11525	-	Cthe_1577
TAG11526	-	Cthe_1585
TAG11527	-	Cthe_1586
TAG11528	-	Cthe_1588
TAG11529	-	Cthe_1590
TAG11530	-	fig|203119.11.peg.1688
TAG11531	-	Cthe_1591
TAG11532	Tsac_2110	Cthe_0157
TAG11533	Tsac_0372	Cthe_1592
TAG11534	-	Cthe_1593
TAG11535	-	fig|203119.11.peg.1692
TAG11536	-	Cthe_1595
TAG11537	-	Cthe_1596
TAG11538	-	Cthe_1597
TAG11539	-	Cthe_1599
TAG11540	-	Cthe_1605
TAG11541	-	fig|203119.11.peg.1705
TAG11542	-	Cthe_1611
TAG11543	-	Cthe_0159
TAG11544	-	Cthe_1620
TAG11545	-	Cthe_1631
TAG11546	-	fig|203119.11.peg.1729
TAG11547	-	fig|203119.11.peg.1735
TAG11548	-	fig|203119.11.peg.1739
TAG11549	-	Cthe_1646
TAG11550	-	Cthe_1648
TAG11551	-	fig|203119.11.peg.175
TAG11552	-	Cthe_1656
TAG11553	-	Cthe_1657
TAG11554	-	Cthe_1660
TAG11555	-	Cthe_1661
TAG11556	-	Cthe_1662
TAG11557	-	Cthe_1663
TAG11558	-	Cthe_1664
TAG11559	-	Cthe_1665
TAG11560	-	Cthe_1666
TAG11561	-	Cthe_1667
TAG11562	-	Cthe_1668
TAG11563	-	Cthe_1669
TAG11564	-	Cthe_1672
TAG11565	-	Cthe_1673
TAG11566	-	Cthe_1674
TAG11567	-	Cthe_1675
TAG11568	-	Cthe_1676
TAG11569	-	Cthe_1677
TAG11570	-	fig|203119.11.peg.1775
TAG11571	-	Cthe_1678
TAG11572	-	Cthe_1682
TAG11573	-	Cthe_1683
TAG11574	-	Cthe_1684
TAG11575	-	Cthe_1685
TAG11576	-	Cthe_1686
TAG11577	-	Cthe_1687
TAG11578	-	Cthe_1688
TAG11579	-	Cthe_1689
TAG11580	-	Cthe_1691
TAG11581	-	Cthe_1692
TAG11582	-	Cthe_1693
TAG11583	-	Cthe_1694
TAG11584	-	Cthe_1695
TAG11585	-	Cthe_1696
TAG11586	-	fig|203119.11.peg.1795
TAG11587	-	Cthe_1700
TAG11588	-	Cthe_1701
TAG11589	-	Cthe_0167
TAG11590	-	Cthe_0017
TAG11591	-	Cthe_1705
TAG11592	-	Cthe_1706
TAG11593	-	Cthe_1707
TAG11594	-	Cthe_1708
TAG11595	-	Cthe_1709
TAG11596	-	Cthe_1711
TAG11597	-	Cthe_1712
TAG11598	-	fig|203119.11.peg.1809
TAG11599	-	Cthe_0168
TAG11600	-	Cthe_1718
TAG11601	-	Cthe_1719
TAG11602	-	Cthe_1720
TAG11603	-	Cthe_1721
TAG11604	-	Cthe_1723
TAG11605	-	fig|203119.11.peg.1821
TAG11606	-	Cthe_1724
TAG11607	-	Cthe_1725
TAG11608	-	Cthe_1726
TAG11609	-	Cthe_1727
TAG11610	-	Cthe_1728
TAG11611	-	Cthe_1730
TAG11612	-	fig|203119.11.peg.1829
TAG11613	-	Cthe_1734
TAG11614	-	Cthe_1735
TAG11615	-	Cthe_1736
TAG11616	-	Cthe_1737
TAG11617	-	Cthe_1738
TAG11618	-	Cthe_1739
TAG11619	-	Cthe_1740
TAG11620	-	Cthe_1741
TAG11621	-	Cthe_0171
TAG11622	-	Cthe_1744
TAG11623	-	Cthe_1745
TAG11624	-	Cthe_1747
TAG11625	-	Cthe_1748
TAG11626	-	Cthe_0172
TAG11627	-	Cthe_1756
TAG11628	-	fig|203119.11.peg.1851
TAG11629	-	Cthe_1758
TAG11630	-	fig|203119.11.peg.1855
TAG11631	-	Cthe_0173
TAG11632	-	Cthe_1764
TAG11633	-	Cthe_1765
TAG11634	-	Cthe_1769
TAG11635	-	Cthe_1770
TAG11636	Tsac_1436	Cthe_1772
TAG11637	-	Cthe_0174
TAG11638	Tsac_2627	Cthe_1777
TAG11639	-	Cthe_1778
TAG11640	-	Cthe_1779
TAG11641	-	Cthe_1780
TAG11642	-	Cthe_1781
TAG11643	-	fig|203119.11.peg.1878
TAG11644	Tsac_1046	Cthe_1783
TAG11645	-	fig|203119.11.peg.1881
TAG11646	-	Cthe_0176
TAG11647	-	Cthe_1793
TAG11648	-	fig|203119.11.peg.1893
TAG11649	Tsac_2618	Cthe_1799
TAG11650	-	fig|203119.11.peg.1899
TAG11651	-	Cthe_0177
TAG11652	-	Cthe_0018
TAG11653	-	Cthe_1800
TAG11654	-	Cthe_1802
TAG11655	-	Cthe_1803
TAG11656	-	fig|203119.11.peg.1906
TAG11657	-	Cthe_1806
TAG11658	-	fig|203119.11.peg.1908
TAG11659	-	fig|203119.11.peg.1909
TAG11660	-	fig|203119.11.peg.1910
TAG11661	-	fig|203119.11.peg.1911
TAG11662	-	fig|203119.11.peg.1912
TAG11663	-	Cthe_1807
TAG11664	-	Cthe_1808
TAG11665	-	Cthe_1812
TAG11666	-	Cthe_1814
TAG11667	-	Cthe_1815
TAG11668	-	Cthe_1816
TAG11669	-	Cthe_1818
TAG11670	"Tsac_2229,Tsac_2604"	Cthe_1821
TAG11671	-	Cthe_1825
TAG11672	-	Cthe_1826
TAG11673	-	Cthe_1827
TAG11674	-	Cthe_1828
TAG11675	-	Cthe_1829
TAG11676	-	Cthe_1830
TAG11677	-	Cthe_1831
TAG11678	-	Cthe_1832
TAG11679	-	Cthe_1833
TAG11680	Tsac_1681	Cthe_0181
TAG11681	-	Cthe_1834
TAG11682	-	Cthe_1835
TAG11683	-	fig|203119.11.peg.1942
TAG11684	-	Cthe_1836
TAG11685	-	Cthe_1837
TAG11686	-	Cthe_1843
TAG11687	-	Cthe_1849
TAG11688	-	Cthe_1850
TAG11689	-	Cthe_1851
TAG11690	-	Cthe_1854
TAG11691	-	Cthe_0184
TAG11692	-	fig|203119.11.peg.1970
TAG11693	Tsac_0804	Cthe_1864
TAG11694	-	Cthe_1865
TAG11695	-	fig|203119.11.peg.1979
TAG11696	-	Cthe_0185
TAG11697	-	Cthe_1871
TAG11698	-	Cthe_1873
TAG11699	-	Cthe_1874
TAG11700	-	Cthe_1875
TAG11701	-	Cthe_1876
TAG11702	-	fig|203119.11.peg.1986
TAG11703	-	fig|203119.11.peg.1987
TAG11704	-	Cthe_1880
TAG11705	-	Cthe_1881
TAG11706	-	Cthe_1882
TAG11707	-	fig|203119.11.peg.1994
TAG11708	-	fig|203119.11.peg.1996
TAG11709	-	Cthe_1885
TAG11710	-	Cthe_0019
TAG11711	Tsac_1546	Cthe_0001
TAG11712	-	Cthe_1887
TAG11713	-	Cthe_1888
TAG11714	-	Cthe_1889
TAG11715	-	Cthe_1890
TAG11716	-	fig|203119.11.peg.2004
TAG11717	-	fig|203119.11.peg.2005
TAG11718	-	Cthe_1893
TAG11719	-	Cthe_1894
TAG11720	-	fig|203119.11.peg.2011
TAG11721	-	Cthe_1899
TAG11722	-	fig|203119.11.peg.2013
TAG11723	-	fig|203119.11.peg.2014
TAG11724	-	Cthe_1901
TAG11725	-	Cthe_1902
TAG11726	-	Cthe_1903
TAG11727	-	Cthe_1904
TAG11728	-	Cthe_1905
TAG11729	-	Cthe_1906
TAG11730	-	Cthe_1907
TAG11731	-	Cthe_1908
TAG11732	-	Cthe_1909
TAG11733	-	Cthe_1910
TAG11734	-	Cthe_1911
TAG11735	-	Cthe_1912
TAG11736	-	Cthe_1913
TAG11737	-	Cthe_1914
TAG11738	-	Cthe_1915
TAG11739	-	Cthe_0190
TAG11740	-	Cthe_1919
TAG11741	-	Cthe_1922
TAG11742	-	Cthe_0191
TAG11743	-	Cthe_1925
TAG11744	-	Cthe_1926
TAG11745	-	Cthe_1927
TAG11746	-	Cthe_1928
TAG11747	-	Cthe_1929
TAG11748	"Tsac_1240,Tsac_0373"	"Cthe_1857,Cthe_1930"
TAG11749	Tsac_0301	Cthe_1931
TAG11750	-	Cthe_1932
TAG11751	-	Cthe_1934
TAG11752	-	Cthe_1940
TAG11753	-	Cthe_1942
TAG11754	Tsac_1485	Cthe_1944
TAG11755	-	Cthe_0193
TAG11756	"Tsac_1054,Tsac_0928"	"Cthe_1945,Cthe_1946"
TAG11757	-	Cthe_1949
TAG11758	-	Cthe_1950
TAG11759	-	Cthe_1951
TAG11760	-	Cthe_1952
TAG11761	-	Cthe_0194
TAG11762	-	fig|203119.11.peg.207
TAG11763	-	Cthe_1957
TAG11764	-	fig|203119.11.peg.2073
TAG11765	-	Cthe_1958
TAG11766	-	Cthe_1960
TAG11767	-	Cthe_1962
TAG11768	-	Cthe_1963
TAG11769	-	Cthe_1964
TAG11770	-	Cthe_1965
TAG11771	-	fig|203119.11.peg.2082
TAG11772	-	Cthe_1966
TAG11773	-	Cthe_1967
TAG11774	-	Cthe_1968
TAG11775	-	Cthe_1969
TAG11776	-	Cthe_1970
TAG11777	-	Cthe_1971
TAG11778	-	Cthe_1972
TAG11779	-	Cthe_0195
TAG11780	-	Cthe_1973
TAG11781	-	Cthe_1974
TAG11782	-	Cthe_1975
TAG11783	-	Cthe_1976
TAG11784	-	Cthe_1978
TAG11785	-	Cthe_1979
TAG11786	-	fig|203119.11.peg.2096
TAG11787	-	fig|203119.11.peg.2098
TAG11788	-	Cthe_1981
TAG11789	-	Cthe_0196
TAG11790	-	Cthe_1982
TAG11791	-	Cthe_1983
TAG11792	-	fig|203119.11.peg.2102
TAG11793	-	Cthe_1984
TAG11794	-	Cthe_1985
TAG11795	-	fig|203119.11.peg.2105
TAG11796	-	Cthe_1986
TAG11797	-	fig|203119.11.peg.2107
TAG11798	-	Cthe_1987
TAG11799	-	Cthe_1988
TAG11800	-	fig|203119.11.peg.2110
TAG11801	-	fig|203119.11.peg.2111
TAG11802	-	Cthe_1990
TAG11803	-	Cthe_1991
TAG11804	-	Cthe_1992
TAG11805	-	Cthe_1993
TAG11806	-	Cthe_1994
TAG11807	-	Cthe_1995
TAG11808	-	Cthe_1996
TAG11809	-	Cthe_1998
TAG11810	-	Cthe_1999
TAG11811	-	Cthe_2000
TAG11812	-	Cthe_2001
TAG11813	-	Cthe_2002
TAG11814	-	fig|203119.11.peg.2124
TAG11815	-	fig|203119.11.peg.2127
TAG11816	-	fig|203119.11.peg.2128
TAG11817	-	Cthe_2008
TAG11818	-	Cthe_2009
TAG11819	-	Cthe_2010
TAG11820	-	fig|203119.11.peg.2132
TAG11821	-	Cthe_2012
TAG11822	-	Cthe_2013
TAG11823	-	Cthe_2014
TAG11824	-	Cthe_2015
TAG11825	-	fig|203119.11.peg.2137
TAG11826	-	fig|203119.11.peg.2138
TAG11827	-	Cthe_2017
TAG11828	-	Cthe_2018
TAG11829	-	Cthe_2019
TAG11830	-	fig|203119.11.peg.2142
TAG11831	-	Cthe_2020
TAG11832	-	fig|203119.11.peg.2144
TAG11833	-	Cthe_2021
TAG11834	-	Cthe_2022
TAG11835	-	fig|203119.11.peg.2147
TAG11836	-	Cthe_2024
TAG11837	-	Cthe_2025
TAG11838	-	Cthe_2026
TAG11839	-	Cthe_2027
TAG11840	-	Cthe_2028
TAG11841	-	Cthe_2029
TAG11842	-	Cthe_2030
TAG11843	-	Cthe_2032
TAG11844	-	Cthe_2033
TAG11845	-	Cthe_2034
TAG11846	-	fig|203119.11.peg.2159
TAG11847	-	Cthe_2036
TAG11848	-	fig|203119.11.peg.2161
TAG11849	-	fig|203119.11.peg.2162
TAG11850	-	fig|203119.11.peg.2163
TAG11851	-	Cthe_2038
TAG11852	-	Cthe_2041
TAG11853	-	fig|203119.11.peg.2168
TAG11854	-	fig|203119.11.peg.2169
TAG11855	-	Cthe_0203
TAG11856	-	fig|203119.11.peg.2170
TAG11857	-	Cthe_2044
TAG11858	-	Cthe_2045
TAG11859	-	Cthe_2047
TAG11860	-	Cthe_2048
TAG11861	-	Cthe_2052
TAG11862	-	Cthe_2053
TAG11863	-	Cthe_0204
TAG11864	-	Cthe_2056
TAG11865	-	Cthe_2057
TAG11866	-	Cthe_2063
TAG11867	-	Cthe_0205
TAG11868	-	Cthe_2064
TAG11869	Tsac_2069	Cthe_2067
TAG11870	-	Cthe_0206
TAG11871	-	Cthe_2074
TAG11872	-	fig|203119.11.peg.2201
TAG11873	-	Cthe_2076
TAG11874	Tsac_1671	Cthe_2080
TAG11875	Tsac_1669	Cthe_2081
TAG11876	-	Cthe_0207
TAG11877	-	Cthe_2084
TAG11878	-	fig|203119.11.peg.2212
TAG11879	Tsac_1837	Cthe_2085
TAG11880	-	Cthe_2088
TAG11881	-	Cthe_2090
TAG11882	-	Cthe_2091
TAG11883	-	Cthe_0208
TAG11884	-	Cthe_2094
TAG11885	-	Cthe_0209
TAG11886	-	Cthe_2107
TAG11887	-	fig|203119.11.peg.2237
TAG11888	-	Cthe_2109
TAG11889	-	Cthe_2110
TAG11890	-	Cthe_2111
TAG11891	-	Cthe_2112
TAG11892	-	Cthe_2113
TAG11893	-	Cthe_2114
TAG11894	-	Cthe_2117
TAG11895	-	Cthe_2118
TAG11896	-	Cthe_2119
TAG11897	-	Cthe_0211
TAG11898	-	fig|203119.11.peg.225
TAG11899	-	Cthe_2121
TAG11900	-	Cthe_2122
TAG11901	-	Cthe_2123
TAG11902	-	fig|203119.11.peg.2253
TAG11903	-	fig|203119.11.peg.2254
TAG11904	-	Cthe_2127
TAG11905	-	Cthe_2128
TAG11906	-	fig|203119.11.peg.2259
TAG11907	-	fig|203119.11.peg.2262
TAG11908	-	Cthe_2132
TAG11909	-	Cthe_2133
TAG11910	-	fig|203119.11.peg.2265
TAG11911	-	Cthe_2135
TAG11912	-	Cthe_2136
TAG11913	-	Cthe_2137
TAG11914	-	Cthe_2138
TAG11915	-	Cthe_2139
TAG11916	-	Cthe_2140
TAG11917	-	fig|203119.11.peg.2272
TAG11918	-	Cthe_2141
TAG11919	-	fig|203119.11.peg.2277
TAG11920	-	Cthe_2146
TAG11921	-	fig|203119.11.peg.2279
TAG11922	-	Cthe_0213
TAG11923	-	fig|203119.11.peg.228
TAG11924	-	Cthe_2147
TAG11925	-	Cthe_2148
TAG11926	-	Cthe_2149
TAG11927	-	Cthe_2150
TAG11928	-	Cthe_2151
TAG11929	-	fig|203119.11.peg.2285
TAG11930	-	Cthe_2152
TAG11931	-	Cthe_2153
TAG11932	-	fig|203119.11.peg.2288
TAG11933	-	Cthe_2154
TAG11934	-	Cthe_2155
TAG11935	-	Cthe_2156
TAG11936	-	Cthe_2157
TAG11937	-	fig|203119.11.peg.2293
TAG11938	-	fig|203119.11.peg.2294
TAG11939	-	fig|203119.11.peg.2296
TAG11940	-	Cthe_2159
TAG11941	-	Cthe_2160
TAG11942	-	fig|203119.11.peg.2299
TAG11943	-	Cthe_2161
TAG11944	-	Cthe_2163
TAG11945	-	fig|203119.11.peg.2303
TAG11946	-	Cthe_2166
TAG11947	-	Cthe_2167
TAG11948	Tsac_2153	Cthe_2168
TAG11949	-	Cthe_2169
TAG11950	-	Cthe_2171
TAG11951	-	Cthe_2173
TAG11952	-	Cthe_2174
TAG11953	-	Cthe_2175
TAG11954	-	Cthe_2176
TAG11955	-	Cthe_2177
TAG11956	-	Cthe_2178
TAG11957	-	Cthe_2179
TAG11958	-	Cthe_2180
TAG11959	-	Cthe_2184
TAG11960	-	Cthe_2188
TAG11961	-	Cthe_2189
TAG11962	-	Cthe_2192
TAG11963	-	fig|203119.11.peg.2333
TAG11964	-	Cthe_2193
TAG11965	-	Cthe_2194
TAG11966	-	Cthe_2195
TAG11967	-	Cthe_2198
TAG11968	-	Cthe_0218
TAG11969	-	Cthe_2199
TAG11970	-	Cthe_2200
TAG11971	-	Cthe_2201
TAG11972	-	Cthe_2202
TAG11973	-	Cthe_2208
TAG11974	-	Cthe_0219
TAG11975	-	Cthe_2213
TAG11976	-	fig|203119.11.peg.2355
TAG11977	-	fig|203119.11.peg.2358
TAG11978	-	Cthe_2216
TAG11979	-	Cthe_0220
TAG11980	-	fig|203119.11.peg.236
TAG11981	Tsac_2659	Cthe_2218
TAG11982	-	Cthe_2222
TAG11983	-	Cthe_2223
TAG11984	-	Cthe_2224
TAG11985	-	Cthe_2225
TAG11986	-	Cthe_2226
TAG11987	-	Cthe_2227
