Tag	1094508.3	203119.11	31899.1
TAG14344	fig|1094508.3.peg.356	fig|203119.11.peg.3310	-
TAG14360	-	fig|203119.11.peg.639	fig|31899.10.peg.1999
TAG14364	fig|1094508.3.peg.640	fig|203119.11.peg.3302	fig|31899.10.peg.941
TAG14365	fig|1094508.3.peg.814	fig|203119.11.peg.191	fig|31899.10.peg.1736
TAG14366	"fig|1094508.3.peg.2662,fig|1094508.3.peg.775"	fig|203119.11.peg.1977	fig|31899.10.peg.2037
TAG14379	fig|1094508.3.peg.1149	fig|203119.11.peg.301	fig|31899.10.peg.2090
TAG14402	-	"fig|203119.11.peg.2008,fig|203119.11.peg.2035"	-
TAG14407	fig|1094508.3.peg.2401	fig|203119.11.peg.1857	"fig|31899.10.peg.136
TAG14418	fig|1094508.3.peg.314	fig|203119.11.peg.2784	-
TAG14421	fig|1094508.3.peg.1251	fig|203119.11.peg.1967	fig|31899.10.peg.2313
TAG14422	"fig|1094508.3.peg.1213,fig|1094508.3.peg.320"	"fig|203119.11.peg.1170,fig|203119.11.peg.2766"	"fig|31899.10.peg.1557
TAG14429	-	-	fig|31899.10.peg.2539
TAG14430	"fig|1094508.3.peg.1020,fig|1094508.3.peg.985"	"fig|203119.11.peg.1892,fig|203119.11.peg.2903"	"fig|31899.10.peg.1268
TAG14440	fig|1094508.3.peg.1258	fig|203119.11.peg.331	fig|31899.10.peg.1929
TAG14445	-	-	fig|31899.10.peg.485
TAG14478	fig|1094508.3.peg.877	-	-
TAG14526	fig|1094508.3.peg.2557	-	fig|31899.10.peg.2466
TAG14527	-	-	fig|31899.10.peg.2342
TAG14561	-	-	fig|31899.10.peg.2269
TAG14569	fig|1094508.3.peg.2653	fig|203119.11.peg.2579	fig|31899.10.peg.1553
TAG14570	fig|1094508.3.peg.656	fig|203119.11.peg.2229	fig|31899.10.peg.569
TAG14584	-	fig|203119.11.peg.2165	-
TAG14599	fig|1094508.3.peg.2529	-	-
TAG14604	"fig|1094508.3.peg.624,fig|1094508.3.peg.625"	-	"fig|31899.10.peg.1023
TAG14612	fig|1094508.3.peg.2130	fig|203119.11.peg.1309	fig|31899.10.peg.1737
TAG14615	fig|1094508.3.peg.2083	fig|203119.11.peg.1395	fig|31899.10.peg.2044
TAG14618	fig|1094508.3.peg.2097	fig|203119.11.peg.1094	fig|31899.10.peg.2436
TAG14620	fig|1094508.3.peg.2088	fig|203119.11.peg.1400	fig|31899.10.peg.2049
TAG14623	fig|1094508.3.peg.2080	fig|203119.11.peg.1448	fig|31899.10.peg.1820
TAG14626	fig|1094508.3.peg.2068	fig|203119.11.peg.1123	fig|31899.10.peg.1904
TAG14627	-	-	fig|31899.10.peg.1059
TAG14628	-	fig|203119.11.peg.158	fig|31899.10.peg.1406
TAG14655	-	-	fig|31899.10.peg.432
TAG14681	-	-	fig|31899.10.peg.1285
TAG14699	fig|1094508.3.peg.452	-	-
TAG14702	fig|1094508.3.peg.128	"fig|203119.11.peg.2429,fig|203119.11.peg.3005,fig|203119.11.peg.516,fig|203119.11.peg.849"	"fig|31899.10.peg.1009
TAG14719	fig|1094508.3.peg.1820	fig|203119.11.peg.508	fig|31899.10.peg.2712
TAG14728	"fig|1094508.3.peg.11,fig|1094508.3.peg.1603,fig|1094508.3.peg.2386,fig|1094508.3.peg.447,fig|1094508.3.peg.744"	"fig|203119.11.peg.1359,fig|203119.11.peg.1476,fig|203119.11.peg.2483"	"fig|31899.10.peg.1948
TAG14732	fig|1094508.3.peg.1586	fig|203119.11.peg.1028	fig|31899.10.peg.1232
TAG14737	fig|1094508.3.peg.2031	fig|203119.11.peg.650	fig|31899.10.peg.1852
TAG14748	"fig|1094508.3.peg.1500,fig|1094508.3.peg.2106"	"fig|203119.11.peg.2031,fig|203119.11.peg.2838"	"fig|31899.10.peg.2019
TAG14750	fig|1094508.3.peg.1741	fig|203119.11.peg.1388	fig|31899.10.peg.1518
TAG14759	fig|1094508.3.peg.285	-	-
TAG14764	-	-	fig|31899.10.peg.2794
TAG14780	fig|1094508.3.peg.173	-	fig|31899.10.peg.405
TAG14785	fig|1094508.3.peg.1131	-	fig|31899.10.peg.521
TAG14792	-	fig|203119.11.peg.1916	-
TAG14804	fig|1094508.3.peg.678	fig|203119.11.peg.160	fig|31899.10.peg.1768
TAG14805	fig|1094508.3.peg.565	fig|203119.11.peg.2528	fig|31899.10.peg.379
TAG14823	fig|1094508.3.peg.1696	fig|203119.11.peg.2204	fig|31899.10.peg.1495
TAG14830	fig|1094508.3.peg.680	-	-
TAG14858	-	-	fig|31899.10.peg.1065
TAG14881	fig|1094508.3.peg.2007	-	-
TAG14891	fig|1094508.3.peg.1881	fig|203119.11.peg.2921	fig|31899.10.peg.2439
TAG14905	fig|1094508.3.peg.1728	fig|203119.11.peg.998	fig|31899.10.peg.1867
TAG14918	fig|1094508.3.peg.2571	-	-
TAG14968	fig|1094508.3.peg.2494	fig|203119.11.peg.1963	-
TAG14995	fig|1094508.3.peg.2030	-	-
TAG15004	fig|1094508.3.peg.2538	-	-
TAG15010	fig|1094508.3.peg.1319	-	-
TAG15020	fig|1094508.3.peg.501	-	-
TAG15026	fig|1094508.3.peg.1261	fig|203119.11.peg.3258	-
TAG15027	fig|1094508.3.peg.1244	"fig|203119.11.peg.1684,fig|203119.11.peg.1969,fig|203119.11.peg.791"	fig|31899.10.peg.2315
TAG15030	fig|1094508.3.peg.1232	-	-
TAG15031	fig|1094508.3.peg.1230	-	-
TAG15032	fig|1094508.3.peg.1206	-	-
TAG15033	fig|1094508.3.peg.1203	-	-
TAG15048	fig|1094508.3.peg.153	-	-
TAG15062	-	-	"fig|31899.10.peg.237
TAG15084	fig|1094508.3.peg.891	-	-
TAG15090	fig|1094508.3.peg.889	-	-
TAG15104	fig|1094508.3.peg.337	-	-
TAG15106	fig|1094508.3.peg.413	-	-
TAG15113	fig|1094508.3.peg.2821	-	-
TAG15119	fig|1094508.3.peg.1235	-	-
TAG15123	fig|1094508.3.peg.2421	-	-
TAG15129	fig|1094508.3.peg.1341	-	-
TAG15131	"fig|1094508.3.peg.1666,fig|1094508.3.peg.2591"	fig|203119.11.peg.3171	fig|31899.10.peg.2433
TAG15136	-	fig|203119.11.peg.485	-
TAG15137	fig|1094508.3.peg.2297	-	-
TAG15177	fig|1094508.3.peg.950	-	-
TAG15184	fig|1094508.3.peg.46	-	fig|31899.10.peg.1661
TAG15234	fig|1094508.3.peg.779	fig|203119.11.peg.2053	fig|31899.10.peg.2585
TAG15237	fig|1094508.3.peg.761	-	-
TAG15240	-	fig|203119.11.peg.2166	-
TAG15247	-	-	fig|31899.10.peg.1123
TAG15257	fig|1094508.3.peg.380	-	fig|31899.10.peg.2479
TAG15287	"fig|1094508.3.peg.400,fig|1094508.3.peg.593"	fig|203119.11.peg.2452	fig|31899.10.peg.887
TAG15288	fig|1094508.3.peg.443	-	fig|31899.10.peg.468
TAG15289	-	fig|203119.11.peg.2301	fig|31899.10.peg.1003
TAG15341	fig|1094508.3.peg.531	-	-
TAG15345	fig|1094508.3.peg.265	-	-
TAG15353	fig|1094508.3.peg.119	-	-
TAG15369	fig|1094508.3.peg.1068	fig|203119.11.peg.1111	fig|31899.10.peg.97
TAG15389	fig|1094508.3.peg.74	-	-
TAG15393	-	fig|203119.11.peg.1471	-
TAG15395	"fig|1094508.3.peg.2747,fig|1094508.3.peg.456,fig|1094508.3.peg.494,fig|1094508.3.peg.506,fig|1094508.3.peg.605,fig|1094508.3.peg.609"	"fig|203119.11.peg.1643,fig|203119.11.peg.1997,fig|203119.11.peg.960"	fig|31899.10.peg.2759
TAG15400	fig|1094508.3.peg.2549	-	-
TAG15410	fig|1094508.3.peg.44	-	-
TAG15424	-	fig|203119.11.peg.1641	-
TAG15438	fig|1094508.3.peg.2352	-	-
TAG15444	-	-	fig|31899.10.peg.369
TAG15447	fig|1094508.3.peg.1444	fig|203119.11.peg.2777	fig|31899.10.peg.1917
TAG15477	fig|1094508.3.peg.1459	-	-
TAG15487	-	fig|203119.11.peg.1184	-
TAG15489	fig|1094508.3.peg.266	-	-
TAG15500	"fig|1094508.3.peg.1522,fig|1094508.3.peg.1760,fig|1094508.3.peg.1761,fig|1094508.3.peg.2531,fig|1094508.3.peg.766"	"fig|203119.11.peg.231,fig|203119.11.peg.2500,fig|203119.11.peg.3391"	"fig|31899.10.peg.1712
TAG15509	fig|1094508.3.peg.1559	fig|203119.11.peg.1852	-
TAG15510	fig|1094508.3.peg.1563	-	fig|31899.10.peg.1399
TAG15524	fig|1094508.3.peg.2109	-	-
TAG15525	fig|1094508.3.peg.2108	-	-
TAG15531	fig|1094508.3.peg.2082	fig|203119.11.peg.1394	fig|31899.10.peg.2043
TAG15532	"fig|1094508.3.peg.1077,fig|1094508.3.peg.2188,fig|1094508.3.peg.2205,fig|1094508.3.peg.387"	fig|203119.11.peg.909	fig|31899.10.peg.1578
TAG15533	fig|1094508.3.peg.2056	fig|203119.11.peg.2922	fig|31899.10.peg.883
TAG15534	-	-	fig|31899.10.peg.100
TAG15535	-	-	fig|31899.10.peg.101
TAG15536	-	-	fig|31899.10.peg.1010
TAG15537	-	-	fig|31899.10.peg.1011
TAG15538	-	-	fig|31899.10.peg.1017
TAG15539	-	-	fig|31899.10.peg.102
TAG15540	-	-	fig|31899.10.peg.1021
TAG15541	-	-	fig|31899.10.peg.103
TAG15542	fig|1094508.3.peg.1476	-	"fig|31899.10.peg.1033
TAG15543	-	-	fig|31899.10.peg.1036
TAG15544	-	-	fig|31899.10.peg.1041
TAG15545	-	-	fig|31899.10.peg.1042
TAG15546	-	-	fig|31899.10.peg.1043
TAG15547	-	-	fig|31899.10.peg.1044
TAG15548	-	-	fig|31899.10.peg.1046
TAG15549	-	-	fig|31899.10.peg.1049
TAG15550	-	-	fig|31899.10.peg.104
TAG15551	-	-	fig|31899.10.peg.105
TAG15552	-	-	fig|31899.10.peg.1050
TAG15553	-	-	fig|31899.10.peg.1063
TAG15554	-	-	fig|31899.10.peg.106
TAG15555	-	-	fig|31899.10.peg.107
TAG15556	-	-	fig|31899.10.peg.108
TAG15557	-	-	fig|31899.10.peg.1098
TAG15558	-	-	fig|31899.10.peg.10
TAG15559	-	-	fig|31899.10.peg.11
TAG15560	-	-	fig|31899.10.peg.1106
TAG15561	-	-	fig|31899.10.peg.1108
TAG15562	-	-	fig|31899.10.peg.110
TAG15563	-	-	fig|31899.10.peg.111
TAG15564	-	-	fig|31899.10.peg.1113
TAG15565	-	-	fig|31899.10.peg.1117
TAG15566	-	-	fig|31899.10.peg.1121
TAG15567	-	-	fig|31899.10.peg.1122
TAG15568	-	-	fig|31899.10.peg.1124
TAG15569	-	-	fig|31899.10.peg.1126
TAG15570	-	-	fig|31899.10.peg.1127
TAG15571	-	-	fig|31899.10.peg.112
TAG15572	-	fig|203119.11.peg.482	fig|31899.10.peg.1131
TAG15573	-	-	fig|31899.10.peg.1132
TAG15574	-	-	fig|31899.10.peg.1133
TAG15575	-	-	fig|31899.10.peg.1134
TAG15576	-	-	fig|31899.10.peg.1137
TAG15577	-	-	fig|31899.10.peg.113
TAG15578	-	-	fig|31899.10.peg.1140
TAG15579	-	-	fig|31899.10.peg.1141
TAG15580	-	-	fig|31899.10.peg.1147
TAG15581	-	-	fig|31899.10.peg.1148
TAG15582	-	-	fig|31899.10.peg.1149
TAG15583	-	-	fig|31899.10.peg.114
TAG15584	-	-	fig|31899.10.peg.1152
TAG15585	-	-	fig|31899.10.peg.1153
TAG15586	-	-	fig|31899.10.peg.1158
TAG15587	-	-	fig|31899.10.peg.115
TAG15588	fig|1094508.3.peg.209	-	fig|31899.10.peg.1160
TAG15589	fig|1094508.3.peg.1300	-	fig|31899.10.peg.1161
TAG15590	fig|1094508.3.peg.1435	fig|203119.11.peg.2915	fig|31899.10.peg.1164
TAG15591	-	-	fig|31899.10.peg.116
TAG15592	-	-	fig|31899.10.peg.117
TAG15593	-	-	fig|31899.10.peg.1172
TAG15594	-	-	fig|31899.10.peg.1173
TAG15595	-	-	fig|31899.10.peg.1174
TAG15596	-	-	fig|31899.10.peg.1175
TAG15597	-	-	fig|31899.10.peg.1176
TAG15598	-	-	fig|31899.10.peg.1177
TAG15599	-	-	fig|31899.10.peg.1179
TAG15600	-	-	fig|31899.10.peg.118
TAG15601	-	-	fig|31899.10.peg.1180
TAG15602	-	-	fig|31899.10.peg.1181
TAG15603	-	-	fig|31899.10.peg.1182
TAG15604	-	-	fig|31899.10.peg.1183
TAG15605	-	-	fig|31899.10.peg.1184
TAG15606	-	-	fig|31899.10.peg.1185
TAG15607	-	-	fig|31899.10.peg.119
TAG15608	-	-	fig|31899.10.peg.1192
TAG15609	-	-	fig|31899.10.peg.1193
TAG15610	-	-	fig|31899.10.peg.1194
TAG15611	fig|1094508.3.peg.1990	-	"fig|31899.10.peg.1196
TAG15612	-	-	fig|31899.10.peg.1198
TAG15613	-	-	fig|31899.10.peg.1199
TAG15614	-	-	fig|31899.10.peg.12
TAG15615	-	-	fig|31899.10.peg.120
TAG15616	-	fig|203119.11.peg.2097	fig|31899.10.peg.1201
TAG15617	-	-	fig|31899.10.peg.1209
TAG15618	-	-	fig|31899.10.peg.1214
TAG15619	-	-	fig|31899.10.peg.1215
TAG15620	-	-	fig|31899.10.peg.1223
TAG15621	-	-	fig|31899.10.peg.1241
TAG15622	-	-	fig|31899.10.peg.1245
TAG15623	-	-	fig|31899.10.peg.13
TAG15624	-	-	fig|31899.10.peg.1322
TAG15625	-	-	fig|31899.10.peg.1323
TAG15626	-	-	fig|31899.10.peg.1324
TAG15627	-	-	fig|31899.10.peg.1327
TAG15628	-	-	fig|31899.10.peg.1328
TAG15629	-	-	fig|31899.10.peg.1332
TAG15630	-	-	fig|31899.10.peg.1334
TAG15631	-	-	fig|31899.10.peg.1350
TAG15632	-	-	fig|31899.10.peg.1352
TAG15633	-	"fig|203119.11.peg.3055,fig|203119.11.peg.3440"	fig|31899.10.peg.1355
TAG15634	-	-	fig|31899.10.peg.1356
TAG15635	-	-	fig|31899.10.peg.1358
TAG15636	-	-	fig|31899.10.peg.1359
TAG15637	-	-	fig|31899.10.peg.1360
TAG15638	-	-	fig|31899.10.peg.1363
TAG15639	-	-	fig|31899.10.peg.1364
TAG15640	-	-	fig|31899.10.peg.1365
TAG15641	-	-	fig|31899.10.peg.1367
TAG15642	-	-	fig|31899.10.peg.1368
TAG15643	-	-	fig|31899.10.peg.1369
TAG15644	-	-	fig|31899.10.peg.1372
TAG15645	-	-	fig|31899.10.peg.1373
TAG15646	-	-	fig|31899.10.peg.1374
TAG15647	-	-	fig|31899.10.peg.1379
TAG15648	-	-	fig|31899.10.peg.138
TAG15649	-	-	fig|31899.10.peg.1380
TAG15650	-	-	fig|31899.10.peg.1381
TAG15651	-	-	fig|31899.10.peg.1382
TAG15652	-	-	fig|31899.10.peg.1384
TAG15653	-	-	fig|31899.10.peg.1385
TAG15654	-	-	fig|31899.10.peg.1387
TAG15655	-	-	fig|31899.10.peg.1389
TAG15656	-	-	fig|31899.10.peg.139
TAG15657	-	-	fig|31899.10.peg.1391
TAG15658	-	-	fig|31899.10.peg.1393
TAG15659	-	-	fig|31899.10.peg.1395
TAG15660	-	-	fig|31899.10.peg.14
TAG15661	-	-	fig|31899.10.peg.1414
TAG15662	-	-	fig|31899.10.peg.1415
TAG15663	-	-	fig|31899.10.peg.1416
TAG15664	-	-	fig|31899.10.peg.1417
TAG15665	-	-	fig|31899.10.peg.1419
TAG15666	-	-	fig|31899.10.peg.141
TAG15667	-	-	fig|31899.10.peg.1421
TAG15668	-	-	fig|31899.10.peg.1422
TAG15669	-	-	fig|31899.10.peg.1424
TAG15670	-	-	fig|31899.10.peg.1425
TAG15671	-	-	fig|31899.10.peg.1426
TAG15672	-	-	fig|31899.10.peg.1427
TAG15673	-	-	fig|31899.10.peg.1430
TAG15674	-	-	fig|31899.10.peg.1431
TAG15675	-	-	fig|31899.10.peg.1432
TAG15676	-	-	fig|31899.10.peg.1433
TAG15677	-	-	fig|31899.10.peg.1434
TAG15678	-	-	fig|31899.10.peg.1436
TAG15679	-	-	fig|31899.10.peg.144
TAG15680	-	-	fig|31899.10.peg.1440
TAG15681	-	-	fig|31899.10.peg.1443
TAG15682	-	-	fig|31899.10.peg.1476
TAG15683	-	-	fig|31899.10.peg.1497
TAG15684	-	-	fig|31899.10.peg.1498
TAG15685	-	-	fig|31899.10.peg.15
TAG15686	-	-	fig|31899.10.peg.1502
TAG15687	-	-	fig|31899.10.peg.1504
TAG15688	-	-	fig|31899.10.peg.1507
TAG15689	-	-	fig|31899.10.peg.153
TAG15690	-	-	fig|31899.10.peg.1548
TAG15691	-	-	fig|31899.10.peg.1582
TAG15692	-	-	fig|31899.10.peg.1587
TAG15693	-	-	fig|31899.10.peg.1588
TAG15694	-	-	fig|31899.10.peg.1591
TAG15695	-	-	fig|31899.10.peg.1592
TAG15696	-	-	fig|31899.10.peg.1593
TAG15697	-	-	"fig|31899.10.peg.159
TAG15698	-	-	fig|31899.10.peg.16
TAG15699	-	-	fig|31899.10.peg.161
TAG15700	-	-	fig|31899.10.peg.1613
TAG15701	-	-	fig|31899.10.peg.1619
TAG15702	fig|1094508.3.peg.1877	-	fig|31899.10.peg.1626
TAG15703	-	-	fig|31899.10.peg.162
TAG15704	-	-	fig|31899.10.peg.1648
TAG15705	-	-	fig|31899.10.peg.1649
TAG15706	-	-	fig|31899.10.peg.164
TAG15707	-	-	fig|31899.10.peg.1651
TAG15708	-	-	fig|31899.10.peg.166
TAG15709	-	-	fig|31899.10.peg.167
TAG15710	-	-	fig|31899.10.peg.1683
TAG15711	-	-	fig|31899.10.peg.1695
TAG15712	-	-	fig|31899.10.peg.1698
TAG15713	-	-	fig|31899.10.peg.1743
TAG15714	-	-	fig|31899.10.peg.1760
TAG15715	-	-	fig|31899.10.peg.176
TAG15716	-	-	fig|31899.10.peg.177
TAG15717	-	fig|203119.11.peg.872	fig|31899.10.peg.1773
TAG15718	-	-	fig|31899.10.peg.1774
TAG15719	-	-	fig|31899.10.peg.17
TAG15720	-	-	fig|31899.10.peg.180
TAG15721	-	-	fig|31899.10.peg.1816
TAG15722	-	-	fig|31899.10.peg.182
TAG15723	-	-	fig|31899.10.peg.1839
TAG15724	-	-	fig|31899.10.peg.184
TAG15725	-	-	fig|31899.10.peg.1840
TAG15726	-	-	fig|31899.10.peg.1841
TAG15727	-	-	fig|31899.10.peg.1844
TAG15728	-	-	fig|31899.10.peg.1845
TAG15729	-	-	fig|31899.10.peg.1847
TAG15730	-	-	fig|31899.10.peg.185
TAG15731	-	-	fig|31899.10.peg.1853
TAG15732	-	-	"fig|31899.10.peg.1854
TAG15733	-	-	fig|31899.10.peg.1857
TAG15734	-	-	fig|31899.10.peg.1862
TAG15735	-	-	fig|31899.10.peg.1869
TAG15736	-	-	fig|31899.10.peg.1870
TAG15737	-	-	fig|31899.10.peg.1874
TAG15738	-	-	fig|31899.10.peg.1878
TAG15739	-	-	fig|31899.10.peg.187
TAG15740	-	-	fig|31899.10.peg.1883
TAG15741	-	-	fig|31899.10.peg.1884
TAG15742	-	-	fig|31899.10.peg.1885
TAG15743	-	-	fig|31899.10.peg.1887
TAG15744	-	-	fig|31899.10.peg.1888
TAG15745	-	-	fig|31899.10.peg.1889
TAG15746	-	-	fig|31899.10.peg.188
TAG15747	-	-	fig|31899.10.peg.189
TAG15748	-	-	fig|31899.10.peg.1890
TAG15749	-	-	fig|31899.10.peg.1891
TAG15750	-	-	fig|31899.10.peg.1892
TAG15751	-	-	fig|31899.10.peg.1893
TAG15752	-	-	fig|31899.10.peg.18
TAG15753	-	-	fig|31899.10.peg.191
TAG15754	fig|1094508.3.peg.1861	fig|203119.11.peg.444	fig|31899.10.peg.1911
TAG15755	-	-	fig|31899.10.peg.1914
TAG15756	-	-	fig|31899.10.peg.1923
TAG15757	-	-	fig|31899.10.peg.194
TAG15758	-	-	fig|31899.10.peg.1953
TAG15759	-	-	fig|31899.10.peg.19
TAG15760	-	-	fig|31899.10.peg.1
TAG15761	-	-	fig|31899.10.peg.2001
TAG15762	-	-	fig|31899.10.peg.2003
TAG15763	-	-	fig|31899.10.peg.2006
TAG15764	-	-	fig|31899.10.peg.2008
TAG15765	fig|1094508.3.peg.1013	fig|203119.11.peg.2896	fig|31899.10.peg.2024
TAG15766	fig|1094508.3.peg.1008	fig|203119.11.peg.2891	fig|31899.10.peg.2029
TAG15767	-	-	fig|31899.10.peg.2047
TAG15768	-	-	fig|31899.10.peg.206
TAG15769	-	-	fig|31899.10.peg.2063
TAG15770	-	-	fig|31899.10.peg.2064
TAG15771	-	-	fig|31899.10.peg.2067
TAG15772	-	-	fig|31899.10.peg.207
TAG15773	-	-	fig|31899.10.peg.2070
TAG15774	-	-	fig|31899.10.peg.2071
TAG15775	-	-	fig|31899.10.peg.2072
TAG15776	-	-	fig|31899.10.peg.2073
TAG15777	-	-	fig|31899.10.peg.2074
TAG15778	-	-	fig|31899.10.peg.2079
TAG15779	-	-	fig|31899.10.peg.208
TAG15780	-	-	fig|31899.10.peg.2081
TAG15781	-	-	fig|31899.10.peg.2083
TAG15782	-	-	fig|31899.10.peg.2084
TAG15783	-	-	fig|31899.10.peg.2089
TAG15784	-	-	fig|31899.10.peg.2091
TAG15785	-	-	fig|31899.10.peg.2093
TAG15786	-	-	fig|31899.10.peg.2094
TAG15787	-	-	fig|31899.10.peg.2095
TAG15788	-	-	fig|31899.10.peg.2096
TAG15789	-	-	fig|31899.10.peg.20
TAG15790	-	-	fig|31899.10.peg.2100
TAG15791	-	-	fig|31899.10.peg.2101
TAG15792	-	-	fig|31899.10.peg.2102
TAG15793	-	-	fig|31899.10.peg.2104
TAG15794	-	-	fig|31899.10.peg.2105
TAG15795	-	-	fig|31899.10.peg.2111
TAG15796	-	-	fig|31899.10.peg.2112
TAG15797	-	-	fig|31899.10.peg.2113
TAG15798	-	-	fig|31899.10.peg.2114
TAG15799	-	-	fig|31899.10.peg.2118
TAG15800	-	-	fig|31899.10.peg.2119
TAG15801	-	-	fig|31899.10.peg.2120
TAG15802	-	-	fig|31899.10.peg.212
TAG15803	-	-	fig|31899.10.peg.2138
TAG15804	fig|1094508.3.peg.121	-	fig|31899.10.peg.2147
TAG15805	-	-	fig|31899.10.peg.214
TAG15806	-	-	fig|31899.10.peg.2160
TAG15807	-	-	fig|31899.10.peg.2165
TAG15808	-	-	fig|31899.10.peg.2169
TAG15809	-	-	fig|31899.10.peg.2170
TAG15810	-	-	fig|31899.10.peg.2171
TAG15811	-	-	fig|31899.10.peg.2172
TAG15812	-	-	fig|31899.10.peg.2174
TAG15813	-	-	fig|31899.10.peg.2192
TAG15814	-	-	fig|31899.10.peg.21
TAG15815	-	-	fig|31899.10.peg.223
TAG15816	-	-	fig|31899.10.peg.224
TAG15817	-	-	fig|31899.10.peg.225
TAG15818	fig|1094508.3.peg.1027	fig|203119.11.peg.3110	fig|31899.10.peg.2250
TAG15819	-	-	fig|31899.10.peg.2256
TAG15820	-	-	fig|31899.10.peg.226
TAG15821	-	-	fig|31899.10.peg.227
TAG15822	-	-	fig|31899.10.peg.228
TAG15823	-	-	fig|31899.10.peg.229
TAG15824	-	-	fig|31899.10.peg.22
TAG15825	-	-	fig|31899.10.peg.230
TAG15826	-	-	fig|31899.10.peg.2305
TAG15827	-	-	fig|31899.10.peg.231
TAG15828	-	-	fig|31899.10.peg.2329
TAG15829	-	-	fig|31899.10.peg.232
TAG15830	-	-	fig|31899.10.peg.2355
TAG15831	-	-	fig|31899.10.peg.2359
TAG15832	-	-	fig|31899.10.peg.2362
TAG15833	-	-	fig|31899.10.peg.2364
TAG15834	-	fig|203119.11.peg.1622	fig|31899.10.peg.2365
TAG15835	-	-	fig|31899.10.peg.2370
TAG15836	-	-	fig|31899.10.peg.2376
TAG15837	-	-	fig|31899.10.peg.2378
TAG15838	-	-	fig|31899.10.peg.2381
TAG15839	-	-	fig|31899.10.peg.2382
TAG15840	-	-	fig|31899.10.peg.2383
TAG15841	-	-	fig|31899.10.peg.2384
TAG15842	-	-	fig|31899.10.peg.2386
TAG15843	-	-	fig|31899.10.peg.2387
TAG15844	-	-	fig|31899.10.peg.239
TAG15845	-	-	fig|31899.10.peg.2399
TAG15846	-	-	fig|31899.10.peg.23
TAG15847	-	-	fig|31899.10.peg.24
TAG15848	-	-	fig|31899.10.peg.240
TAG15849	-	-	fig|31899.10.peg.2400
TAG15850	-	-	fig|31899.10.peg.2401
TAG15851	-	-	fig|31899.10.peg.2402
TAG15852	-	-	fig|31899.10.peg.2404
TAG15853	-	-	fig|31899.10.peg.241
TAG15854	-	-	fig|31899.10.peg.242
TAG15855	-	-	fig|31899.10.peg.2423
TAG15856	-	-	fig|31899.10.peg.2428
TAG15857	-	-	fig|31899.10.peg.2435
TAG15858	-	-	fig|31899.10.peg.2444
TAG15859	-	-	fig|31899.10.peg.2447
TAG15860	-	-	fig|31899.10.peg.2449
TAG15861	-	-	fig|31899.10.peg.245
TAG15862	-	-	fig|31899.10.peg.246
TAG15863	-	-	fig|31899.10.peg.247
TAG15864	-	-	fig|31899.10.peg.2481
TAG15865	-	-	fig|31899.10.peg.2482
TAG15866	-	-	fig|31899.10.peg.2484
TAG15867	-	-	fig|31899.10.peg.2485
TAG15868	-	-	fig|31899.10.peg.2486
TAG15869	-	-	fig|31899.10.peg.2488
TAG15870	-	-	fig|31899.10.peg.2489
TAG15871	-	-	fig|31899.10.peg.248
TAG15872	-	-	fig|31899.10.peg.249
TAG15873	-	-	fig|31899.10.peg.2491
TAG15874	-	-	fig|31899.10.peg.2495
TAG15875	-	-	fig|31899.10.peg.250
TAG15876	-	-	fig|31899.10.peg.2500
TAG15877	fig|1094508.3.peg.22	fig|203119.11.peg.391	fig|31899.10.peg.2504
TAG15878	-	-	fig|31899.10.peg.2508
TAG15879	-	-	fig|31899.10.peg.2509
TAG15880	-	-	fig|31899.10.peg.2510
TAG15881	-	-	fig|31899.10.peg.2511
TAG15882	-	-	"fig|31899.10.peg.2512
TAG15883	-	-	fig|31899.10.peg.2514
TAG15884	-	-	fig|31899.10.peg.2515
TAG15885	-	-	fig|31899.10.peg.2516
TAG15886	-	-	fig|31899.10.peg.2517
TAG15887	-	-	fig|31899.10.peg.2518
TAG15888	-	-	fig|31899.10.peg.2519
TAG15889	-	-	fig|31899.10.peg.251
TAG15890	-	-	fig|31899.10.peg.252
TAG15891	-	-	fig|31899.10.peg.2520
TAG15892	-	-	fig|31899.10.peg.2524
TAG15893	-	-	fig|31899.10.peg.2527
TAG15894	-	-	fig|31899.10.peg.2528
TAG15895	-	-	fig|31899.10.peg.2529
TAG15896	-	-	fig|31899.10.peg.253
TAG15897	-	-	fig|31899.10.peg.2531
TAG15898	-	-	fig|31899.10.peg.2532
TAG15899	-	-	fig|31899.10.peg.2533
TAG15900	-	-	fig|31899.10.peg.2536
TAG15901	-	-	fig|31899.10.peg.2537
TAG15902	-	-	fig|31899.10.peg.254
TAG15903	-	-	fig|31899.10.peg.2540
TAG15904	-	-	fig|31899.10.peg.2541
TAG15905	-	-	fig|31899.10.peg.2542
TAG15906	-	-	fig|31899.10.peg.2543
TAG15907	-	-	fig|31899.10.peg.2544
TAG15908	-	-	fig|31899.10.peg.2545
TAG15909	-	-	fig|31899.10.peg.2546
TAG15910	-	-	fig|31899.10.peg.2547
TAG15911	-	-	fig|31899.10.peg.2549
TAG15912	-	-	fig|31899.10.peg.255
TAG15913	-	fig|203119.11.peg.2844	fig|31899.10.peg.2550
TAG15914	-	-	fig|31899.10.peg.2551
TAG15915	-	-	fig|31899.10.peg.2552
TAG15916	-	-	fig|31899.10.peg.2554
TAG15917	-	-	fig|31899.10.peg.2555
TAG15918	-	-	fig|31899.10.peg.2556
