patric_id	NCBI new locus_tag	NCBI old locus_tag
fig|31899.10.peg.597	ATHE_RS00980	Athe_0200
fig|31899.10.peg.598	ATHE_RS00985	Athe_0201
fig|31899.10.peg.599	ATHE_RS00990	Athe_0202
fig|31899.10.peg.600	ATHE_RS00995	Athe_0203
fig|31899.10.peg.601	-	-
fig|31899.10.peg.602	ATHE_RS01000	Athe_0204
fig|31899.10.peg.603	ATHE_RS01005	Athe_0205
fig|31899.10.peg.604	ATHE_RS01010	Athe_0206
fig|31899.10.peg.605	ATHE_RS01015	Athe_0207
fig|31899.10.peg.606	-	-
fig|31899.10.peg.607	ATHE_RS01025	Athe_0209
fig|31899.10.peg.608	ATHE_RS01030	Athe_0210
fig|31899.10.peg.609	ATHE_RS01035	Athe_0211
fig|31899.10.peg.610	ATHE_RS01040	Athe_0212
fig|31899.10.peg.611	ATHE_RS01045	Athe_0213
fig|31899.10.peg.612	ATHE_RS01050	Athe_0214
fig|31899.10.peg.613	ATHE_RS01055	Athe_0215
fig|31899.10.peg.614	ATHE_RS01060	Athe_0216
fig|31899.10.peg.615	ATHE_RS01065	Athe_0217
fig|31899.10.peg.616	ATHE_RS01070	Athe_0218
fig|31899.10.peg.617	ATHE_RS01075	Athe_0219
fig|31899.10.peg.618	ATHE_RS01080	Athe_0220
fig|31899.10.peg.619	ATHE_RS01085	Athe_0221
fig|31899.10.peg.620	ATHE_RS01090	Athe_0222
fig|31899.10.peg.621	ATHE_RS01095	Athe_0223
fig|31899.10.peg.622	ATHE_RS01100	Athe_0224
fig|31899.10.peg.623	ATHE_RS01105	Athe_0225
fig|31899.10.peg.624	-	-
fig|31899.10.peg.625	ATHE_RS01115	Athe_0227
fig|31899.10.peg.626	-	-
fig|31899.10.repeat.70	-	-
fig|31899.10.peg.627	ATHE_RS01120	Athe_0228
fig|31899.10.peg.628	ATHE_RS01125	Athe_0229
fig|31899.10.peg.629	-	-
fig|31899.10.peg.630	ATHE_RS01135	Athe_0231
fig|31899.10.peg.631	ATHE_RS01140	Athe_0232
fig|31899.10.peg.632	ATHE_RS01145	Athe_0233
fig|31899.10.peg.633	ATHE_RS01150	Athe_0234
fig|31899.10.peg.634	ATHE_RS01155	Athe_0235
fig|31899.10.peg.635	ATHE_RS01160	Athe_0236
fig|31899.10.peg.636	ATHE_RS01165	Athe_0237
fig|31899.10.peg.637	ATHE_RS01170	Athe_0238
fig|31899.10.peg.638	ATHE_RS01175	Athe_0239
fig|31899.10.peg.639	ATHE_RS01180	Athe_0240
fig|31899.10.peg.640	-	-
fig|31899.10.peg.641	ATHE_RS01185	Athe_0242
fig|31899.10.peg.642	ATHE_RS01190	Athe_0243
fig|31899.10.peg.643	ATHE_RS01195	Athe_0244
fig|31899.10.peg.644	ATHE_RS01200	Athe_0245
fig|31899.10.peg.645	ATHE_RS01205	Athe_0246
fig|31899.10.peg.646	ATHE_RS01210	Athe_0247
fig|31899.10.peg.647	ATHE_RS01215	Athe_0248
fig|31899.10.peg.648	ATHE_RS01220	Athe_0249
fig|31899.10.peg.649	ATHE_RS01225	Athe_0250
fig|31899.10.repeat.71	-	-
fig|31899.10.repeat.72	-	-
fig|31899.10.peg.650	ATHE_RS01230	Athe_0251
fig|31899.10.peg.651	ATHE_RS01235	Athe_0252
fig|31899.10.peg.652	ATHE_RS01240	Athe_0253
fig|31899.10.peg.653	ATHE_RS01245	Athe_0254
fig|31899.10.peg.654	-	-
fig|31899.10.peg.655	-	-
fig|31899.10.peg.656	-	-
fig|31899.10.repeat.73	-	-
fig|31899.10.peg.657	ATHE_RS11550	Athe_2293
fig|31899.10.peg.658	ATHE_RS11545	Athe_2292
fig|31899.10.repeat.74	-	-
fig|31899.10.peg.659	-	-
fig|31899.10.peg.660	-	-
fig|31899.10.peg.661	-	-
fig|31899.10.peg.662	-	-
fig|31899.10.peg.663	-	-
fig|31899.10.peg.664	ATHE_RS01280	Athe_0263
fig|31899.10.peg.665	ATHE_RS01285	Athe_0264
fig|31899.10.repeat.75	-	-
fig|31899.10.peg.666	-	-
fig|31899.10.peg.667	ATHE_RS01295	Athe_0266
fig|31899.10.peg.668	ATHE_RS01300	NA
fig|31899.10.peg.669	ATHE_RS01305	Athe_0268
fig|31899.10.peg.670	-	-
fig|31899.10.peg.671	-	-
fig|31899.10.peg.672	ATHE_RS01310	Athe_0271
fig|31899.10.peg.673	ATHE_RS01315	Athe_0272
fig|31899.10.peg.674	ATHE_RS01320	Athe_0273
fig|31899.10.peg.675	ATHE_RS01325	Athe_0274
fig|31899.10.peg.676	ATHE_RS01330	Athe_0275
fig|31899.10.peg.677	-	-
fig|31899.10.repeat.76	-	-
fig|31899.10.peg.678	ATHE_RS01340	Athe_0277
fig|31899.10.peg.679	ATHE_RS01345	Athe_0278
fig|31899.10.peg.680	ATHE_RS01350	Athe_0279
fig|31899.10.peg.681	ATHE_RS01355	Athe_0280
fig|31899.10.peg.682	-	-
fig|31899.10.peg.683	-	-
fig|31899.10.repeat.77	-	-
fig|31899.10.peg.684	-	-
fig|31899.10.repeat.78	-	-
fig|31899.10.peg.685	-	-
fig|31899.10.peg.686	-	-
fig|31899.10.peg.687	-	-
fig|31899.10.peg.688	-	-
fig|31899.10.peg.689	-	-
fig|31899.10.repeat.79	-	-
fig|31899.10.peg.690	-	-
fig|31899.10.peg.691	ATHE_RS01385	Athe_0285
fig|31899.10.peg.692	-	-
fig|31899.10.repeat.80	-	-
fig|31899.10.peg.693	-	-
fig|31899.10.peg.694	-	-
fig|31899.10.peg.695	-	-
fig|31899.10.peg.696	ATHE_RS01400	Athe_0289
fig|31899.10.peg.697	ATHE_RS01405	Athe_0290
fig|31899.10.repeat.81	-	-
fig|31899.10.peg.698	-	-
fig|31899.10.peg.699	ATHE_RS01415	NA
fig|31899.10.peg.700	-	-
fig|31899.10.peg.701	-	-
fig|31899.10.repeat.82	-	-
fig|31899.10.peg.702	-	-
fig|31899.10.peg.703	-	-
fig|31899.10.peg.704	-	-
fig|31899.10.peg.705	-	-
fig|31899.10.peg.706	-	-
fig|31899.10.peg.707	ATHE_RS01440	Athe_0296
fig|31899.10.peg.708	ATHE_RS01445	Athe_0297
fig|31899.10.repeat.83	-	-
fig|31899.10.peg.709	-	-
fig|31899.10.repeat.84	-	-
fig|31899.10.peg.710	ATHE_RS01455	Athe_0299
fig|31899.10.peg.711	ATHE_RS01460	Athe_0300
fig|31899.10.peg.712	-	-
fig|31899.10.peg.713	ATHE_RS01470	Athe_0302
fig|31899.10.peg.714	-	-
fig|31899.10.peg.715	ATHE_RS01480	Athe_0304
fig|31899.10.peg.716	ATHE_RS01485	Athe_0305
fig|31899.10.peg.717	ATHE_RS01490	Athe_0306
fig|31899.10.peg.718	ATHE_RS01495	Athe_0307
fig|31899.10.peg.719	ATHE_RS01500	Athe_0308
fig|31899.10.peg.720	ATHE_RS01505	Athe_0309
fig|31899.10.peg.721	ATHE_RS01510	Athe_0310
fig|31899.10.peg.722	ATHE_RS01515	Athe_0311
fig|31899.10.peg.723	ATHE_RS01520	Athe_0312
fig|31899.10.peg.724	ATHE_RS01525	Athe_0313
fig|31899.10.peg.725	ATHE_RS01530	Athe_0314
fig|31899.10.peg.726	ATHE_RS01535	Athe_0315
fig|31899.10.peg.727	ATHE_RS01540	Athe_0316
fig|31899.10.peg.728	ATHE_RS01545	Athe_0317
fig|31899.10.peg.729	ATHE_RS01550	Athe_0318
fig|31899.10.peg.730	ATHE_RS01555	Athe_0319
fig|31899.10.peg.731	ATHE_RS01560	Athe_0320
fig|31899.10.peg.732	ATHE_RS01565	Athe_0321
fig|31899.10.peg.733	ATHE_RS01570	Athe_0322
fig|31899.10.peg.734	ATHE_RS01575	Athe_0323
fig|31899.10.peg.735	ATHE_RS01580	Athe_0324
fig|31899.10.peg.736	ATHE_RS01585	Athe_0325
fig|31899.10.peg.737	-	-
fig|31899.10.repeat.85	-	-
fig|31899.10.repeat.86	-	-
fig|31899.10.peg.738	ATHE_RS01590	Athe_0327
fig|31899.10.peg.739	ATHE_RS01595	Athe_0328
fig|31899.10.peg.740	ATHE_RS01600	Athe_0329
fig|31899.10.peg.741	ATHE_RS01605	Athe_0330
fig|31899.10.peg.742	ATHE_RS14060	Athe_0331
fig|31899.10.peg.743	-	-
fig|31899.10.peg.744	-	-
fig|31899.10.repeat.87	-	-
fig|31899.10.repeat.88	-	-
fig|31899.10.peg.745	-	-
fig|31899.10.repeat.89	-	-
fig|31899.10.peg.746	-	-
fig|31899.10.peg.747	-	-
fig|31899.10.repeat.90	-	-
fig|31899.10.peg.748	ATHE_RS01635	Athe_0336
fig|31899.10.peg.749	-	-
fig|31899.10.peg.750	ATHE_RS01645	Athe_0339
fig|31899.10.peg.751	ATHE_RS01650	Athe_0340
fig|31899.10.peg.752	ATHE_RS01655	Athe_0341
fig|31899.10.peg.753	ATHE_RS01660	Athe_0342
fig|31899.10.peg.754	ATHE_RS01665	Athe_0343
fig|31899.10.peg.755	ATHE_RS01670	Athe_0344
fig|31899.10.peg.756	ATHE_RS01675	Athe_0345
fig|31899.10.peg.757	-	-
fig|31899.10.repeat.91	-	-
fig|31899.10.repeat.92	-	-
fig|31899.10.peg.758	ATHE_RS01685	Athe_0347
fig|31899.10.repeat.93	-	-
fig|31899.10.peg.759	ATHE_RS01690	Athe_0348
fig|31899.10.peg.760	ATHE_RS01695	Athe_0349
fig|31899.10.peg.761	ATHE_RS01700	Athe_0350
fig|31899.10.peg.762	ATHE_RS14185	Athe_0351
fig|31899.10.repeat.94	-	-
fig|31899.10.peg.763	ATHE_RS01710	Athe_0352
fig|31899.10.repeat.95	-	-
fig|31899.10.peg.764	-	-
fig|31899.10.peg.765	-	-
fig|31899.10.peg.766	ATHE_RS01720	Athe_0354
fig|31899.10.peg.767	-	-
fig|31899.10.repeat.96	-	-
fig|31899.10.peg.768	-	-
fig|31899.10.peg.769	-	-
fig|31899.10.peg.770	-	-
fig|31899.10.peg.771	ATHE_RS01740	Athe_0359
fig|31899.10.peg.772	ATHE_RS01745	Athe_0360
fig|31899.10.peg.773	ATHE_RS01750	Athe_0361
fig|31899.10.peg.774	ATHE_RS01755	Athe_0362
fig|31899.10.peg.775	-	-
fig|31899.10.peg.776	ATHE_RS01765	Athe_0364
fig|31899.10.peg.777	-	-
fig|31899.10.peg.778	ATHE_RS01775	Athe_0366
fig|31899.10.peg.779	-	-
fig|31899.10.peg.780	ATHE_RS01780	Athe_0367
fig|31899.10.peg.781	ATHE_RS01785	Athe_0368
fig|31899.10.peg.782	ATHE_RS01790	Athe_0369
fig|31899.10.peg.783	ATHE_RS01795	Athe_0370
fig|31899.10.peg.784	ATHE_RS01800	Athe_0371
fig|31899.10.peg.785	ATHE_RS01805	Athe_0372
fig|31899.10.peg.786	ATHE_RS01810	Athe_0373
fig|31899.10.peg.787	-	-
fig|31899.10.peg.788	-	-
fig|31899.10.peg.789	-	-
fig|31899.10.peg.790	ATHE_RS14070	Athe_0375
fig|31899.10.peg.791	ATHE_RS01830	Athe_0376
fig|31899.10.peg.792	ATHE_RS01835	Athe_0377
fig|31899.10.peg.793	ATHE_RS01840	Athe_0378
fig|31899.10.peg.794	-	-
fig|31899.10.repeat.97	-	-
fig|31899.10.peg.795	-	-
fig|31899.10.peg.796	ATHE_RS01855	Athe_0381
fig|31899.10.peg.797	ATHE_RS01860	Athe_0382
fig|31899.10.peg.798	ATHE_RS01865	Athe_0383
fig|31899.10.peg.799	ATHE_RS01870	Athe_0384
fig|31899.10.peg.800	-	-
fig|31899.10.peg.801	-	-
fig|31899.10.peg.802	ATHE_RS01880	Athe_0387
fig|31899.10.peg.803	ATHE_RS01885	Athe_0388
fig|31899.10.peg.804	-	-
fig|31899.10.peg.805	ATHE_RS01895	Athe_0390
fig|31899.10.peg.806	ATHE_RS01900	Athe_0391
fig|31899.10.peg.807	-	-
fig|31899.10.peg.808	ATHE_RS01910	Athe_0393
fig|31899.10.peg.809	ATHE_RS01915	Athe_0394
fig|31899.10.peg.810	ATHE_RS01920	Athe_0395
fig|31899.10.peg.811	ATHE_RS01925	Athe_0396
fig|31899.10.repeat.98	-	-
fig|31899.10.rna.13	-	-
fig|31899.10.rna.14	-	-
fig|31899.10.rna.15	-	-
fig|31899.10.rna.16	-	-
fig|31899.10.rna.17	-	-
fig|31899.10.peg.812	ATHE_RS01955	Athe_0397
fig|31899.10.peg.813	ATHE_RS01960	Athe_0398
fig|31899.10.peg.814	ATHE_RS01965	Athe_0399
fig|31899.10.peg.815	ATHE_RS01970	Athe_0400
fig|31899.10.peg.816	ATHE_RS01975	Athe_0401
fig|31899.10.peg.817	ATHE_RS01980	Athe_0402
fig|31899.10.peg.818	ATHE_RS01985	Athe_0403
fig|31899.10.repeat.99	-	-
fig|31899.10.peg.819	-	-
fig|31899.10.repeat.100	-	-
fig|31899.10.peg.820	-	-
fig|31899.10.peg.821	ATHE_RS01995	Athe_0406
fig|31899.10.peg.822	ATHE_RS02000	Athe_0407
fig|31899.10.peg.823	-	-
fig|31899.10.peg.824	-	-
fig|31899.10.peg.825	-	-
fig|31899.10.repeat.101	-	-
fig|31899.10.repeat.102	-	-
fig|31899.10.peg.826	ATHE_RS02015	Athe_0411
fig|31899.10.peg.827	-	-
fig|31899.10.peg.828	-	-
fig|31899.10.repeat.103	-	-
fig|31899.10.repeat.104	-	-
fig|31899.10.peg.829	ATHE_RS02025	Athe_0413
fig|31899.10.repeat.105	-	-
fig|31899.10.peg.830	-	-
fig|31899.10.peg.831	-	-
fig|31899.10.peg.832	-	-
fig|31899.10.repeat.106	-	-
fig|31899.10.peg.833	-	-
fig|31899.10.repeat.107	-	-
fig|31899.10.peg.834	-	-
fig|31899.10.peg.835	ATHE_RS02045	Athe_0416
fig|31899.10.peg.836	ATHE_RS02050	Athe_0417
fig|31899.10.peg.837	ATHE_RS02055	Athe_0418
fig|31899.10.peg.838	ATHE_RS02060	Athe_0419
fig|31899.10.peg.839	ATHE_RS02065	Athe_0420
fig|31899.10.peg.840	-	-
fig|31899.10.peg.841	ATHE_RS02075	Athe_0422
fig|31899.10.peg.842	-	-
fig|31899.10.peg.843	ATHE_RS02080	Athe_0423
fig|31899.10.peg.844	ATHE_RS02085	Athe_0424
fig|31899.10.peg.845	-	-
fig|31899.10.peg.846	ATHE_RS02095	Athe_0426
fig|31899.10.peg.847	ATHE_RS02100	Athe_0427
fig|31899.10.peg.848	ATHE_RS02105	Athe_0428
fig|31899.10.peg.849	ATHE_RS02110	Athe_0429
fig|31899.10.peg.850	-	-
fig|31899.10.peg.851	ATHE_RS02120	Athe_0431
fig|31899.10.peg.852	ATHE_RS02125	Athe_0432
fig|31899.10.peg.853	ATHE_RS02130	Athe_0433
fig|31899.10.peg.854	ATHE_RS02135	Athe_0434
fig|31899.10.peg.855	ATHE_RS02140	Athe_0435
fig|31899.10.peg.856	ATHE_RS02145	Athe_0436
fig|31899.10.peg.857	ATHE_RS02150	Athe_0437
fig|31899.10.peg.858	ATHE_RS02155	Athe_0438
fig|31899.10.peg.859	ATHE_RS02160	Athe_0439
fig|31899.10.peg.860	ATHE_RS02165	Athe_0440
fig|31899.10.peg.861	ATHE_RS02170	Athe_0441
fig|31899.10.peg.862	ATHE_RS02175	Athe_0442
fig|31899.10.peg.863	ATHE_RS02180	Athe_0443
fig|31899.10.peg.864	ATHE_RS02185	Athe_0444
fig|31899.10.peg.865	ATHE_RS02190	Athe_0445
fig|31899.10.peg.866	ATHE_RS02195	Athe_0446
fig|31899.10.peg.867	ATHE_RS02200	Athe_0447
fig|31899.10.peg.868	ATHE_RS02205	Athe_0448
fig|31899.10.peg.869	ATHE_RS02210	Athe_0449
fig|31899.10.rna.18	-	-
fig|31899.10.peg.870	ATHE_RS02220	Athe_0450
fig|31899.10.peg.871	ATHE_RS02225	Athe_0451
fig|31899.10.peg.872	ATHE_RS02230	Athe_0452
fig|31899.10.peg.873	ATHE_RS02235	Athe_0453
fig|31899.10.peg.874	ATHE_RS02240	Athe_0454
fig|31899.10.peg.875	ATHE_RS02245	Athe_0455
fig|31899.10.peg.876	ATHE_RS02250	Athe_0456
fig|31899.10.peg.877	ATHE_RS02255	Athe_0457
fig|31899.10.peg.878	ATHE_RS02260	Athe_0458
fig|31899.10.peg.879	ATHE_RS02265	Athe_0459
fig|31899.10.peg.880	ATHE_RS02270	Athe_0460
fig|31899.10.peg.881	ATHE_RS02275	Athe_0461
fig|31899.10.peg.882	ATHE_RS02280	Athe_0462
fig|31899.10.rna.19	-	-
fig|31899.10.peg.883	ATHE_RS02285	Athe_0463
fig|31899.10.peg.884	ATHE_RS02290	Athe_0464
fig|31899.10.peg.885	ATHE_RS02295	Athe_0465
fig|31899.10.peg.886	ATHE_RS02300	Athe_0466
fig|31899.10.peg.887	ATHE_RS02305	Athe_0467
fig|31899.10.peg.888	ATHE_RS02310	Athe_0468
fig|31899.10.peg.889	ATHE_RS02315	Athe_0469
fig|31899.10.peg.890	ATHE_RS02320	Athe_0470
fig|31899.10.peg.891	-	-
fig|31899.10.peg.892	-	-
fig|31899.10.peg.893	ATHE_RS02330	Athe_0472
fig|31899.10.peg.894	ATHE_RS02335	Athe_0473
fig|31899.10.peg.895	ATHE_RS02340	Athe_0474
fig|31899.10.peg.896	-	-
fig|31899.10.peg.897	-	-
fig|31899.10.peg.898	ATHE_RS02350	Athe_0476
fig|31899.10.peg.899	ATHE_RS02355	Athe_0477
fig|31899.10.peg.900	ATHE_RS02360	Athe_0478
fig|31899.10.repeat.108	-	-
fig|31899.10.repeat.109	-	-
fig|31899.10.peg.901	-	-
fig|31899.10.peg.902	ATHE_RS02365	Athe_0479
fig|31899.10.repeat.110	-	-
fig|31899.10.peg.903	-	-
fig|31899.10.peg.904	-	-
fig|31899.10.peg.905	-	-
fig|31899.10.repeat.111	-	-
fig|31899.10.peg.906	ATHE_RS02375	Athe_0481
fig|31899.10.peg.907	-	-
fig|31899.10.peg.908	-	-
fig|31899.10.repeat.112	-	-
fig|31899.10.repeat.113	-	-
fig|31899.10.peg.909	ATHE_RS02385	Athe_0483
fig|31899.10.repeat.114	-	-
fig|31899.10.peg.910	-	-
fig|31899.10.peg.911	-	-
fig|31899.10.peg.912	-	-
fig|31899.10.repeat.115	-	-
fig|31899.10.peg.913	-	-
fig|31899.10.peg.914	ATHE_RS02400	Athe_0486
fig|31899.10.peg.915	-	-
fig|31899.10.peg.916	-	-
fig|31899.10.peg.917	ATHE_RS02410	NA
fig|31899.10.repeat.116	-	-
fig|31899.10.peg.918	-	-
fig|31899.10.peg.919	ATHE_RS02420	Athe_0490
fig|31899.10.peg.920	-	-
fig|31899.10.peg.921	-	-
fig|31899.10.peg.922	ATHE_RS02430	Athe_0492
fig|31899.10.peg.923	-	-
fig|31899.10.repeat.117	-	-
fig|31899.10.repeat.118	-	-
fig|31899.10.repeat.119	-	-
fig|31899.10.peg.924	-	-
fig|31899.10.peg.925	-	-
fig|31899.10.peg.926	ATHE_RS02455	Athe_0496
fig|31899.10.peg.927	ATHE_RS02460	Athe_0497
fig|31899.10.peg.928	ATHE_RS02465	Athe_0498
fig|31899.10.peg.929	-	-
fig|31899.10.repeat.120	-	-
fig|31899.10.repeat.121	-	-
fig|31899.10.peg.930	ATHE_RS02470	Athe_0499
fig|31899.10.peg.931	ATHE_RS02475	Athe_0500
fig|31899.10.peg.932	ATHE_RS02480	Athe_0501
fig|31899.10.peg.933	ATHE_RS02485	Athe_0502
fig|31899.10.peg.934	ATHE_RS02490	Athe_0503
fig|31899.10.peg.935	ATHE_RS02495	Athe_0504
fig|31899.10.peg.936	ATHE_RS02500	Athe_0505
fig|31899.10.peg.937	-	-
fig|31899.10.peg.938	-	-
fig|31899.10.peg.939	ATHE_RS02510	Athe_0508
fig|31899.10.peg.940	ATHE_RS02515	Athe_0509
fig|31899.10.peg.941	ATHE_RS02520	Athe_0510
fig|31899.10.peg.942	-	-
fig|31899.10.peg.943	ATHE_RS02535	Athe_0513
fig|31899.10.peg.944	ATHE_RS02540	Athe_0514
fig|31899.10.peg.945	ATHE_RS02545	Athe_0515
fig|31899.10.peg.946	ATHE_RS02550	Athe_0516
fig|31899.10.peg.947	ATHE_RS02555	Athe_0517
fig|31899.10.peg.948	-	-
fig|31899.10.peg.949	ATHE_RS02560	Athe_0518
fig|31899.10.peg.950	ATHE_RS02565	Athe_0519
fig|31899.10.peg.951	ATHE_RS02570	Athe_0520
fig|31899.10.peg.952	-	-
fig|31899.10.repeat.122	-	-
fig|31899.10.peg.953	-	-
fig|31899.10.repeat.123	-	-
fig|31899.10.peg.954	ATHE_RS02585	Athe_0523
fig|31899.10.peg.955	ATHE_RS02590	Athe_0524
fig|31899.10.peg.956	ATHE_RS02595	Athe_0525
fig|31899.10.peg.957	ATHE_RS02600	Athe_0526
fig|31899.10.peg.958	ATHE_RS02605	Athe_0527
fig|31899.10.peg.959	ATHE_RS02610	Athe_0528
fig|31899.10.rna.20	-	-
fig|31899.10.peg.960	ATHE_RS02615	Athe_0529
fig|31899.10.peg.961	ATHE_RS02620	Athe_0530
fig|31899.10.peg.962	ATHE_RS02625	Athe_0531
fig|31899.10.peg.963	ATHE_RS02630	Athe_0532
fig|31899.10.peg.964	-	-
fig|31899.10.peg.965	ATHE_RS02640	Athe_0534
fig|31899.10.peg.966	ATHE_RS02645	Athe_0535
fig|31899.10.peg.967	ATHE_RS02650	Athe_0536
fig|31899.10.peg.968	ATHE_RS02655	Athe_0537
fig|31899.10.rna.21	-	-
fig|31899.10.peg.969	ATHE_RS02665	Athe_0538
fig|31899.10.peg.970	ATHE_RS02670	Athe_0539
fig|31899.10.peg.971	ATHE_RS02675	Athe_0540
fig|31899.10.peg.972	-	-
fig|31899.10.peg.973	ATHE_RS02685	Athe_0542
fig|31899.10.peg.974	ATHE_RS02690	Athe_0543
fig|31899.10.peg.975	ATHE_RS02695	Athe_0544
fig|31899.10.peg.976	ATHE_RS02700	Athe_0545
fig|31899.10.peg.977	ATHE_RS02705	Athe_0546
fig|31899.10.peg.978	ATHE_RS02710	Athe_0547
fig|31899.10.peg.979	ATHE_RS02715	Athe_0548
fig|31899.10.peg.980	-	-
fig|31899.10.peg.981	-	-
fig|31899.10.peg.982	ATHE_RS02725	Athe_0550
fig|31899.10.peg.983	ATHE_RS02730	Athe_0551
fig|31899.10.peg.984	ATHE_RS02735	Athe_0552
fig|31899.10.peg.985	ATHE_RS02740	Athe_0553
fig|31899.10.peg.986	ATHE_RS02745	Athe_0554
fig|31899.10.peg.987	ATHE_RS02750	Athe_0555
fig|31899.10.peg.988	ATHE_RS02755	Athe_0556
fig|31899.10.peg.989	ATHE_RS02760	Athe_0557
fig|31899.10.peg.990	ATHE_RS02765	Athe_0558
fig|31899.10.peg.991	ATHE_RS02770	Athe_0559
fig|31899.10.peg.992	ATHE_RS02775	Athe_0560
fig|31899.10.peg.993	ATHE_RS02780	Athe_0561
fig|31899.10.peg.994	ATHE_RS02785	Athe_0562
fig|31899.10.peg.995	ATHE_RS02790	Athe_0563
fig|31899.10.peg.996	ATHE_RS02795	Athe_0564
fig|31899.10.peg.997	-	-
fig|31899.10.peg.998	ATHE_RS02805	Athe_0565
fig|31899.10.peg.999	ATHE_RS02810	Athe_0566
fig|31899.10.peg.1000	ATHE_RS02815	Athe_0567
fig|31899.10.peg.1001	ATHE_RS02820	Athe_0568
fig|31899.10.peg.1002	ATHE_RS02825	Athe_0569
fig|31899.10.peg.1003	ATHE_RS02830	Athe_0570
fig|31899.10.peg.1004	-	-
fig|31899.10.peg.1005	ATHE_RS02840	Athe_0572
fig|31899.10.peg.1006	ATHE_RS02845	Athe_0573
fig|31899.10.peg.1007	ATHE_RS02850	Athe_0574
fig|31899.10.peg.1008	ATHE_RS02855	Athe_0575
fig|31899.10.peg.1009	ATHE_RS02860	Athe_0576
fig|31899.10.peg.1010	ATHE_RS02865	Athe_0577
fig|31899.10.peg.1011	ATHE_RS02870	Athe_0578
fig|31899.10.peg.1012	ATHE_RS02875	Athe_0579
fig|31899.10.peg.1013	ATHE_RS02880	Athe_0580
fig|31899.10.peg.1014	-	-
fig|31899.10.peg.1015	ATHE_RS02890	Athe_0582
fig|31899.10.peg.1016	ATHE_RS02895	Athe_0583
fig|31899.10.peg.1017	ATHE_RS02900	Athe_0584
fig|31899.10.peg.1018	ATHE_RS02905	Athe_0585
fig|31899.10.peg.1019	ATHE_RS02910	Athe_0586
fig|31899.10.peg.1020	ATHE_RS02915	Athe_0587
fig|31899.10.peg.1021	ATHE_RS02920	Athe_0588
fig|31899.10.peg.1022	-	-
fig|31899.10.peg.1023	ATHE_RS02930	Athe_0590
fig|31899.10.peg.1024	ATHE_RS02935	Athe_0591
fig|31899.10.peg.1025	ATHE_RS02940	Athe_0592
fig|31899.10.peg.1026	ATHE_RS02945	Athe_0593
fig|31899.10.peg.1027	ATHE_RS02950	Athe_0594
fig|31899.10.peg.1028	-	-
fig|31899.10.peg.1029	ATHE_RS02955	Athe_0595
fig|31899.10.peg.1030	ATHE_RS02960	Athe_0596
fig|31899.10.peg.1031	ATHE_RS02965	Athe_0597
fig|31899.10.peg.1032	ATHE_RS02970	Athe_0598
fig|31899.10.peg.1033	ATHE_RS02975	Athe_0599
fig|31899.10.peg.1034	ATHE_RS02980	Athe_0600
fig|31899.10.peg.1035	ATHE_RS02985	Athe_0601
fig|31899.10.peg.1036	ATHE_RS02990	Athe_0602
fig|31899.10.peg.1037	ATHE_RS02995	Athe_0603
fig|31899.10.peg.1038	ATHE_RS03000	Athe_0604
fig|31899.10.peg.1039	ATHE_RS03005	Athe_0605
fig|31899.10.repeat.124	-	-
fig|31899.10.peg.1040	-	-
fig|31899.10.peg.1041	-	-
fig|31899.10.peg.1042	-	-
fig|31899.10.peg.1043	ATHE_RS03020	Athe_0608
fig|31899.10.peg.1044	-	-
fig|31899.10.peg.1045	ATHE_RS03030	Athe_0609
fig|31899.10.peg.1046	ATHE_RS03035	Athe_0610
fig|31899.10.repeat.125	-	-
fig|31899.10.peg.1047	-	-
fig|31899.10.peg.1048	-	-
fig|31899.10.peg.1049	-	-
fig|31899.10.repeat.126	-	-
fig|31899.10.peg.1050	-	-
fig|31899.10.peg.1051	ATHE_RS03050	Athe_0612
fig|31899.10.peg.1052	ATHE_RS03055	Athe_0613
fig|31899.10.peg.1053	ATHE_RS03060	Athe_0614
fig|31899.10.peg.1054	ATHE_RS03065	Athe_0615
fig|31899.10.peg.1055	ATHE_RS03070	Athe_0616
fig|31899.10.peg.1056	ATHE_RS03075	Athe_0617
fig|31899.10.peg.1057	ATHE_RS03080	Athe_0618
fig|31899.10.peg.1058	-	-
fig|31899.10.peg.1059	ATHE_RS03085	Athe_0619
fig|31899.10.peg.1060	ATHE_RS03090	Athe_0620
fig|31899.10.peg.1061	ATHE_RS03095	Athe_0621
fig|31899.10.peg.1062	ATHE_RS14235	Athe_0622
fig|31899.10.peg.1063	-	-
fig|31899.10.peg.1064	ATHE_RS03100	Athe_0623
fig|31899.10.peg.1065	ATHE_RS03105	Athe_0624
fig|31899.10.peg.1066	ATHE_RS03110	Athe_0625
fig|31899.10.peg.1067	ATHE_RS03115	Athe_0626
fig|31899.10.peg.1068	ATHE_RS03120	Athe_0627
fig|31899.10.peg.1069	ATHE_RS03125	Athe_0628
fig|31899.10.peg.1070	ATHE_RS03130	Athe_0629
fig|31899.10.peg.1071	ATHE_RS03135	Athe_0630
fig|31899.10.peg.1072	ATHE_RS03140	Athe_0631
fig|31899.10.peg.1073	ATHE_RS03145	Athe_0632
fig|31899.10.peg.1074	ATHE_RS03150	Athe_0633
fig|31899.10.peg.1075	ATHE_RS03155	Athe_0634
fig|31899.10.peg.1076	ATHE_RS03160	Athe_0635
fig|31899.10.peg.1077	-	-
