TAG	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG3190	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1749	fig|1214564.3.peg.1634	fig|1387555.3.peg.1791	fig|1387557.3.peg.1902	fig|31899.10.peg.2160|SAMN05216182_1940	fig|351627.8.peg.1869|Csac_1701	fig|608506.3.peg.1017|COB47_0933	fig|632292.3.peg.1183|Calhy_1103	fig|632335.8.peg.1797|Calkr_1663	fig|632348.3.peg.1137|Calkro_1074	fig|632516.3.peg.1688|CallaDRAFT_1623	fig|632518.3.peg.1483|Calow_1396
TAG3191	31899.10;351627.8;608506.3;632348.3	-	-	-	-	fig|31899.10.peg.2164|SAMN05216182_1944	fig|351627.8.peg.1864|Csac_1696	fig|608506.3.peg.1013|COB47_0929	-	-	fig|632348.3.peg.1132|Calkro_1069	-	-
TAG3192	31899.1	-	-	-	-	fig|31899.10.peg.2165|SAMN05216182_1945	-	-	-	-	-	-	-
TAG3193	1121259.3;31899.10;632348.3	fig|1121259.3.peg.1741	-	-	-	fig|31899.10.peg.2169|SAMN05216182_1949	-	-	-	-	fig|632348.3.peg.1128	-	-
TAG3194	1121259.3;31899.10	fig|1121259.3.peg.1740	-	-	-	fig|31899.10.peg.2170|SAMN05216182_1950	-	-	-	-	-	-	-
TAG3195	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2171|SAMN05216182_1951	-	-	-	-	fig|632348.3.peg.1189|Calkro_1121	-	-
TAG3196	31899.1	-	-	-	-	fig|31899.10.peg.2172|SAMN05216182_1952	-	-	-	-	-	-	-
TAG3197	1121259.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1722	-	fig|1387555.3.peg.1807	fig|1387557.3.peg.1921	fig|31899.10.peg.2173|SAMN05216182_1953	fig|351627.8.peg.1848|Csac_1680	fig|608506.3.peg.1000|COB47_0918	fig|632292.3.peg.1164|Calhy_1083	fig|632335.8.peg.1811|Calkr_1677	fig|632348.3.peg.1113|Calkro_1051	fig|632516.3.peg.1821|CallaDRAFT_1753	fig|632518.3.peg.1495|Calow_1407
TAG3198	1121259.3;31899.10	fig|1121259.3.peg.1721	-	-	-	fig|31899.10.peg.2174|SAMN05216182_1954	-	-	-	-	-	-	-
TAG3199	1214564.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3	-	fig|1214564.3.peg.2432	-	-	fig|31899.10.peg.217|SAMN05216182_0137	fig|351627.8.peg.78|Csac_0064	-	fig|632292.3.peg.2675|Calhy_2543	fig|632335.8.peg.2757|Calkr_2532	fig|632348.3.peg.2626|Calkro_2487	fig|632516.3.peg.805|CallaDRAFT_0773	-
TAG3200	31899.1	-	-	-	-	fig|31899.10.peg.2192|SAMN05216182_1973	-	-	-	-	-	-	-
TAG3201	31899.1	-	-	-	-	fig|31899.10.peg.21|SAMN05216182_2867	-	-	-	-	-	-	-
TAG3202	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1682	fig|1214564.3.peg.715	-	fig|1387557.3.peg.1967	fig|31899.10.peg.2215|SAMN05216182_1997	fig|351627.8.peg.2428|Csac_2246	fig|608506.3.peg.959|COB47_0879	fig|632292.3.peg.1123|Calhy_1045	fig|632335.8.peg.1855|Calkr_1720	fig|632348.3.peg.1071|Calkro_1009	fig|632516.3.peg.2027|CallaDRAFT_1957	fig|632518.3.peg.1539|Calow_1448
TAG3203	31899.1	-	-	-	-	fig|31899.10.peg.224	-	-	-	-	-	-	-
TAG3204	31899.1	-	-	-	-	fig|31899.10.peg.225	-	-	-	-	-	-	-
TAG3205	1121259.3;1387557.3;31899.10;608506.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.604	-	-	fig|1387557.3.peg.2021	fig|31899.10.peg.2256	-	fig|608506.3.peg.916	-	fig|632335.8.peg.1898	fig|632348.3.peg.1027	-	fig|632518.3.peg.1580
TAG3206	31899.1	-	-	-	-	fig|31899.10.peg.226	-	-	-	-	-	-	-
TAG3207	31899.1	-	-	-	-	fig|31899.10.peg.227	-	-	-	-	-	-	-
TAG3208	31899.1	-	-	-	-	fig|31899.10.peg.228	-	-	-	-	-	-	-
TAG3209	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.642	fig|1214564.3.peg.399	fig|1387555.3.peg.1112	fig|1387557.3.peg.2057	fig|31899.10.peg.2289|SAMN05216182_2077	fig|351627.8.peg.2505|Csac_2320	fig|608506.3.peg.1707|COB47_1591	fig|632292.3.peg.1042|Calhy_0968	fig|632335.8.peg.998|Calkr_0894	fig|632348.3.peg.994|Calkro_0935	-	fig|632518.3.peg.1616|Calow_1521
TAG3210	31899.1	-	-	-	-	fig|31899.10.peg.229	-	-	-	-	-	-	-
TAG3211	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.643	fig|1214564.3.peg.398	-	fig|1387557.3.peg.2058	fig|31899.10.peg.2290|SAMN05216182_2078	fig|351627.8.peg.2506|Csac_2321	fig|608506.3.peg.1708|COB47_1592	fig|632292.3.peg.1041|Calhy_0967	fig|632335.8.peg.997|Calkr_0893	fig|632348.3.peg.993|Calkro_0934	-	fig|632518.3.peg.1617|Calow_1522
TAG3212	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.645	fig|1214564.3.peg.396	-	fig|1387557.3.peg.2060	fig|31899.10.peg.2292|SAMN05216182_2080	fig|351627.8.peg.2509|Csac_2324	fig|608506.3.peg.1710|COB47_1594	fig|632292.3.peg.1039|Calhy_0965	fig|632335.8.peg.995|Calkr_0891	fig|632348.3.peg.991|Calkro_0932	-	fig|632518.3.peg.1619|Calow_1524
TAG3213	31899.1	-	-	-	-	fig|31899.10.peg.22|SAMN05216182_2868	-	-	-	-	-	-	-
TAG3214	31899.1	-	-	-	-	fig|31899.10.peg.230	-	-	-	-	-	-	-
TAG3215	31899.10;632292.3;632348.3	-	-	-	-	fig|31899.10.peg.2305	-	-	fig|632292.3.peg.1026	-	fig|632348.3.peg.978	-	-
TAG3216	31899.1	-	-	-	-	fig|31899.10.peg.231|SAMN05216182_0142	-	-	-	-	-	-	-
TAG3217	31899.1	-	-	-	-	fig|31899.10.peg.2329|SAMN05216182_2116	-	-	-	-	-	-	-
TAG3218	31899.1	-	-	-	-	fig|31899.10.peg.232|SAMN05216182_0143	-	-	-	-	-	-	-
TAG3219	31899.1	-	-	-	-	fig|31899.10.peg.2355	-	-	-	-	-	-	-
TAG3220	1214564.3;31899.10	-	fig|1214564.3.peg.2412	-	-	fig|31899.10.peg.2358	-	-	-	-	-	-	-
TAG3221	31899.1	-	-	-	-	fig|31899.10.peg.2359	-	-	-	-	-	-	-
TAG3222	31899.1	-	-	-	-	fig|31899.10.peg.2362	-	-	-	-	-	-	-
TAG3223	31899.1	-	-	-	-	fig|31899.10.peg.2364	-	-	-	-	-	-	-
TAG3224	31899.10;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.2365	-	-	-	fig|632335.8.peg.2540	-	fig|632516.3.peg.2631|CallaDRAFT_2543	-
TAG3225	1387557.3;31899.10;608506.3;632348.3	-	-	-	fig|1387557.3.peg.2134	fig|31899.10.peg.2370|SAMN05216182_2154	-	fig|608506.3.peg.1783|COB47_1664	-	-	fig|632348.3.peg.915|Calkro_0861	-	-
TAG3226	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2376|SAMN05216182_2160	-	-	-	-	fig|632348.3.peg.907|Calkro_0854	-	-
TAG3227	31899.1	-	-	-	-	fig|31899.10.peg.2378	-	-	-	-	-	-	-
TAG3228	1214564.3;1387557.3;31899.10;351627.8;632348.3	-	fig|1214564.3.peg.1448	-	fig|1387557.3.peg.1001	fig|31899.10.peg.2381|SAMN05216182_2165	fig|351627.8.peg.358|Csac_0308	-	-	-	fig|632348.3.peg.416|Calkro_0389	-	-
TAG3229	1387557.3;31899.10;632348.3	-	-	-	fig|1387557.3.peg.2145	fig|31899.10.peg.2382|SAMN05216182_2168	-	-	-	-	fig|632348.3.peg.901|Calkro_0846	-	-
TAG3230	1387557.3;31899.10;351627.8;608506.3;632335.8;632348.3;632516.3	-	-	-	fig|1387557.3.peg.2148	fig|31899.10.peg.2383|SAMN05216182_2169	fig|351627.8.peg.1208|Csac_1074	fig|608506.3.peg.1796|COB47_1675	-	fig|632335.8.peg.932|Calkr_0827	fig|632348.3.peg.900|Calkro_0845	fig|632516.3.peg.1177|CallaDRAFT_1118	-
TAG3231	1387557.3;31899.10;632348.3	-	-	-	fig|1387557.3.peg.2149	fig|31899.10.peg.2384	-	-	-	-	fig|632348.3.peg.899	-	-
TAG3232	1387557.3;31899.10;351627.8;608506.3;632348.3	-	-	-	fig|1387557.3.peg.2150	fig|31899.10.peg.2385|SAMN05216182_2171	fig|351627.8.peg.1207|Csac_1073	fig|608506.3.peg.1800|COB47_1678	-	-	fig|632348.3.peg.898|Calkro_0844	-	-
TAG3233	1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632335.8;632348.3;632516.3	-	fig|1214564.3.peg.2464	fig|1387555.3.peg.1972	fig|1387557.3.peg.2151	fig|31899.10.peg.2386|SAMN05216182_2172	fig|351627.8.peg.1206|Csac_1072	fig|608506.3.peg.1801|COB47_1679	-	fig|632335.8.peg.930|Calkr_0825	fig|632348.3.peg.897|Calkro_0843	fig|632516.3.peg.1175|CallaDRAFT_1116	-
TAG3234	1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3	-	fig|1214564.3.peg.2465	fig|1387555.3.peg.1973	fig|1387557.3.peg.2152	fig|31899.10.peg.2387|SAMN05216182_2173	fig|351627.8.peg.1205|Csac_1071	fig|608506.3.peg.1802|COB47_1680	fig|632292.3.peg.977|Calhy_0906	fig|632335.8.peg.929|Calkr_0824	fig|632348.3.peg.896|Calkro_0842	fig|632516.3.peg.1174|CallaDRAFT_1115	-
TAG3235	31899.1	-	-	-	-	fig|31899.10.peg.238|SAMN05216182_0149	-	-	-	-	-	-	-
TAG3236	31899.1	-	-	-	-	fig|31899.10.peg.239	-	-	-	-	-	-	-
TAG3237	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.724	fig|1214564.3.peg.2478	fig|1387555.3.peg.1985	fig|1387557.3.peg.2164	fig|31899.10.peg.2399|SAMN05216182_2185	fig|351627.8.peg.1192|Csac_1059	fig|608506.3.peg.1815|COB47_1692	-	fig|632335.8.peg.917|Calkr_0812	fig|632348.3.peg.882|Calkro_0830	fig|632516.3.peg.1162|CallaDRAFT_1103	fig|632518.3.peg.1703|Calow_1604
TAG3238	31899.1	-	-	-	-	fig|31899.10.peg.23|SAMN05216182_2869	-	-	-	-	-	-	-
TAG3239	31899.1	-	-	-	-	fig|31899.10.peg.24	-	-	-	-	-	-	-
TAG3240	31899.1	-	-	-	-	fig|31899.10.peg.240	-	-	-	-	-	-	-
TAG3241	1214564.3;1387557.3;31899.10;351627.8;608506.3;632348.3	-	fig|1214564.3.peg.2479	-	fig|1387557.3.peg.2165	fig|31899.10.peg.2400|SAMN05216182_2186	fig|351627.8.peg.1191|Csac_1058	fig|608506.3.peg.1816|COB47_1693	-	-	fig|632348.3.peg.881|Calkro_0829	-	-
TAG3242	31899.1	-	-	-	-	fig|31899.10.peg.2401	-	-	-	-	-	-	-
TAG3243	31899.1	-	-	-	-	fig|31899.10.peg.2402	-	-	-	-	-	-	-
TAG3244	31899.1	-	-	-	-	fig|31899.10.peg.2404	-	-	-	-	-	-	-
TAG3245	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.726	fig|1214564.3.peg.2483	fig|1387555.3.peg.1047	fig|1387557.3.peg.2170	fig|31899.10.peg.2406|SAMN05216182_2190	fig|351627.8.peg.1187|Csac_1054	fig|608506.3.peg.1820|COB47_1698	fig|632292.3.peg.964|Calhy_0894	fig|632335.8.peg.915|Calkr_0810	fig|632348.3.peg.876|Calkro_0825	fig|632516.3.peg.1160|CallaDRAFT_1101	fig|632518.3.peg.1705|Calow_1606
TAG3246	31899.1	-	-	-	-	fig|31899.10.peg.241	-	-	-	-	-	-	-
TAG3247	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.739	fig|1214564.3.peg.1893	fig|1387555.3.peg.1033	fig|1387557.3.peg.2185	fig|31899.10.peg.2419|SAMN05216182_2203	fig|351627.8.peg.1174|Csac_1041	fig|608506.3.peg.1833|COB47_1711	fig|632292.3.peg.951|Calhy_0881	fig|632335.8.peg.902|Calkr_0797	fig|632348.3.peg.863|Calkro_0812	fig|632516.3.peg.1147|CallaDRAFT_1088	fig|632518.3.peg.1718|Calow_1619
TAG3248	31899.10;632518.3	-	-	-	-	fig|31899.10.peg.242	-	-	-	-	-	-	fig|632518.3.peg.1922
TAG3249	1121259.3;1214564.3;1387557.3;31899.10;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.743	fig|1214564.3.peg.1897	-	fig|1387557.3.peg.2189	fig|31899.10.peg.2423|SAMN05216182_2207	-	fig|608506.3.peg.1837|COB47_1715	fig|632292.3.peg.947|Calhy_0877	fig|632335.8.peg.898|Calkr_0793	fig|632348.3.peg.859|Calkro_0808	-	fig|632518.3.peg.1722|Calow_1623
TAG3250	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.748	fig|1214564.3.peg.1902	fig|1387555.3.peg.1025	fig|1387557.3.peg.2194	fig|31899.10.peg.2428|SAMN05216182_2212	fig|351627.8.peg.1166|Csac_1033	fig|608506.3.peg.1842|COB47_1720	fig|632292.3.peg.942|Calhy_0872	fig|632335.8.peg.893|Calkr_0788	fig|632348.3.peg.854|Calkro_0803	fig|632516.3.peg.1139|CallaDRAFT_1079	fig|632518.3.peg.1727|Calow_1628
TAG3251	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.750	fig|1214564.3.peg.1904	-	fig|1387557.3.peg.2196	fig|31899.10.peg.2430|SAMN05216182_2214	fig|351627.8.peg.1164|Csac_1031	fig|608506.3.peg.1844|COB47_1722	fig|632292.3.peg.940|Calhy_0870	fig|632335.8.peg.891|Calkr_0786	fig|632348.3.peg.852|Calkro_0801	fig|632516.3.peg.1137|CallaDRAFT_1077	fig|632518.3.peg.1729|Calow_1630
TAG3252	31899.1	-	-	-	-	fig|31899.10.peg.2435	-	-	-	-	-	-	-
TAG3253	31899.1	-	-	-	-	fig|31899.10.peg.2444	-	-	-	-	-	-	-
TAG3254	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.763	fig|1214564.3.peg.1917	fig|1387555.3.peg.1002	fig|1387557.3.peg.2209	fig|31899.10.peg.2445|SAMN05216182_2227	fig|351627.8.peg.1150|Csac_1018	fig|608506.3.peg.1857|COB47_1735	fig|632292.3.peg.925|Calhy_0857	fig|632335.8.peg.878|Calkr_0773	fig|632348.3.peg.838|Calkro_0788	fig|632516.3.peg.681|CallaDRAFT_0657	fig|632518.3.peg.1742|Calow_1643
TAG3255	31899.1	-	-	-	-	fig|31899.10.peg.2447	-	-	-	-	-	-	-
TAG3256	31899.1	-	-	-	-	fig|31899.10.peg.2449	-	-	-	-	-	-	-
TAG3257	1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3;632518.3	-	fig|1214564.3.peg.2063	-	fig|1387557.3.peg.1838	fig|31899.10.peg.2450|SAMN05216182_2233	fig|351627.8.peg.734|Csac_0637	fig|608506.3.peg.1861|COB47_1740	fig|632292.3.peg.902|Calhy_0840	-	fig|632348.3.peg.808|Calkro_0762	-	fig|632518.3.peg.1757|Calow_1658
TAG3258	1387557.3;31899.10;608506.3	-	-	-	fig|1387557.3.peg.1986	fig|31899.10.peg.2455|SAMN05216182_2238	-	fig|608506.3.peg.1868|COB47_1746	-	-	-	-	-
TAG3259	1387557.3;31899.10;608506.3;632348.3	-	-	-	fig|1387557.3.peg.1984	fig|31899.10.peg.2456|SAMN05216182_2239	-	fig|608506.3.peg.1869|COB47_1747	-	-	fig|632348.3.peg.800|Calkro_0755	-	-
TAG3260	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2411	fig|1214564.3.peg.1923	fig|1387555.3.peg.987	fig|1387557.3.peg.2226	fig|31899.10.peg.2459|SAMN05216182_2242	fig|351627.8.peg.1143|Csac_1012	fig|608506.3.peg.1872|COB47_1750	fig|632292.3.peg.897|Calhy_0835	fig|632335.8.peg.863|Calkr_0761	fig|632348.3.peg.797|Calkro_0752	fig|632516.3.peg.668|CallaDRAFT_0645	fig|632518.3.peg.1762|Calow_1663
TAG3261	1214564.3;31899.10;632348.3;632518.3	-	fig|1214564.3.peg.1474	-	-	fig|31899.10.peg.245|SAMN05216182_0152	-	-	-	-	fig|632348.3.peg.412|Calkro_0387	-	fig|632518.3.peg.1919|Calow_1803
TAG3262	31899.1	-	-	-	-	fig|31899.10.peg.246	-	-	-	-	-	-	-
TAG3263	31899.1	-	-	-	-	fig|31899.10.peg.247	-	-	-	-	-	-	-
TAG3264	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2397	fig|1214564.3.peg.2091	-	fig|1387557.3.peg.2244	fig|31899.10.peg.2474|SAMN05216182_2257	fig|351627.8.peg.1127|Csac_0997	fig|608506.3.peg.1887|COB47_1765	fig|632292.3.peg.882|Calhy_0820	fig|632335.8.peg.850|Calkr_0748	fig|632348.3.peg.782|Calkro_0737	fig|632516.3.peg.655|CallaDRAFT_0632	fig|632518.3.peg.1778|Calow_1679
TAG3265	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2396	fig|1214564.3.peg.2092	-	fig|1387557.3.peg.2245	fig|31899.10.peg.2475|SAMN05216182_2258	fig|351627.8.peg.1126|Csac_0996	fig|608506.3.peg.1888|COB47_1766	fig|632292.3.peg.881|Calhy_0819	fig|632335.8.peg.849|Calkr_0747	fig|632348.3.peg.781|Calkro_0736	fig|632516.3.peg.654|CallaDRAFT_0631	fig|632518.3.peg.1779|Calow_1680
TAG3266	31899.10;632335.8;632348.3;632516.3	-	-	-	-	fig|31899.10.peg.2481|SAMN05216182_2264	-	-	-	fig|632335.8.peg.843	fig|632348.3.peg.775|Calkro_0730	fig|632516.3.peg.647|CallaDRAFT_0625	-
TAG3267	31899.10;632335.8;632348.3	-	-	-	-	fig|31899.10.peg.2482|SAMN05216182_2265	-	-	-	fig|632335.8.peg.841|Calkr_0740	fig|632348.3.peg.774|Calkro_0729	-	-
TAG3268	31899.10;632335.8;632348.3	-	-	-	-	fig|31899.10.peg.2484|SAMN05216182_2267	-	-	-	fig|632335.8.peg.839|Calkr_0738	fig|632348.3.peg.772|Calkro_0727	-	-
TAG3269	31899.1	-	-	-	-	fig|31899.10.peg.2485	-	-	-	-	-	-	-
TAG3270	31899.1	-	-	-	-	fig|31899.10.peg.2486|SAMN05216182_2268	-	-	-	-	-	-	-
TAG3271	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2488|SAMN05216182_2270	-	-	-	-	fig|632348.3.peg.769|Calkro_0724	-	-
TAG3272	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2489|SAMN05216182_2271	-	-	-	-	fig|632348.3.peg.768|Calkro_0723	-	-
TAG3273	31899.1	-	-	-	-	fig|31899.10.peg.248|SAMN05216182_0153	-	-	-	-	-	-	-
TAG3274	31899.1	-	-	-	-	fig|31899.10.peg.249	-	-	-	-	-	-	-
TAG3275	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2490|SAMN05216182_2272	-	-	-	-	fig|632348.3.peg.767|Calkro_0722	-	-
TAG3276	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2491	-	-	-	-	fig|632348.3.peg.766	-	-
TAG3277	31899.1	-	-	-	-	fig|31899.10.peg.2495|SAMN05216182_2278	-	-	-	-	-	-	-
TAG3278	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.2385	fig|1214564.3.peg.344	-	fig|1387557.3.peg.2256	fig|31899.10.peg.2498|SAMN05216182_2281	fig|351627.8.peg.2926	fig|608506.3.peg.1899|COB47_1777	fig|632292.3.peg.869|Calhy_0808	fig|632335.8.peg.828|Calkr_0729	fig|632348.3.peg.760|Calkro_0716	-	fig|632518.3.peg.1790|Calow_1691
TAG3279	31899.1	-	-	-	-	fig|31899.10.peg.250	-	-	-	-	-	-	-
TAG3280	31899.1	-	-	-	-	fig|31899.10.peg.2500	-	-	-	-	-	-	-
TAG3281	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2380	fig|1214564.3.peg.480	fig|1387555.3.peg.2055	fig|1387557.3.peg.2261	fig|31899.10.peg.2504|SAMN05216182_2286	fig|351627.8.peg.2931|Csac_2711	fig|608506.3.peg.1904|COB47_1782	fig|632292.3.peg.864|Calhy_0803	fig|632335.8.peg.823|Calkr_0724	fig|632348.3.peg.755|Calkro_0711	fig|632516.3.peg.628|CallaDRAFT_0605	fig|632518.3.peg.1795|Calow_1696
TAG3282	31899.1	-	-	-	-	fig|31899.10.peg.2509	-	-	-	-	-	-	-
TAG3283	31899.1	-	-	-	-	fig|31899.10.peg.2510	-	-	-	-	-	-	-
TAG3284	31899.1	-	-	-	-	fig|31899.10.peg.2511|SAMN05216182_2296	-	-	-	-	-	-	-
TAG3285	1214564.3;1387555.3;1387557.3;31899.10;632292.3;632335.8;632516.3	-	fig|1214564.3.peg.1280	"fig|1387555.3.peg.310,fig|1387555.3.peg.750"	fig|1387557.3.peg.2658	"fig|31899.10.peg.2512|SAMN05216182_2297,fig|31899.10.peg.3078|SAMN05216182_2806,fig|31899.10.peg.594|SAMN05216182_0452"	-	-	"fig|632292.3.peg.2549|Calhy_2430,fig|632292.3.peg.903|Calhy_0843"	"fig|632335.8.peg.2308|Calkr_2133,fig|632335.8.peg.814|Calkr_0717"	-	fig|632516.3.peg.1739|CallaDRAFT_1673	-
TAG3286	31899.1	-	-	-	-	fig|31899.10.peg.2514	-	-	-	-	-	-	-
TAG3287	31899.1	-	-	-	-	fig|31899.10.peg.2515|SAMN05216182_2299	-	-	-	-	-	-	-
TAG3288	31899.1	-	-	-	-	fig|31899.10.peg.2516	-	-	-	-	-	-	-
TAG3289	31899.1	-	-	-	-	fig|31899.10.peg.2517	-	-	-	-	-	-	-
TAG3290	31899.1	-	-	-	-	fig|31899.10.peg.2518	-	-	-	-	-	-	-
TAG3291	1387557.3;31899.10;632292.3	-	-	-	fig|1387557.3.peg.2332	fig|31899.10.peg.2519|SAMN05216182_2301	-	-	fig|632292.3.peg.392|Calhy_0359	-	-	-	-
TAG3292	31899.10;632335.8	-	-	-	-	fig|31899.10.peg.251|SAMN05216182_0154	-	-	-	fig|632335.8.peg.2310|Calkr_2135	-	-	-
TAG3293	31899.1	-	-	-	-	fig|31899.10.peg.252	-	-	-	-	-	-	-
TAG3294	31899.1	-	-	-	-	fig|31899.10.peg.2520	-	-	-	-	-	-	-
TAG3295	31899.1	-	-	-	-	fig|31899.10.peg.2521|SAMN05216182_2303	-	-	-	-	-	-	-
TAG3296	31899.1	-	-	-	-	fig|31899.10.peg.2522|SAMN05216182_2304	-	-	-	-	-	-	-
TAG3297	31899.1	-	-	-	-	fig|31899.10.peg.2523|SAMN05216182_2305	-	-	-	-	-	-	-
TAG3298	31899.1	-	-	-	-	fig|31899.10.peg.2524	-	-	-	-	-	-	-
TAG3299	31899.1	-	-	-	-	fig|31899.10.peg.2525|SAMN05216182_2306	-	-	-	-	-	-	-
TAG3300	31899.1	-	-	-	-	fig|31899.10.peg.2526|SAMN05216182_2307	-	-	-	-	-	-	-
TAG3301	31899.1	-	-	-	-	fig|31899.10.peg.2527|SAMN05216182_2308	-	-	-	-	-	-	-
TAG3302	31899.1	-	-	-	-	fig|31899.10.peg.2528|SAMN05216182_2309	-	-	-	-	-	-	-
TAG3303	31899.1	-	-	-	-	fig|31899.10.peg.2529	-	-	-	-	-	-	-
TAG3304	31899.1	-	-	-	-	fig|31899.10.peg.253	-	-	-	-	-	-	-
TAG3305	31899.1	-	-	-	-	fig|31899.10.peg.2531|SAMN05216182_2311	-	-	-	-	-	-	-
TAG3306	31899.1	-	-	-	-	fig|31899.10.peg.2532	-	-	-	-	-	-	-
TAG3307	31899.1	-	-	-	-	fig|31899.10.peg.2533|SAMN05216182_2312	-	-	-	-	-	-	-
TAG3308	31899.1	-	-	-	-	fig|31899.10.peg.2536	-	-	-	-	-	-	-
TAG3309	31899.1	-	-	-	-	fig|31899.10.peg.2537	-	-	-	-	-	-	-
TAG3310	31899.1	-	-	-	-	fig|31899.10.peg.254	-	-	-	-	-	-	-
TAG3311	31899.1	-	-	-	-	fig|31899.10.peg.2540|SAMN05216182_2317	-	-	-	-	-	-	-
TAG3312	31899.1	-	-	-	-	fig|31899.10.peg.2541	-	-	-	-	-	-	-
TAG3313	31899.1	-	-	-	-	fig|31899.10.peg.2542	-	-	-	-	-	-	-
TAG3314	31899.1	-	-	-	-	fig|31899.10.peg.2543	-	-	-	-	-	-	-
TAG3315	31899.1	-	-	-	-	fig|31899.10.peg.2544|SAMN05216182_2320	-	-	-	-	-	-	-
TAG3316	31899.1	-	-	-	-	fig|31899.10.peg.2545	-	-	-	-	-	-	-
TAG3317	31899.1	-	-	-	-	fig|31899.10.peg.2546	-	-	-	-	-	-	-
TAG3318	31899.1	-	-	-	-	fig|31899.10.peg.2547	-	-	-	-	-	-	-
TAG3319	31899.1	-	-	-	-	fig|31899.10.peg.2548	-	-	-	-	-	-	-
TAG3320	1387557.3;31899.10;351627.8	-	-	-	fig|1387557.3.peg.2168	fig|31899.10.peg.2549	fig|351627.8.peg.2937|Csac_2716	-	-	-	-	-	-
TAG3321	31899.1	-	-	-	-	fig|31899.10.peg.255	-	-	-	-	-	-	-
TAG3322	31899.10;608506.3	-	-	-	-	fig|31899.10.peg.2550|SAMN05216182_2323	-	fig|608506.3.peg.1255|COB47_1157	-	-	-	-	-
TAG3323	31899.1	-	-	-	-	fig|31899.10.peg.2551	-	-	-	-	-	-	-
TAG3324	31899.1	-	-	-	-	fig|31899.10.peg.2552	-	-	-	-	-	-	-
TAG3325	31899.1	-	-	-	-	fig|31899.10.peg.2554	-	-	-	-	-	-	-
TAG3326	31899.1	-	-	-	-	fig|31899.10.peg.2555|SAMN05216182_2326	-	-	-	-	-	-	-
TAG3327	31899.1	-	-	-	-	fig|31899.10.peg.2556	-	-	-	-	-	-	-
