fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1
fig|31899.10.peg.1269|SAMN05216182_1082	WP_013403741.1
fig|31899.10.peg.1270|SAMN05216182_1083	WP_015907357.1
fig|31899.10.peg.1271|SAMN05216182_1084	WP_013403739.1
fig|31899.10.peg.1272|SAMN05216182_1085	WP_015907358.1
fig|31899.10.peg.1273|SAMN05216182_1086	WP_015907359.1
fig|31899.10.peg.1274|SAMN05216182_1087	WP_015907360.1
fig|31899.10.peg.1275|SAMN05216182_1088	WP_015907361.1
fig|31899.10.peg.1276|SAMN05216182_1089	WP_013433105.1
fig|31899.10.peg.1277|SAMN05216182_1090	WP_015907362.1
fig|31899.10.peg.1278|SAMN05216182_1091	WP_015907363.1
fig|31899.10.peg.1279|SAMN05216182_1092	WP_013403731.1
fig|31899.10.peg.1280|SAMN05216182_1093	WP_015907364.1
fig|31899.10.peg.1281|SAMN05216182_1094	WP_015907365.1
fig|31899.10.peg.1282|SAMN05216182_1095	WP_015907366.1
fig|31899.10.peg.1284|SAMN05216182_1096	WP_015907367.1
fig|31899.10.peg.1285|SAMN05216182_1097	WP_015907368.1
fig|31899.10.peg.1286|SAMN05216182_1098	WP_015907369.1
fig|31899.10.peg.1287|SAMN05216182_1099	WP_015907370.1
fig|31899.10.peg.1288|SAMN05216182_1100	WP_015907371.1
fig|31899.10.peg.1289|SAMN05216182_1101	WP_041727351.1
fig|31899.10.peg.1290|SAMN05216182_1102	WP_015907373.1
fig|31899.10.peg.1291|SAMN05216182_1103	WP_015907374.1
fig|31899.10.peg.1292|SAMN05216182_1104	WP_015907375.1
fig|31899.10.peg.1293|SAMN05216182_1105	WP_015907376.1
fig|31899.10.peg.1294|SAMN05216182_1106	WP_015907377.1
fig|31899.10.peg.1295|SAMN05216182_1107	WP_015907378.1
fig|31899.10.peg.1296|SAMN05216182_1108	WP_015907379.1
fig|31899.10.peg.1297|SAMN05216182_1109	WP_015907380.1
fig|31899.10.peg.1298|SAMN05216182_1110	WP_015907381.1
fig|31899.10.peg.1299|SAMN05216182_1111	WP_015907382.1
fig|31899.10.peg.1300|SAMN05216182_1112	WP_015907383.1
fig|31899.10.peg.1301|SAMN05216182_1113	WP_015907384.1
fig|31899.10.peg.1302|SAMN05216182_1114	WP_015907385.1
fig|31899.10.peg.1303|SAMN05216182_1115	WP_015907386.1
fig|31899.10.peg.1304|SAMN05216182_1116	WP_015907387.1
fig|31899.10.peg.1305|SAMN05216182_1117	WP_015907388.1
fig|31899.10.peg.1306|SAMN05216182_1118	WP_015907389.1
fig|31899.10.peg.1307|SAMN05216182_1119	WP_015907390.1
fig|31899.10.peg.1308|SAMN05216182_1120	WP_015907391.1
fig|31899.10.peg.1309|SAMN05216182_1121	WP_015907392.1
fig|31899.10.peg.1310|SAMN05216182_1122	WP_015907393.1
fig|31899.10.peg.1311|SAMN05216182_1123	WP_013430735.1
fig|31899.10.peg.1312|SAMN05216182_1124	WP_015907394.1
fig|31899.10.peg.1313|SAMN05216182_1125	WP_015907395.1
fig|31899.10.peg.1314|SAMN05216182_1126	WP_015907396.1
fig|31899.10.peg.1315|SAMN05216182_1127	WP_015907397.1
fig|31899.10.peg.1316|SAMN05216182_1128	WP_015907398.1
fig|31899.10.peg.1318|SAMN05216182_1130	WP_041727097.1
fig|31899.10.peg.1319|SAMN05216182_1131	WP_041727099.1
fig|31899.10.peg.1320|SAMN05216182_1132	WP_015907400.1
fig|31899.10.peg.1321|SAMN05216182_1133	WP_015907401.1
fig|31899.10.peg.1322|SAMN05216182_1134	WP_015907402.1
fig|31899.10.peg.1324|SAMN05216182_1136	WP_015907403.1
fig|31899.10.peg.1329|SAMN05216182_1141	WP_015907405.1
fig|31899.10.peg.1330|SAMN05216182_1142	WP_015907406.1
fig|31899.10.peg.1333|SAMN05216182_1145	WP_015907407.1
fig|31899.10.peg.1334|SAMN05216182_1146	WP_015907408.1
fig|31899.10.peg.1335|SAMN05216182_1148	WP_015907409.1
fig|31899.10.peg.1336|SAMN05216182_1149	WP_015907410.1
fig|31899.10.peg.1337|SAMN05216182_1150	WP_015907411.1
fig|31899.10.peg.1338|SAMN05216182_1151	WP_013290123.1
fig|31899.10.peg.1339|SAMN05216182_1152	WP_015907412.1
fig|31899.10.peg.1340|SAMN05216182_1153	WP_015907413.1
fig|31899.10.peg.1341|SAMN05216182_1154	WP_015907414.1
fig|31899.10.peg.1342|SAMN05216182_1155	WP_041727355.1
fig|31899.10.peg.1343|SAMN05216182_1156	WP_015907416.1
fig|31899.10.peg.1344|SAMN05216182_1157	WP_015907417.1
fig|31899.10.peg.1345|SAMN05216182_1158	WP_015907418.1
fig|31899.10.peg.1347|SAMN05216182_1160	WP_015907420.1
fig|31899.10.peg.1348|SAMN05216182_1161	WP_015907421.1
fig|31899.10.peg.1349|SAMN05216182_1162	WP_015907422.1
fig|31899.10.peg.1351|SAMN05216182_1164	WP_015907423.1
fig|31899.10.peg.1353|SAMN05216182_1165	WP_015907425.1
fig|31899.10.peg.1354|SAMN05216182_1166	WP_015907426.1
fig|31899.10.peg.1355|SAMN05216182_1167	WP_015907427.1
fig|31899.10.peg.1356|SAMN05216182_1168	WP_015906731.1
fig|31899.10.peg.1358|SAMN05216182_1170	WP_041727102.1
fig|31899.10.peg.1359|SAMN05216182_1171	WP_015907429.1
fig|31899.10.peg.1360|SAMN05216182_1172	WP_014042880.1
fig|31899.10.peg.1361|SAMN05216182_1173	WP_015907430.1
fig|31899.10.peg.1365|SAMN05216182_1176	WP_015907431.1
fig|31899.10.peg.1366|SAMN05216182_1177	WP_015907432.1
fig|31899.10.peg.1370|SAMN05216182_1180	WP_015907434.1
fig|31899.10.peg.1371|SAMN05216182_1181	WP_015907435.1
fig|31899.10.peg.1375	WP_041727108.1
fig|31899.10.peg.1376|SAMN05216182_1185	WP_015907437.1
fig|31899.10.peg.1377|SAMN05216182_1186	WP_015907438.1
fig|31899.10.peg.1378|SAMN05216182_1187	WP_015907439.1
fig|31899.10.peg.1379|SAMN05216182_1188	WP_015907440.1
fig|31899.10.peg.1380|SAMN05216182_1189	WP_015907441.1
fig|31899.10.peg.1386|SAMN05216182_1194	WP_015907446.1
fig|31899.10.peg.1390|SAMN05216182_1196	WP_041727110.1
fig|31899.10.peg.1392|SAMN05216182_1198	WP_015907451.1
fig|31899.10.peg.1394	WP_015907453.1
fig|31899.10.peg.1396|SAMN05216182_1201	WP_015907455.1
fig|31899.10.peg.1397|SAMN05216182_1202	WP_015907456.1
fig|31899.10.peg.1398|SAMN05216182_1203	WP_015907457.1
fig|31899.10.peg.1400|SAMN05216182_1205	WP_015907458.1
fig|31899.10.peg.1401|SAMN05216182_1206	WP_015907459.1
fig|31899.10.peg.1402|SAMN05216182_1207	WP_015907460.1
fig|31899.10.peg.1403|SAMN05216182_1208	WP_013430681.1
fig|31899.10.peg.1404|SAMN05216182_1209	WP_015907461.1
fig|31899.10.peg.1405|SAMN05216182_1210	WP_015907462.1
fig|31899.10.peg.1406|SAMN05216182_1211	WP_015907463.1
fig|31899.10.peg.1407|SAMN05216182_1212	WP_015907464.1
fig|31899.10.peg.1408|SAMN05216182_1213	WP_015907465.1
fig|31899.10.peg.1409|SAMN05216182_1214	WP_015907466.1
fig|31899.10.peg.1410|SAMN05216182_1215	WP_015907467.1
fig|31899.10.peg.1411|SAMN05216182_1216	WP_015907468.1
fig|31899.10.peg.1412|SAMN05216182_1217	WP_015907469.1
fig|31899.10.peg.1413|SAMN05216182_1218	WP_015907470.1
fig|31899.10.peg.1414	WP_015907471.1
fig|31899.10.peg.1421|SAMN05216182_1222	WP_015907473.1
fig|31899.10.peg.1422|SAMN05216182_1223	WP_015907474.1
fig|31899.10.peg.1423|SAMN05216182_1224	WP_015907475.1
fig|31899.10.peg.1425|SAMN05216182_1225	WP_015907476.1
fig|31899.10.peg.1428|SAMN05216182_1228	WP_015907478.1
fig|31899.10.peg.1429|SAMN05216182_1229	WP_015907479.1
fig|31899.10.peg.1430|SAMN05216182_1230	WP_015907480.1
fig|31899.10.peg.1431|SAMN05216182_1231	WP_015907481.1
fig|31899.10.peg.1432|SAMN05216182_1232	WP_015907482.1
fig|31899.10.peg.1434|SAMN05216182_1233	WP_015907483.1
fig|31899.10.peg.1437|SAMN05216182_1236	WP_015907484.1
fig|31899.10.peg.1438|SAMN05216182_1237	WP_015907485.1
fig|31899.10.peg.1439|SAMN05216182_1238	WP_015907486.1
fig|31899.10.peg.1440|SAMN05216182_1239	WP_015907487.1
fig|31899.10.peg.1441|SAMN05216182_1240	WP_015907488.1
fig|31899.10.peg.1442|SAMN05216182_1241	WP_015907489.1
fig|31899.10.peg.1443|SAMN05216182_1242	WP_015907490.1
fig|31899.10.peg.1444|SAMN05216182_1243	WP_015907491.1
fig|31899.10.peg.1445|SAMN05216182_1244	WP_015907492.1
fig|31899.10.peg.1446|SAMN05216182_1245	WP_013290832.1
fig|31899.10.peg.1447|SAMN05216182_1246	WP_013290831.1
fig|31899.10.peg.1448|SAMN05216182_1247	WP_013403633.1
fig|31899.10.peg.1451|SAMN05216182_1249	WP_013430653.1
fig|31899.10.peg.1452|SAMN05216182_1250	WP_015907493.1
fig|31899.10.peg.1453|SAMN05216182_1251	WP_015907494.1
fig|31899.10.peg.1454|SAMN05216182_1252	WP_015907495.1
fig|31899.10.peg.1455|SAMN05216182_1253	WP_015907496.1
fig|31899.10.peg.1456|SAMN05216182_1254	WP_015907497.1
fig|31899.10.peg.1457|SAMN05216182_1255	WP_015907498.1
fig|31899.10.peg.1458|SAMN05216182_1256	WP_015907499.1
fig|31899.10.peg.1459|SAMN05216182_1257	WP_015907500.1
fig|31899.10.peg.1462|SAMN05216182_1260	WP_015907502.1
fig|31899.10.peg.1463|SAMN05216182_1261	WP_013403620.1
fig|31899.10.peg.1464|SAMN05216182_1262	WP_015907503.1
fig|31899.10.peg.1465|SAMN05216182_1263	WP_015907504.1
fig|31899.10.peg.1466|SAMN05216182_1264	WP_015907505.1
fig|31899.10.peg.1467|SAMN05216182_1265	WP_013430636.1
fig|31899.10.peg.1468|SAMN05216182_1266	WP_015907506.1
fig|31899.10.peg.1469|SAMN05216182_1267	WP_015907507.1
fig|31899.10.peg.1471|SAMN05216182_1269	WP_015907509.1
fig|31899.10.peg.1472|SAMN05216182_1270	WP_015907510.1
fig|31899.10.peg.1473|SAMN05216182_1271	WP_041727112.1
fig|31899.10.peg.1474|SAMN05216182_1272	WP_015907512.1
fig|31899.10.peg.1475|SAMN05216182_1273	WP_015907513.1
fig|31899.10.peg.1476|SAMN05216182_1274	WP_015907514.1
fig|31899.10.peg.1477|SAMN05216182_1275	WP_013411746.1
fig|31899.10.peg.1478|SAMN05216182_1276	WP_015907515.1
fig|31899.10.peg.1479|SAMN05216182_1277	WP_013403605.1
fig|31899.10.peg.1481|SAMN05216182_1279	WP_015907517.1
fig|31899.10.peg.1482|SAMN05216182_1280	WP_015907518.1
fig|31899.10.peg.1483|SAMN05216182_1281	WP_015907519.1
fig|31899.10.peg.1485|SAMN05216182_1283	WP_015907520.1
fig|31899.10.peg.1486|SAMN05216182_1284	WP_015907521.1
fig|31899.10.peg.1487|SAMN05216182_1285	WP_015907522.1
fig|31899.10.peg.1488|SAMN05216182_1286	WP_015907523.1
fig|31899.10.peg.1489|SAMN05216182_1287	WP_015907524.1
fig|31899.10.peg.1490|SAMN05216182_1288	WP_015907525.1
fig|31899.10.peg.1491|SAMN05216182_1289	WP_015907526.1
fig|31899.10.peg.1492|SAMN05216182_1290	WP_041727114.1
fig|31899.10.peg.1493|SAMN05216182_1291	WP_015907528.1
fig|31899.10.peg.1494|SAMN05216182_1292	WP_015907529.1
fig|31899.10.peg.1495|SAMN05216182_1293	WP_015907530.1
fig|31899.10.peg.1496|SAMN05216182_1294	WP_015907531.1
fig|31899.10.peg.1497|SAMN05216182_1295	WP_015907532.1
fig|31899.10.peg.1499|SAMN05216182_1296	WP_015907533.1
fig|31899.10.peg.1500|SAMN05216182_1297	WP_015907534.1
fig|31899.10.peg.1501|SAMN05216182_1298	WP_015907535.1
fig|31899.10.peg.1502|SAMN05216182_1299	WP_015907536.1
fig|31899.10.peg.1503|SAMN05216182_1300	WP_015907537.1
fig|31899.10.peg.1505|SAMN05216182_1302	WP_041727364.1
fig|31899.10.peg.1506|SAMN05216182_1303	WP_015907540.1
fig|31899.10.peg.1507|SAMN05216182_1304	WP_015907541.1
fig|31899.10.peg.1509|SAMN05216182_1306	WP_015907543.1
fig|31899.10.peg.1510|SAMN05216182_1307	WP_015907544.1
fig|31899.10.peg.1511|SAMN05216182_1309	WP_041727117.1
fig|31899.10.peg.1512|SAMN05216182_1310	WP_015907546.1
fig|31899.10.peg.1513|SAMN05216182_1311	WP_015907547.1
fig|31899.10.peg.1514|SAMN05216182_1312	WP_015907548.1
fig|31899.10.peg.1515|SAMN05216182_1313	WP_013403578.1
fig|31899.10.peg.1516|SAMN05216182_1314	WP_015907549.1
fig|31899.10.peg.1517|SAMN05216182_1315	WP_013403576.1
fig|31899.10.peg.1518|SAMN05216182_1316	WP_015907550.1
fig|31899.10.peg.1519|SAMN05216182_1317	WP_015907551.1
fig|31899.10.peg.1520|SAMN05216182_1318	WP_015907552.1
fig|31899.10.peg.1522|SAMN05216182_1320	WP_015907554.1
fig|31899.10.peg.1524|SAMN05216182_1322	WP_015907556.1
fig|31899.10.peg.1525|SAMN05216182_1323	WP_015907557.1
fig|31899.10.peg.1526|SAMN05216182_1324	WP_015907558.1
fig|31899.10.peg.1527|SAMN05216182_1325	WP_015907559.1
fig|31899.10.peg.1528|SAMN05216182_1326	WP_015907560.1
fig|31899.10.peg.1529|SAMN05216182_1327	WP_015907561.1
fig|31899.10.peg.1530|SAMN05216182_1328	WP_015907562.1
fig|31899.10.peg.1531|SAMN05216182_1329	WP_041727120.1
fig|31899.10.peg.1532|SAMN05216182_1330	WP_015907564.1
fig|31899.10.peg.1533|SAMN05216182_1331	WP_015907565.1
fig|31899.10.peg.1534|SAMN05216182_1332	WP_015907566.1
fig|31899.10.peg.1535|SAMN05216182_1333	WP_015907567.1
fig|31899.10.peg.1536|SAMN05216182_1334	WP_015907568.1
fig|31899.10.peg.1537|SAMN05216182_1335	WP_015907569.1
fig|31899.10.peg.1538|SAMN05216182_1336	WP_015907570.1
fig|31899.10.peg.1539|SAMN05216182_1337	WP_015907571.1
fig|31899.10.peg.1540|SAMN05216182_1338	WP_015907572.1
fig|31899.10.peg.1541|SAMN05216182_1339	WP_015907573.1
fig|31899.10.peg.1542|SAMN05216182_1340	WP_015907574.1
fig|31899.10.peg.1543|SAMN05216182_1341	WP_015907575.1
fig|31899.10.peg.1544|SAMN05216182_1342	WP_015907576.1
fig|31899.10.peg.1546|SAMN05216182_1344	WP_015907578.1
fig|31899.10.peg.1547|SAMN05216182_1345	WP_015907579.1
fig|31899.10.peg.1548|SAMN05216182_1346	WP_015907580.1
fig|31899.10.peg.1549|SAMN05216182_1347	WP_013430572.1
fig|31899.10.peg.1550|SAMN05216182_1348	WP_015907581.1
fig|31899.10.peg.1551|SAMN05216182_1349	WP_015907582.1
fig|31899.10.peg.1552|SAMN05216182_1350	WP_013430569.1
fig|31899.10.peg.1553|SAMN05216182_1351	WP_015907583.1
fig|31899.10.peg.1554|SAMN05216182_1352	WP_013430567.1
fig|31899.10.peg.1555|SAMN05216182_1353	WP_015907584.1
fig|31899.10.peg.1556|SAMN05216182_1354	WP_015907585.1
fig|31899.10.peg.1557|SAMN05216182_1355	WP_015907586.1
fig|31899.10.peg.1558|SAMN05216182_1356	WP_015907587.1
fig|31899.10.peg.1559|SAMN05216182_1357	WP_015907588.1
fig|31899.10.peg.1560|SAMN05216182_1358	WP_015907589.1
fig|31899.10.peg.1562|SAMN05216182_1360	WP_015907591.1
fig|31899.10.peg.1563|SAMN05216182_1361	WP_041727122.1
fig|31899.10.peg.1564|SAMN05216182_1362	WP_015907593.1
fig|31899.10.peg.1565|SAMN05216182_1363	WP_013411860.1
fig|31899.10.peg.1566|SAMN05216182_1364	WP_015907594.1
fig|31899.10.peg.1567|SAMN05216182_1365	WP_013430555.1
fig|31899.10.peg.1568|SAMN05216182_1366	WP_013403526.1
fig|31899.10.peg.1569|SAMN05216182_1367	WP_015907595.1
fig|31899.10.peg.1570|SAMN05216182_1368	WP_015907596.1
fig|31899.10.peg.1571|SAMN05216182_1369	WP_015907597.1
fig|31899.10.peg.1572|SAMN05216182_1370	WP_015907598.1
fig|31899.10.peg.1573|SAMN05216182_1371	WP_015907599.1
fig|31899.10.peg.1574|SAMN05216182_1372	WP_015907600.1
fig|31899.10.peg.1575|SAMN05216182_1373	WP_015907601.1
fig|31899.10.peg.1576|SAMN05216182_1374	WP_015907602.1
fig|31899.10.peg.1578|SAMN05216182_1376	WP_015907604.1
fig|31899.10.peg.1579|SAMN05216182_1377	WP_015907605.1
fig|31899.10.peg.1580|SAMN05216182_1378	WP_015907606.1
fig|31899.10.peg.1581|SAMN05216182_1379	WP_015907607.1
fig|31899.10.peg.1582|SAMN05216182_1380	WP_015907608.1
fig|31899.10.peg.1583|SAMN05216182_1381	WP_013403511.1
fig|31899.10.peg.1584|SAMN05216182_1382	WP_015907609.1
fig|31899.10.peg.1585|SAMN05216182_1383	WP_015907610.1
fig|31899.10.peg.1586|SAMN05216182_1384	WP_013432408.1
fig|31899.10.peg.1587|SAMN05216182_1385	WP_015907611.1
fig|31899.10.peg.1588|SAMN05216182_1386	WP_015907612.1
fig|31899.10.peg.1589|SAMN05216182_1387	WP_015907613.1
fig|31899.10.peg.1590|SAMN05216182_1388	WP_015907614.1
fig|31899.10.peg.1591|SAMN05216182_1389	WP_015907615.1
fig|31899.10.peg.1592|SAMN05216182_1390	WP_015907616.1
fig|31899.10.peg.1593|SAMN05216182_1391	WP_015907617.1
fig|31899.10.peg.1594|SAMN05216182_1392	WP_011917090.1
fig|31899.10.peg.1595|SAMN05216182_1393	WP_015907618.1
fig|31899.10.peg.1596|SAMN05216182_1394	WP_015907619.1
fig|31899.10.peg.1597|SAMN05216182_1395	WP_015907620.1
fig|31899.10.peg.1600|SAMN05216182_1398	WP_015907623.1
fig|31899.10.peg.1601|SAMN05216182_1399	WP_013290701.1
fig|31899.10.peg.1602|SAMN05216182_1400	WP_015907624.1
fig|31899.10.peg.1603|SAMN05216182_1401	WP_011917100.1
fig|31899.10.peg.1604|SAMN05216182_1402	WP_013403491.1
fig|31899.10.peg.1606|SAMN05216182_1403	WP_015907625.1
fig|31899.10.peg.1607|SAMN05216182_1404	WP_015907626.1
fig|31899.10.peg.1608|SAMN05216182_1405	WP_015907627.1
fig|31899.10.peg.1609|SAMN05216182_1406	WP_015907628.1
fig|31899.10.peg.1610|SAMN05216182_1407	WP_015907629.1
fig|31899.10.peg.1611|SAMN05216182_1408	WP_015907630.1
fig|31899.10.peg.1615|SAMN05216182_1411	WP_013432426.1
fig|31899.10.peg.1616|SAMN05216182_1412	WP_015907633.1
fig|31899.10.peg.1617|SAMN05216182_1413	WP_015907634.1
fig|31899.10.peg.1620|SAMN05216182_1415	WP_015907636.1
fig|31899.10.peg.1621|SAMN05216182_1416	WP_015907637.1
fig|31899.10.peg.1622|SAMN05216182_1417	WP_015907638.1
fig|31899.10.peg.1623|SAMN05216182_1418	WP_015907639.1
fig|31899.10.peg.1624|SAMN05216182_1419	WP_015907640.1
fig|31899.10.peg.1625|SAMN05216182_1420	WP_015907641.1
fig|31899.10.peg.1626|SAMN05216182_1421	WP_015907642.1
fig|31899.10.peg.1627|SAMN05216182_1422	WP_015907643.1
fig|31899.10.peg.1629|SAMN05216182_1424	WP_015907645.1
fig|31899.10.peg.1630|SAMN05216182_1426	WP_015907647.1
fig|31899.10.peg.1631|SAMN05216182_1427	WP_015907648.1
fig|31899.10.peg.1632|SAMN05216182_1428	WP_013430500.1
fig|31899.10.peg.1633|SAMN05216182_1429	WP_015907649.1
fig|31899.10.peg.1634|SAMN05216182_1430	WP_015907650.1
fig|31899.10.peg.1635|SAMN05216182_1431	WP_015907651.1
fig|31899.10.peg.1636|SAMN05216182_1432	WP_015907652.1
fig|31899.10.peg.1637|SAMN05216182_1433	WP_015907653.1
fig|31899.10.peg.1638|SAMN05216182_1434	WP_015907654.1
fig|31899.10.peg.1639|SAMN05216182_1435	WP_015907655.1
fig|31899.10.peg.1640|SAMN05216182_1436	WP_013290663.1
fig|31899.10.peg.1641|SAMN05216182_1437	WP_015907656.1
fig|31899.10.peg.1642|SAMN05216182_1438	WP_015907657.1
fig|31899.10.peg.1643|SAMN05216182_1439	WP_015907658.1
fig|31899.10.peg.1644|SAMN05216182_1440	WP_015907659.1
fig|31899.10.peg.1645|SAMN05216182_1441	WP_015907660.1
fig|31899.10.peg.1646|SAMN05216182_1442	WP_015907661.1
fig|31899.10.peg.1647|SAMN05216182_1443	WP_013430486.1
fig|31899.10.peg.1652|SAMN05216182_1445	WP_015907663.1
fig|31899.10.peg.1653|SAMN05216182_1446	WP_013430483.1
fig|31899.10.peg.1654|SAMN05216182_1447	WP_015907664.1
fig|31899.10.peg.1655|SAMN05216182_1448	WP_015907665.1
fig|31899.10.peg.1656|SAMN05216182_1449	WP_015907666.1
fig|31899.10.peg.1657|SAMN05216182_1450	WP_015907667.1
fig|31899.10.peg.1658|SAMN05216182_1451	WP_015907668.1
fig|31899.10.peg.1659|SAMN05216182_1452	WP_015907669.1
fig|31899.10.peg.1660|SAMN05216182_1453	WP_015907670.1
fig|31899.10.peg.1661|SAMN05216182_1454	WP_015907671.1
fig|31899.10.peg.1662|SAMN05216182_1455	WP_015907672.1
fig|31899.10.peg.1663|SAMN05216182_1456	WP_015907673.1
fig|31899.10.peg.1664|SAMN05216182_1457	WP_015907674.1
fig|31899.10.peg.1665|SAMN05216182_1458	WP_015907675.1
fig|31899.10.peg.1666	WP_015907676.1
fig|31899.10.peg.1667|SAMN05216182_1460	WP_015907677.1
fig|31899.10.peg.1668|SAMN05216182_1461	WP_015907678.1
fig|31899.10.peg.1669|SAMN05216182_1462	WP_041727131.1
fig|31899.10.peg.1670|SAMN05216182_1463	WP_015907680.1
fig|31899.10.peg.1671|SAMN05216182_1464	WP_015907681.1
fig|31899.10.peg.1672|SAMN05216182_1465	WP_015907682.1
fig|31899.10.peg.1673|SAMN05216182_1466	WP_015907683.1
fig|31899.10.peg.1674|SAMN05216182_1467	WP_015907684.1
fig|31899.10.peg.1675|SAMN05216182_1468	WP_015907685.1
fig|31899.10.peg.1676|SAMN05216182_1469	WP_015907686.1
fig|31899.10.peg.1677|SAMN05216182_1470	WP_013430461.1
fig|31899.10.peg.1678|SAMN05216182_1471	WP_015907687.1
fig|31899.10.peg.1679|SAMN05216182_1472	WP_015907688.1
fig|31899.10.peg.1680|SAMN05216182_1473	WP_015907689.1
fig|31899.10.peg.1681|SAMN05216182_1474	WP_015907690.1
fig|31899.10.peg.1682|SAMN05216182_1475	WP_015907691.1
fig|31899.10.peg.1684|SAMN05216182_1476	WP_015907692.1
fig|31899.10.peg.1685|SAMN05216182_1477	WP_015907693.1
fig|31899.10.peg.1686|SAMN05216182_1478	WP_015907694.1
fig|31899.10.peg.1687|SAMN05216182_1479	WP_015907695.1
fig|31899.10.peg.1688|SAMN05216182_1480	WP_015907696.1
fig|31899.10.peg.1691|SAMN05216182_1482	WP_013403406.1
fig|31899.10.peg.1692|SAMN05216182_1483	WP_013430449.1
fig|31899.10.peg.1693|SAMN05216182_1484	WP_015907699.1
fig|31899.10.peg.1694|SAMN05216182_1485	WP_015907700.1
fig|31899.10.peg.1696|SAMN05216182_1487	WP_015907702.1
fig|31899.10.peg.1697|SAMN05216182_1488	WP_015907703.1
fig|31899.10.peg.1699|SAMN05216182_1489	WP_015907704.1
fig|31899.10.peg.1700|SAMN05216182_1490	WP_015907705.1
fig|31899.10.peg.1701|SAMN05216182_1491	WP_015907706.1
fig|31899.10.peg.1702|SAMN05216182_1492	WP_015907707.1
fig|31899.10.peg.1703|SAMN05216182_1493	WP_015907708.1
fig|31899.10.peg.1704|SAMN05216182_1494	WP_015907709.1
fig|31899.10.peg.1705|SAMN05216182_1495	WP_015907710.1
fig|31899.10.peg.1706|SAMN05216182_1496	WP_015907711.1
fig|31899.10.peg.1707|SAMN05216182_1497	WP_015907712.1
fig|31899.10.peg.1708|SAMN05216182_1498	WP_015907713.1
fig|31899.10.peg.1709|SAMN05216182_1499	WP_015907714.1
fig|31899.10.peg.1710|SAMN05216182_1500	WP_015907715.1
fig|31899.10.peg.1711|SAMN05216182_1501	WP_015907716.1
fig|31899.10.peg.1712|SAMN05216182_1502	WP_015907717.1
fig|31899.10.peg.1713|SAMN05216182_1503	WP_015907718.1
fig|31899.10.peg.1714|SAMN05216182_1504	WP_015907719.1
fig|31899.10.peg.1715|SAMN05216182_1505	WP_013430429.1
fig|31899.10.peg.1716|SAMN05216182_1506	WP_015907720.1
fig|31899.10.peg.1717|SAMN05216182_1507	WP_015907721.1
fig|31899.10.peg.1718|SAMN05216182_1508	WP_015907722.1
fig|31899.10.peg.1720|SAMN05216182_1510	WP_015907724.1
fig|31899.10.peg.1721|SAMN05216182_1511	WP_015907725.1
fig|31899.10.peg.1722|SAMN05216182_1512	WP_015907726.1
fig|31899.10.peg.1723|SAMN05216182_1513	WP_015907727.1
fig|31899.10.peg.1724|SAMN05216182_1514	WP_015907728.1
fig|31899.10.peg.1725|SAMN05216182_1515	WP_015907729.1
fig|31899.10.peg.1726|SAMN05216182_1516	WP_015907730.1
fig|31899.10.peg.1727|SAMN05216182_1517	WP_015907731.1
fig|31899.10.peg.1728|SAMN05216182_1518	WP_015907732.1
fig|31899.10.peg.1729|SAMN05216182_1519	WP_015907733.1
fig|31899.10.peg.1730|SAMN05216182_1520	WP_015907734.1
fig|31899.10.peg.1731|SAMN05216182_1521	WP_015907735.1
fig|31899.10.peg.1732|SAMN05216182_1522	WP_013430412.1
fig|31899.10.peg.1733|SAMN05216182_1523	WP_015907736.1
fig|31899.10.peg.1734|SAMN05216182_1524	WP_015907737.1
fig|31899.10.peg.1735|SAMN05216182_1525	WP_015907738.1
fig|31899.10.peg.1736|SAMN05216182_1526	WP_015907739.1
fig|31899.10.peg.1737|SAMN05216182_1527	WP_015907740.1
fig|31899.10.peg.1738|SAMN05216182_1528	WP_015907741.1
fig|31899.10.peg.1739|SAMN05216182_1529	WP_015907742.1
fig|31899.10.peg.1740|SAMN05216182_1530	WP_013430404.1
fig|31899.10.peg.1741|SAMN05216182_1531	WP_015907743.1
fig|31899.10.peg.1742|SAMN05216182_1532	WP_015907744.1
fig|31899.10.peg.1743|SAMN05216182_1533	WP_015906731.1
fig|31899.10.peg.1744|SAMN05216182_1534	WP_015907745.1
fig|31899.10.peg.1745|SAMN05216182_1535	WP_015907746.1
fig|31899.10.peg.1746|SAMN05216182_1536	WP_013403355.1
fig|31899.10.peg.1748|SAMN05216182_1538	WP_015907748.1
fig|31899.10.peg.1749|SAMN05216182_1539	WP_015907749.1
fig|31899.10.peg.1750|SAMN05216182_1540	WP_013403351.1
fig|31899.10.peg.1751|SAMN05216182_1541	WP_015907750.1
fig|31899.10.peg.1752|SAMN05216182_1542	WP_013403349.1
fig|31899.10.peg.1753|SAMN05216182_1543	WP_015907751.1
fig|31899.10.peg.1754|SAMN05216182_1544	WP_015907752.1
fig|31899.10.peg.1755|SAMN05216182_1545	WP_011917352.1
fig|31899.10.peg.1756|SAMN05216182_1546	WP_041727137.1
fig|31899.10.peg.1757|SAMN05216182_1547	WP_015907754.1
fig|31899.10.peg.1758|SAMN05216182_1548	WP_015907755.1
fig|31899.10.peg.1759|SAMN05216182_1549	WP_015907756.1
fig|31899.10.peg.1760|SAMN05216182_1550	WP_015907757.1
fig|31899.10.peg.1761|SAMN05216182_1551	WP_015907758.1
