Tag	31899.1
TAG11975	-
TAG11976	-
TAG11977	-
TAG11978	-
TAG11979	-
TAG11980	-
TAG11981	fig|31899.10.peg.2162
TAG11982	-
TAG11983	-
TAG11984	-
TAG11985	-
TAG11986	-
TAG11987	-
TAG11988	-
TAG11989	-
TAG11990	-
TAG11991	-
TAG11992	-
TAG11993	-
TAG11994	-
TAG11995	-
TAG11996	-
TAG11997	-
TAG11998	-
TAG11999	-
TAG12000	fig|31899.10.peg.1343
TAG12001	-
TAG12002	-
TAG12003	-
TAG12004	-
TAG12005	-
TAG12006	-
TAG12007	-
TAG12008	-
TAG12009	-
TAG12010	-
TAG12011	-
TAG12012	-
TAG12013	-
TAG12014	-
TAG12015	-
TAG12016	-
TAG12017	-
TAG12018	-
TAG12019	-
TAG12020	-
TAG12021	-
TAG12022	-
TAG12023	fig|31899.10.peg.1128
TAG12024	-
TAG12025	-
TAG12026	-
TAG12027	-
TAG12028	-
TAG12029	-
TAG12030	-
TAG12031	-
TAG12032	-
TAG12033	-
TAG12034	-
TAG12035	-
TAG12036	-
TAG12037	-
TAG12038	-
TAG12039	-
TAG12040	-
TAG12041	-
TAG12042	-
TAG12043	-
TAG12044	-
TAG12045	-
TAG12046	-
TAG12047	-
TAG12048	fig|31899.10.peg.1300
TAG12049	-
TAG12050	-
TAG12051	-
TAG12052	-
TAG12053	-
TAG12054	-
TAG12055	-
TAG12056	-
TAG12057	-
TAG12058	-
TAG12059	-
TAG12060	-
TAG12061	-
TAG12062	-
TAG12063	-
TAG12064	-
TAG12065	-
TAG12066	-
TAG12067	-
TAG12068	-
TAG12069	-
TAG12070	-
TAG12071	-
TAG12072	-
TAG12073	-
TAG12074	-
TAG12075	-
TAG12076	-
TAG12077	-
TAG12078	-
TAG12079	-
TAG12080	-
TAG12081	-
TAG12082	-
TAG12083	-
TAG12084	-
TAG12085	-
TAG12086	-
TAG12087	-
TAG12088	-
TAG12089	-
TAG12090	-
TAG12091	-
TAG12092	-
TAG12093	-
TAG12094	-
TAG12095	-
TAG12096	-
TAG12097	-
TAG12098	-
TAG12099	fig|31899.10.peg.2592
TAG12100	-
TAG12101	-
TAG12102	-
TAG12103	-
TAG12104	-
TAG12105	-
TAG12106	-
TAG12107	-
TAG12108	-
TAG12109	-
TAG12110	fig|31899.10.peg.77
TAG12111	-
TAG12112	-
TAG12113	-
TAG12114	-
TAG12115	-
TAG12116	-
TAG12117	-
TAG12118	-
TAG12119	-
TAG12120	-
TAG12121	-
TAG12122	-
TAG12123	-
TAG12124	-
TAG12125	-
TAG12126	-
TAG12127	-
TAG12128	-
TAG12129	-
TAG12130	-
TAG12131	-
TAG12132	-
TAG12133	-
TAG12134	-
TAG12135	-
TAG12136	-
TAG12137	-
TAG12138	-
TAG12139	-
TAG12140	-
TAG12141	-
TAG12142	-
TAG12143	-
TAG12144	-
TAG12145	-
TAG12146	-
TAG12147	-
TAG12148	-
TAG12149	-
TAG12150	-
TAG12151	-
TAG12152	-
TAG12153	-
TAG12154	-
TAG12155	-
TAG12156	-
TAG12157	-
TAG12158	-
TAG12159	-
TAG12160	-
TAG12161	-
TAG12162	-
TAG12163	-
TAG12164	-
TAG12165	-
TAG12166	-
TAG12167	-
TAG12168	-
TAG12169	-
TAG12170	-
TAG12171	-
TAG12172	-
TAG12173	-
TAG12174	-
TAG12175	-
TAG12176	-
TAG12177	-
TAG12178	fig|31899.10.peg.1678
TAG12179	-
TAG12180	-
TAG12181	fig|31899.10.peg.1679
TAG12182	-
TAG12183	-
TAG12184	-
TAG12185	-
TAG12186	-
TAG12187	-
TAG12188	-
TAG12189	-
TAG12190	-
TAG12191	-
TAG12192	-
TAG12193	-
TAG12194	-
TAG12195	-
TAG12196	-
TAG12197	-
TAG12198	-
TAG12199	-
TAG12200	-
TAG12201	-
TAG12202	-
TAG12203	-
TAG12204	-
TAG12205	-
TAG12206	-
TAG12207	-
TAG12208	-
TAG12209	-
TAG12210	-
TAG12211	-
TAG12212	-
TAG12213	-
TAG12214	-
TAG12215	-
TAG12216	-
TAG12217	fig|31899.10.peg.610
TAG12218	-
TAG12219	-
TAG12220	-
TAG12221	-
TAG12222	-
TAG12223	-
TAG12224	fig|31899.10.peg.1295
TAG12225	-
TAG12226	-
TAG12227	-
TAG12228	-
TAG12229	-
TAG12230	-
TAG12231	fig|31899.10.peg.2981
TAG12232	-
TAG12233	"fig|31899.10.peg.1080,fig|31899.10.peg.2371"
TAG12234	-
TAG12235	-
TAG12236	-
TAG12237	-
TAG12238	-
TAG12239	-
TAG12240	-
TAG12241	-
TAG12242	-
TAG12243	-
TAG12244	-
TAG12245	-
TAG12246	-
TAG12247	-
TAG12248	-
TAG12249	-
TAG12250	fig|31899.10.peg.2125
TAG12251	-
TAG12252	-
TAG12253	-
TAG12254	-
TAG12255	-
TAG12256	-
TAG12257	-
TAG12258	-
TAG12259	-
TAG12260	-
TAG12261	-
TAG12262	-
TAG12263	-
TAG12264	-
TAG12265	-
TAG12266	-
TAG12267	-
TAG12268	-
TAG12269	-
TAG12270	-
TAG12271	-
TAG12272	-
TAG12273	-
TAG12274	-
TAG12275	-
TAG12276	-
TAG12277	-
TAG12278	"fig|31899.10.peg.1216,fig|31899.10.peg.1366,fig|31899.10.peg.1423,fig|31899.10.peg.1441,fig|31899.10.peg.156,fig|31899.10.peg.1590,fig|31899.10.peg.1668,fig|31899.10.peg.174,fig|31899.10.peg.1875,fig|31899.10.peg.1976,fig|31899.10.peg.2009,fig|31899.10.peg.2215,fig|31899.10.peg.2813,fig|31899.10.peg.2923,fig|31899.10.peg.2927,fig|31899.10.peg.2945,fig|31899.10.peg.419,fig|31899.10.peg.433,fig|31899.10.peg.498,fig|31899.10.peg.502"
TAG12279	-
TAG12280	-
TAG12281	-
TAG12282	-
TAG12283	-
TAG12284	-
TAG12285	-
TAG12286	-
TAG12287	-
TAG12288	-
TAG12289	-
TAG12290	-
TAG12291	-
TAG12292	-
TAG12293	-
TAG12294	-
TAG12295	-
TAG12296	-
TAG12297	-
TAG12298	-
TAG12299	-
TAG12300	-
TAG12301	-
TAG12302	-
TAG12303	-
TAG12304	-
TAG12305	-
TAG12306	-
TAG12307	-
TAG12308	-
TAG12309	-
TAG12310	fig|31899.10.peg.346
TAG12311	-
TAG12312	-
TAG12313	-
TAG12314	-
TAG12315	-
TAG12316	-
TAG12317	-
TAG12318	-
TAG12319	-
TAG12320	-
TAG12321	-
TAG12322	-
TAG12323	-
TAG12324	-
TAG12325	-
TAG12326	-
TAG12327	-
TAG12328	-
TAG12329	-
TAG12330	-
TAG12331	-
TAG12332	-
TAG12333	-
TAG12334	-
TAG12335	-
TAG12336	-
TAG12337	-
TAG12338	-
TAG12339	-
TAG12340	-
TAG12341	-
TAG12342	-
TAG12343	-
TAG12344	-
TAG12345	-
TAG12346	-
TAG12347	-
TAG12348	-
TAG12349	-
TAG12350	-
TAG12351	-
TAG12352	-
TAG12353	-
TAG12354	-
TAG12355	-
TAG12356	-
TAG12357	-
TAG12358	-
TAG12359	-
TAG12360	-
TAG12361	-
TAG12362	-
TAG12363	-
TAG12364	-
TAG12365	-
TAG12366	-
TAG12367	-
TAG12368	-
TAG12369	-
TAG12370	-
TAG12371	-
TAG12372	-
TAG12373	-
TAG12374	-
TAG12375	-
TAG12376	-
TAG12377	-
TAG12378	-
TAG12379	-
TAG12380	-
TAG12381	-
TAG12382	-
TAG12383	-
TAG12384	-
TAG12385	-
TAG12386	-
TAG12387	-
TAG12388	-
TAG12389	-
TAG12390	-
TAG12391	-
TAG12392	-
TAG12393	-
TAG12394	-
TAG12395	-
TAG12396	-
TAG12397	-
TAG12398	-
TAG12399	-
TAG12400	-
TAG12401	-
TAG12402	-
TAG12403	-
TAG12404	-
TAG12405	-
TAG12406	-
TAG12407	-
TAG12408	-
TAG12409	-
TAG12410	-
TAG12411	-
TAG12412	-
TAG12413	-
TAG12414	-
TAG12415	-
TAG12416	-
TAG12417	-
TAG12418	-
TAG12419	-
TAG12420	-
TAG12421	-
TAG12422	-
TAG12423	-
TAG12424	fig|31899.10.peg.808
TAG12425	-
TAG12426	-
TAG12427	-
TAG12428	-
TAG12429	-
TAG12430	fig|31899.10.peg.1258
TAG12431	-
TAG12432	-
TAG12433	-
TAG12434	-
TAG12435	fig|31899.10.peg.856
TAG12436	-
TAG12437	fig|31899.10.peg.2233
TAG12438	-
TAG12439	fig|31899.10.peg.2225
TAG12440	-
TAG12441	fig|31899.10.peg.2017
TAG12442	fig|31899.10.peg.497
TAG12443	-
TAG12444	-
TAG12445	-
TAG12446	-
TAG12447	-
TAG12448	-
TAG12449	-
TAG12450	-
TAG12451	-
TAG12452	-
TAG12453	-
TAG12454	-
TAG12455	-
TAG12456	-
TAG12457	-
TAG12458	-
TAG12459	-
TAG12460	-
TAG12461	-
TAG12462	-
TAG12463	fig|31899.10.peg.2432
TAG12464	-
TAG12465	-
TAG12466	-
TAG12467	-
TAG12468	-
TAG12469	-
TAG12470	-
TAG12471	-
TAG12472	-
TAG12473	-
TAG12474	-
TAG12475	-
TAG12476	-
TAG12477	-
TAG12478	-
TAG12479	-
TAG12480	-
TAG12481	-
TAG12482	-
TAG12483	-
TAG12484	-
TAG12485	-
TAG12486	-
TAG12487	-
TAG12488	-
TAG12489	-
TAG12490	-
TAG12491	-
TAG12492	-
TAG12493	-
TAG12494	-
TAG12495	-
TAG12496	-
TAG12497	-
TAG12498	-
TAG12499	-
TAG12500	-
TAG12501	-
TAG12502	-
TAG12503	-
TAG12504	-
TAG12505	-
TAG12506	-
TAG12507	-
TAG12508	-
TAG12509	-
TAG12510	-
TAG12511	-
TAG12512	-
TAG12513	-
TAG12514	-
TAG12515	-
TAG12516	-
TAG12517	-
TAG12518	"fig|31899.10.peg.2522,fig|31899.10.peg.2970"
TAG12519	-
TAG12520	-
TAG12521	-
TAG12522	-
TAG12523	-
TAG12524	-
TAG12525	-
TAG12526	-
TAG12527	-
TAG12528	fig|31899.10.peg.281
TAG12529	-
TAG12530	-
TAG12531	-
TAG12532	-
TAG12533	-
TAG12534	-
TAG12535	-
TAG12536	-
TAG12537	-
TAG12538	-
TAG12539	-
TAG12540	-
TAG12541	-
TAG12542	-
TAG12543	-
TAG12544	-
TAG12545	-
TAG12546	-
TAG12547	-
TAG12548	-
TAG12549	-
TAG12550	-
TAG12551	-
TAG12552	-
TAG12553	-
TAG12554	-
TAG12555	-
TAG12556	-
TAG12557	-
TAG12558	-
TAG12559	-
TAG12560	-
TAG12561	-
TAG12562	fig|31899.10.peg.2374
TAG12563	-
TAG12564	-
TAG12565	-
TAG12566	-
TAG12567	-
TAG12568	fig|31899.10.peg.860
TAG12569	-
TAG12570	-
TAG12571	-
TAG12572	-
TAG12573	-
TAG12574	-
TAG12575	-
TAG12576	-
TAG12577	-
TAG12578	-
TAG12579	-
TAG12580	-
TAG12581	-
TAG12582	-
TAG12583	-
TAG12584	-
TAG12585	-
TAG12586	-
TAG12587	-
TAG12588	-
TAG12589	-
TAG12590	-
TAG12591	-
TAG12592	-
TAG12593	-
TAG12594	-
TAG12595	-
TAG12596	-
TAG12597	-
TAG12598	-
TAG12599	-
TAG12600	-
TAG12601	-
TAG12602	-
TAG12603	-
TAG12604	-
TAG12605	-
TAG12606	-
TAG12607	-
TAG12608	-
TAG12609	-
TAG12610	-
TAG12611	-
TAG12612	-
TAG12613	-
TAG12614	-
TAG12615	-
TAG12616	-
TAG12617	-
TAG12618	-
TAG12619	-
TAG12620	-
TAG12621	-
TAG12622	-
TAG12623	-
TAG12624	-
TAG12625	-
TAG12626	-
TAG12627	-
TAG12628	-
TAG12629	-
TAG12630	-
TAG12631	-
TAG12632	-
TAG12633	-
TAG12634	-
TAG12635	-
TAG12636	-
TAG12637	-
TAG12638	-
TAG12639	-
TAG12640	-
TAG12641	-
TAG12642	-
TAG12643	-
TAG12644	-
TAG12645	-
TAG12646	-
TAG12647	-
TAG12648	-
TAG12649	-
TAG12650	-
TAG12651	-
TAG12652	-
TAG12653	-
TAG12654	-
TAG12655	-
TAG12656	-
TAG12657	-
TAG12658	-
TAG12659	-
TAG12660	-
TAG12661	-
TAG12662	-
TAG12663	-
TAG12664	fig|31899.10.peg.621
TAG12665	-
TAG12666	-
TAG12667	-
TAG12668	-
TAG12669	-
TAG12670	-
TAG12671	-
TAG12672	-
TAG12673	-
TAG12674	-
TAG12675	-
TAG12676	-
TAG12677	-
TAG12678	-
TAG12679	fig|31899.10.peg.962
TAG12680	fig|31899.10.peg.1780
TAG12681	-
TAG12682	-
TAG12683	fig|31899.10.peg.2061
TAG12684	-
TAG12685	-
TAG12686	-
TAG12687	-
TAG12688	-
TAG12689	-
TAG12690	-
TAG12691	-
TAG12692	-
TAG12693	-
TAG12694	-
TAG12695	-
TAG12696	-
TAG12697	-
TAG12698	-
TAG12699	-
TAG12700	-
TAG12701	-
TAG12702	-
TAG12703	-
TAG12704	-
TAG12705	-
TAG12706	-
TAG12707	-
TAG12708	-
TAG12709	-
TAG12710	-
TAG12711	-
TAG12712	-
TAG12713	-
TAG12714	-
TAG12715	-
TAG12716	-
TAG12717	-
TAG12718	-
TAG12719	-
TAG12720	-
TAG12721	-
TAG12722	-
TAG12723	-
TAG12724	-
TAG12725	-
TAG12726	-
TAG12727	-
TAG12728	-
TAG12729	-
TAG12730	-
TAG12731	-
TAG12732	-
TAG12733	-
TAG12734	-
TAG12735	-
TAG12736	-
TAG12737	-
TAG12738	-
TAG12739	-
TAG12740	-
TAG12741	fig|31899.10.peg.2727
TAG12742	-
TAG12743	-
TAG12744	-
TAG12745	-
TAG12746	-
TAG12747	-
TAG12748	fig|31899.10.peg.2715
TAG12749	-
TAG12750	-
TAG12751	fig|31899.10.peg.2709
TAG12752	fig|31899.10.peg.2706
TAG12753	-
TAG12754	-
TAG12755	-
TAG12756	-
TAG12757	-
TAG12758	-
TAG12759	-
TAG12760	-
TAG12761	-
TAG12762	-
TAG12763	-
TAG12764	-
TAG12765	-
TAG12766	-
TAG12767	-
TAG12768	-
TAG12769	-
TAG12770	-
TAG12771	-
TAG12772	-
TAG12773	-
TAG12774	-
TAG12775	-
TAG12776	-
TAG12777	-
TAG12778	-
TAG12779	-
TAG12780	-
TAG12781	-
TAG12782	-
TAG12783	-
TAG12784	-
TAG12785	-
TAG12786	-
TAG12787	-
TAG12788	-
TAG12789	-
TAG12790	fig|31899.10.peg.1952
TAG12791	-
TAG12792	fig|31899.10.peg.1520
TAG12793	fig|31899.10.peg.1526
TAG12794	-
TAG12795	-
TAG12796	-
TAG12797	-
TAG12798	-
TAG12799	-
TAG12800	-
TAG12801	-
TAG12802	-
TAG12803	-
TAG12804	-
TAG12805	-
TAG12806	-
TAG12807	-
TAG12808	-
TAG12809	-
TAG12810	-
TAG12811	-
TAG12812	-
TAG12813	fig|31899.10.peg.1405
TAG12814	-
TAG12815	-
TAG12816	-
TAG12817	-
TAG12818	-
TAG12819	-
TAG12820	fig|31899.10.peg.2058
TAG12821	-
TAG12822	-
TAG12823	-
TAG12824	-
TAG12825	-
TAG12826	-
TAG12827	-
TAG12828	-
TAG12829	-
TAG12830	-
TAG12831	-
TAG12832	-
TAG12833	-
TAG12834	-
TAG12835	-
TAG12836	-
TAG12837	-
TAG12838	-
TAG12839	-
TAG12840	-
TAG12841	-
TAG12842	-
TAG12843	"fig|31899.10.peg.1411,fig|31899.10.peg.2820"
TAG12844	-
TAG12845	-
TAG12846	-
TAG12847	-
TAG12848	-
TAG12849	-
TAG12850	-
TAG12851	-
TAG12852	-
TAG12853	-
TAG12854	-
TAG12855	-
TAG12856	-
TAG12857	-
TAG12858	-
TAG12859	-
TAG12860	-
TAG12861	-
TAG12862	-
TAG12863	-
TAG12864	-
TAG12865	-
TAG12866	-
TAG12867	-
TAG12868	-
TAG12869	-
TAG12870	-
TAG12871	fig|31899.10.peg.1250
TAG12872	fig|31899.10.peg.1253
TAG12873	-
TAG12874	-
TAG12875	fig|31899.10.peg.1255
TAG12876	-
TAG12877	-
TAG12878	-
TAG12879	-
TAG12880	-
TAG12881	-
TAG12882	-
TAG12883	-
TAG12884	"fig|31899.10.peg.1809,fig|31899.10.peg.2521"
TAG12885	-
TAG12886	-
TAG12887	-
TAG12888	-
TAG12889	-
TAG12890	-
TAG12891	-
TAG12892	-
TAG12893	-
TAG12894	-
TAG12895	-
TAG12896	-
TAG12897	-
TAG12898	-
TAG12899	-
TAG12900	-
TAG12901	-
TAG12902	-
TAG12903	-
TAG12904	-
TAG12905	-
TAG12906	-
TAG12907	-
TAG12908	-
TAG12909	-
TAG12910	-
TAG12911	-
TAG12912	-
TAG12913	fig|31899.10.peg.1456
TAG12914	-
TAG12915	fig|31899.10.peg.1453
TAG12916	-
TAG12917	-
TAG12918	fig|31899.10.peg.1988
TAG12919	fig|31899.10.peg.1992
TAG12920	-
TAG12921	-
TAG12922	-
TAG12923	-
TAG12924	-
TAG12925	-
TAG12926	-
TAG12927	-
TAG12928	-
TAG12929	-
TAG12930	-
TAG12931	-
TAG12932	-
TAG12933	-
TAG12934	-
TAG12935	-
TAG12936	-
TAG12937	fig|31899.10.peg.2281
TAG12938	-
TAG12939	-
TAG12940	-
TAG12941	-
TAG12942	-
TAG12943	-
TAG12944	-
TAG12945	-
TAG12946	fig|31899.10.peg.1775
TAG12947	-
TAG12948	-
TAG12949	-
TAG12950	-
TAG12951	-
TAG12952	fig|31899.10.peg.2393
TAG12953	-
TAG12954	fig|31899.10.peg.1404
TAG12955	-
TAG12956	-
TAG12957	-
TAG12958	"fig|31899.10.peg.559,fig|31899.10.peg.837"
TAG12959	-
TAG12960	-
TAG12961	-
TAG12962	-
TAG12963	-
TAG12964	-
TAG12965	-
TAG12966	fig|31899.10.peg.2143
TAG12967	-
TAG12968	-
TAG12969	-
TAG12970	-
TAG12971	-
TAG12972	-
TAG12973	-
TAG12974	-
TAG12975	-
TAG12976	-
TAG12977	-
TAG12978	-
TAG12979	fig|31899.10.peg.1066
TAG12980	-
TAG12981	fig|31899.10.peg.1981
TAG12982	-
TAG12983	-
TAG12984	-
TAG12985	-
TAG12986	-
TAG12987	-
TAG12988	-
TAG12989	-
TAG12990	-
TAG12991	-
TAG12992	-
TAG12993	-
TAG12994	-
TAG12995	-
TAG12996	fig|31899.10.peg.1642
TAG12997	-
TAG12998	-
TAG12999	fig|31899.10.peg.1462
TAG13000	-
TAG13001	-
TAG13002	-
TAG13003	-
TAG13004	-
TAG13017	fig|31899.10.peg.1966
TAG13024	-
TAG13052	-
TAG13053	fig|31899.10.peg.1680
TAG13091	fig|31899.10.peg.1617
TAG13125	fig|31899.10.peg.1449
TAG13128	-
TAG13142	-
TAG13154	fig|31899.10.peg.729
TAG13183	-
TAG13215	-
TAG13220	fig|31899.10.peg.2327
TAG13231	fig|31899.10.peg.1564
TAG13268	"fig|31899.10.peg.1606,fig|31899.10.peg.1675"
TAG13282	fig|31899.10.peg.1481
TAG13302	-
TAG13303	fig|31899.10.peg.1231
TAG13361	fig|31899.10.peg.2133
TAG13364	-
TAG13365	-
TAG13393	fig|31899.10.peg.2195
TAG13416	-
TAG13433	-
TAG13438	-
TAG13450	fig|31899.10.peg.2295
TAG13460	-
TAG13485	fig|31899.10.peg.1541
TAG13547	"fig|31899.10.peg.1670,fig|31899.10.peg.781"
TAG13552	-
TAG13591	-
TAG13616	"fig|31899.10.peg.2650,fig|31899.10.peg.956"
TAG13628	-
TAG13634	-
TAG13644	-
TAG13675	"fig|31899.10.peg.1413,fig|31899.10.peg.1428"
TAG13689	-
TAG13697	fig|31899.10.peg.864
TAG13698	-
TAG13704	fig|31899.10.peg.1272
TAG13705	fig|31899.10.peg.2810
TAG13708	-
TAG13718	"fig|31899.10.peg.1282,fig|31899.10.peg.1671,fig|31899.10.peg.784"
TAG13735	fig|31899.10.peg.1325
TAG13752	fig|31899.10.peg.1287
TAG13754	-
TAG13766	fig|31899.10.peg.1717
TAG13767	-
TAG13781	-
TAG13783	-
TAG13804	fig|31899.10.peg.2711
TAG13806	fig|31899.10.peg.2716
TAG13823	fig|31899.10.peg.1745
TAG13829	-
TAG13831	fig|31899.10.peg.1448
TAG13832	fig|31899.10.peg.179
TAG13853	fig|31899.10.peg.1538
TAG13856	fig|31899.10.peg.1616
TAG13857	-
TAG13858	fig|31899.10.peg.1465
TAG13860	fig|31899.10.peg.1647
TAG13861	-
TAG13863	fig|31899.10.peg.1991
TAG13876	-
TAG13885	fig|31899.10.peg.2059
TAG13897	fig|31899.10.peg.2890
TAG13924	fig|31899.10.peg.1304
TAG13925	fig|31899.10.peg.2201
TAG13947	fig|31899.10.peg.544
TAG13969	-
TAG14002	"fig|31899.10.peg.1247,fig|31899.10.peg.2189,fig|31899.10.peg.857"
TAG14004	-
TAG14005	fig|31899.10.peg.1821
TAG14006	fig|31899.10.peg.1776
TAG14010	-
TAG14011	-
TAG14013	fig|31899.10.peg.1473
TAG14015	-
TAG14016	fig|31899.10.peg.2207
TAG14053	fig|31899.10.peg.519
TAG14070	fig|31899.10.peg.1633
TAG14079	-
TAG14089	"fig|31899.10.peg.679,fig|31899.10.peg.711"
TAG14091	fig|31899.10.peg.2151
TAG14092	fig|31899.10.peg.846
TAG14102	fig|31899.10.peg.510
TAG14109	-
TAG14115	fig|31899.10.peg.1155
TAG14120	fig|31899.10.peg.2497
TAG14127	-
TAG14142	-
TAG14150	fig|31899.10.peg.368
TAG14167	-
TAG14173	fig|31899.10.peg.2007
TAG14179	fig|31899.10.peg.875
TAG14180	-
TAG14192	fig|31899.10.peg.2267
TAG14196	-
TAG14201	-
TAG14204	-
TAG14206	-
TAG14221	fig|31899.10.peg.1894
TAG14222	fig|31899.10.peg.2126
TAG14233	fig|31899.10.peg.1965
TAG14236	fig|31899.10.peg.372
TAG14237	fig|31899.10.peg.1943
TAG14239	-
TAG14254	-
TAG14274	fig|31899.10.peg.1516
TAG14283	-
TAG14290	fig|31899.10.peg.1871
TAG14293	fig|31899.10.peg.1288
TAG14314	fig|31899.10.peg.866
TAG14315	fig|31899.10.peg.785
TAG14332	fig|31899.10.peg.2656
TAG14338	fig|31899.10.peg.2453
TAG14344	-
TAG14360	fig|31899.10.peg.1999
TAG14364	fig|31899.10.peg.941
TAG14365	fig|31899.10.peg.1736
TAG14366	fig|31899.10.peg.2037
TAG14379	fig|31899.10.peg.2090
TAG14402	-
TAG14407	"fig|31899.10.peg.136,fig|31899.10.peg.158,fig|31899.10.peg.2868"
TAG14418	-
TAG14421	fig|31899.10.peg.2313
TAG14422	"fig|31899.10.peg.1557,fig|31899.10.peg.2451"
TAG14429	fig|31899.10.peg.2539
TAG14430	"fig|31899.10.peg.1268,fig|31899.10.peg.2343"
TAG14440	fig|31899.10.peg.1929
TAG14445	fig|31899.10.peg.485
TAG14478	-
TAG14526	fig|31899.10.peg.2466
TAG14527	fig|31899.10.peg.2342
TAG14561	fig|31899.10.peg.2269
TAG14569	fig|31899.10.peg.1553
TAG14570	fig|31899.10.peg.569
TAG14584	-
TAG14599	-
TAG14604	"fig|31899.10.peg.1023,fig|31899.10.peg.1024"
TAG14612	fig|31899.10.peg.1737
TAG14615	fig|31899.10.peg.2044
TAG14618	fig|31899.10.peg.2436
TAG14620	fig|31899.10.peg.2049
TAG14623	fig|31899.10.peg.1820
TAG14626	fig|31899.10.peg.1904
TAG14627	fig|31899.10.peg.1059
TAG14628	fig|31899.10.peg.1406
TAG14655	fig|31899.10.peg.432
TAG14681	fig|31899.10.peg.1285
TAG14699	-
TAG14702	"fig|31899.10.peg.1009,fig|31899.10.peg.1262,fig|31899.10.peg.2799,fig|31899.10.peg.712"
TAG14719	fig|31899.10.peg.2712
TAG14728	"fig|31899.10.peg.1948,fig|31899.10.peg.1980,fig|31899.10.peg.464"
TAG14732	fig|31899.10.peg.1232
TAG14737	fig|31899.10.peg.1852
TAG14748	"fig|31899.10.peg.2019,fig|31899.10.peg.2941"
TAG14750	fig|31899.10.peg.1518
TAG14759	-
TAG14764	fig|31899.10.peg.2794
TAG14780	fig|31899.10.peg.405
TAG14785	fig|31899.10.peg.521
TAG14792	-
TAG14804	fig|31899.10.peg.1768
TAG14805	fig|31899.10.peg.379
TAG14823	fig|31899.10.peg.1495
TAG14830	-
TAG14858	fig|31899.10.peg.1065
TAG14881	-
TAG14891	fig|31899.10.peg.2439
TAG14905	fig|31899.10.peg.1867
TAG14918	-
TAG14968	-
TAG14995	-
TAG15004	-
TAG15010	-
TAG15020	-
TAG15026	-
TAG15027	fig|31899.10.peg.2315
TAG15030	-
TAG15031	-
TAG15032	-
TAG15033	-
TAG15048	-
TAG15062	"fig|31899.10.peg.237,fig|31899.10.peg.3056"
TAG15084	-
TAG15090	-
TAG15104	-
TAG15106	-
TAG15113	-
TAG15119	-
TAG15123	-
TAG15129	-
TAG15131	fig|31899.10.peg.2433
TAG15136	-
TAG15137	-
TAG15177	-
TAG15184	fig|31899.10.peg.1661
TAG15234	fig|31899.10.peg.2585
TAG15237	-
TAG15240	-
TAG15247	fig|31899.10.peg.1123
TAG15257	fig|31899.10.peg.2479
TAG15287	fig|31899.10.peg.887
TAG15288	fig|31899.10.peg.468
TAG15289	fig|31899.10.peg.1003
TAG15341	-
TAG15345	-
TAG15353	-
TAG15369	fig|31899.10.peg.97
TAG15389	-
TAG15393	-
TAG15395	fig|31899.10.peg.2759
TAG15400	-
TAG15410	-
TAG15424	-
TAG15438	-
TAG15444	fig|31899.10.peg.369
TAG15447	fig|31899.10.peg.1917
TAG15477	-
TAG15487	-
TAG15489	-
TAG15500	"fig|31899.10.peg.1712,fig|31899.10.peg.1995,fig|31899.10.peg.2302"
TAG15509	-
TAG15510	fig|31899.10.peg.1399
TAG15524	-
TAG15525	-
TAG15531	fig|31899.10.peg.2043
TAG15532	fig|31899.10.peg.1578
TAG15533	fig|31899.10.peg.883
TAG15534	fig|31899.10.peg.100
TAG15535	fig|31899.10.peg.101
TAG15536	fig|31899.10.peg.1010
TAG15537	fig|31899.10.peg.1011
TAG15538	fig|31899.10.peg.1017
TAG15539	fig|31899.10.peg.102
TAG15540	fig|31899.10.peg.1021
TAG15541	fig|31899.10.peg.103
TAG15542	"fig|31899.10.peg.1033,fig|31899.10.peg.2602,fig|31899.10.peg.88"
TAG15543	fig|31899.10.peg.1036
TAG15544	fig|31899.10.peg.1041
TAG15545	fig|31899.10.peg.1042
TAG15546	fig|31899.10.peg.1043
TAG15547	fig|31899.10.peg.1044
TAG15548	fig|31899.10.peg.1046
TAG15549	fig|31899.10.peg.1049
TAG15550	fig|31899.10.peg.104
TAG15551	fig|31899.10.peg.105
TAG15552	fig|31899.10.peg.1050
TAG15553	fig|31899.10.peg.1063
TAG15554	fig|31899.10.peg.106
TAG15555	fig|31899.10.peg.107
TAG15556	fig|31899.10.peg.108
TAG15557	fig|31899.10.peg.1098
TAG15558	fig|31899.10.peg.10
TAG15559	fig|31899.10.peg.11
TAG15560	fig|31899.10.peg.1106
TAG15561	fig|31899.10.peg.1108
TAG15562	fig|31899.10.peg.110
TAG15563	fig|31899.10.peg.111
TAG15564	fig|31899.10.peg.1113
TAG15565	fig|31899.10.peg.1117
TAG15566	fig|31899.10.peg.1121
TAG15567	fig|31899.10.peg.1122
TAG15568	fig|31899.10.peg.1124
TAG15569	fig|31899.10.peg.1126
TAG15570	fig|31899.10.peg.1127
TAG15571	fig|31899.10.peg.112
TAG15572	fig|31899.10.peg.1131
TAG15573	fig|31899.10.peg.1132
TAG15574	fig|31899.10.peg.1133
TAG15575	fig|31899.10.peg.1134
TAG15576	fig|31899.10.peg.1137
TAG15577	fig|31899.10.peg.113
TAG15578	fig|31899.10.peg.1140
TAG15579	fig|31899.10.peg.1141
TAG15580	fig|31899.10.peg.1147
TAG15581	fig|31899.10.peg.1148
