Tag	1094508.3	203119.11	31899.1	394503.7
TAG12888	-	fig|203119.11.peg.75|Cthe_0069	-	fig|394503.7.peg.2650|Ccel_2575
TAG12889	-	fig|203119.11.peg.763|Cthe_0725	-	-
TAG12890	-	fig|203119.11.peg.767|Cthe_0729	-	-
TAG12891	-	fig|203119.11.peg.769|Cthe_0731	-	-
TAG12892	-	fig|203119.11.peg.771|Cthe_0733	-	-
TAG12893	-	fig|203119.11.peg.772|Cthe_0734	-	-
TAG12894	-	fig|203119.11.peg.773|Cthe_0735	-	-
TAG12895	-	fig|203119.11.peg.774|Cthe_0736	-	-
TAG12896	-	fig|203119.11.peg.776	-	-
TAG12897	-	fig|203119.11.peg.777	-	-
TAG12898	-	fig|203119.11.peg.77|Cthe_0071	-	-
TAG12899	-	fig|203119.11.peg.782|Cthe_0742	-	-
TAG12900	-	fig|203119.11.peg.783|Cthe_0743	-	-
TAG12901	-	fig|203119.11.peg.784|Cthe_0744	-	-
TAG12902	-	fig|203119.11.peg.785	-	-
TAG12903	-	fig|203119.11.peg.787|Cthe_0746	-	-
TAG12904	-	fig|203119.11.peg.788|Cthe_0747	-	fig|394503.7.peg.925|Ccel_0892
TAG12905	fig|1094508.3.peg.2178|Tsac_2151	fig|203119.11.peg.78|Cthe_0072	-	-
TAG12906	-	fig|203119.11.peg.793|Cthe_0752	-	-
TAG12907	-	fig|203119.11.peg.794|Cthe_0753	-	-
TAG12908	-	fig|203119.11.peg.795	-	-
TAG12909	-	fig|203119.11.peg.796|Cthe_0754	-	-
TAG12910	-	fig|203119.11.peg.79|Cthe_0073	-	-
TAG12911	-	fig|203119.11.peg.7|Cthe_0007	-	-
TAG12912	-	fig|203119.11.peg.8	-	-
TAG12913	fig|1094508.3.peg.1795|Tsac_1771	fig|203119.11.peg.800|Cthe_0758	fig|31899.10.peg.1456|SAMN05216182_1254	fig|394503.7.peg.744|Ccel_0720
TAG12914	-	fig|203119.11.peg.802|Cthe_0760	-	-
TAG12915	fig|1094508.3.peg.1796|Tsac_1772	fig|203119.11.peg.803|Cthe_0761	fig|31899.10.peg.1453|SAMN05216182_1251	fig|394503.7.peg.741|Ccel_0717
TAG12916	-	fig|203119.11.peg.80|Cthe_0074	-	-
TAG12917	-	fig|203119.11.peg.81	-	-
TAG12918	fig|1094508.3.peg.1887|Tsac_1862	fig|203119.11.peg.815|Cthe_0773	fig|31899.10.peg.1988|SAMN05216182_1774	fig|394503.7.peg.1744|Ccel_1693
TAG12919	fig|1094508.3.peg.1893|Tsac_1868	fig|203119.11.peg.818|Cthe_0776	fig|31899.10.peg.1992|SAMN05216182_1778	fig|394503.7.peg.1747|Ccel_1696
TAG12920	-	fig|203119.11.peg.820|Cthe_0778	-	fig|394503.7.peg.1749|Ccel_1698
TAG12921	-	fig|203119.11.peg.821|Cthe_0779	-	-
TAG12922	-	fig|203119.11.peg.823|Cthe_0781	-	-
TAG12923	-	fig|203119.11.peg.824|Cthe_0782	-	-
TAG12924	-	fig|203119.11.peg.826|Cthe_0784	-	fig|394503.7.peg.642|Ccel_0620
TAG12925	-	fig|203119.11.peg.827|Cthe_0785	-	-
TAG12926	-	fig|203119.11.peg.82|Cthe_0075	-	-
TAG12927	-	fig|203119.11.peg.834|Cthe_0793	-	fig|394503.7.peg.617|Ccel_0595
TAG12928	-	fig|203119.11.peg.837|Cthe_0797	-	-
TAG12929	-	fig|203119.11.peg.838	-	-
TAG12930	-	fig|203119.11.peg.839|Cthe_0798	-	-
TAG12931	-	fig|203119.11.peg.83|Cthe_0076	-	-
TAG12932	-	fig|203119.11.peg.842|Cthe_0801	-	-
TAG12933	-	fig|203119.11.peg.843	-	-
TAG12934	-	fig|203119.11.peg.844|Cthe_0802	-	-
TAG12935	-	fig|203119.11.peg.848|Cthe_0806	-	-
TAG12936	-	fig|203119.11.peg.84|Cthe_0077	-	-
TAG12937	-	fig|203119.11.peg.852|Cthe_0810	fig|31899.10.peg.2281|SAMN05216182_2069	fig|394503.7.peg.2386|Ccel_2315
TAG12938	-	fig|203119.11.peg.859|Cthe_0817	-	-
TAG12939	"fig|1094508.3.peg.2694|Tsac_2656,fig|1094508.3.peg.425|Tsac_0421"	fig|203119.11.peg.85|Cthe_0078	-	fig|394503.7.peg.2741|Ccel_2664
TAG12940	-	fig|203119.11.peg.860|Cthe_0818	-	-
TAG12941	-	fig|203119.11.peg.862|Cthe_0820	-	-
TAG12942	-	fig|203119.11.peg.863|Cthe_0821	-	-
TAG12943	-	fig|203119.11.peg.866|Cthe_0824	-	-
TAG12944	-	fig|203119.11.peg.868|Cthe_0826	-	-
TAG12945	-	fig|203119.11.peg.86|Cthe_0079	-	-
TAG12946	fig|1094508.3.peg.1949|Tsac_1924	fig|203119.11.peg.871|Cthe_0829	fig|31899.10.peg.1775|SAMN05216182_1565	fig|394503.7.peg.1956|Ccel_1901
TAG12947	-	fig|203119.11.peg.878|Cthe_0836	-	-
TAG12948	-	fig|203119.11.peg.879	-	-
TAG12949	-	fig|203119.11.peg.87|Cthe_0080	-	-
TAG12950	fig|1094508.3.peg.1962|Tsac_1937	fig|203119.11.peg.887|Cthe_0844	-	fig|394503.7.peg.1970|Ccel_1915
TAG12951	-	fig|203119.11.peg.893	-	-
TAG12952	fig|1094508.3.peg.1979|Tsac_1954	fig|203119.11.peg.896|Cthe_0852	fig|31899.10.peg.2393|SAMN05216182_2179	fig|394503.7.peg.2485|Ccel_2410
TAG12953	-	fig|203119.11.peg.897|Cthe_0853	-	-
TAG12954	fig|1094508.3.peg.1437|Tsac_1417	fig|203119.11.peg.89|Cthe_0082	fig|31899.10.peg.1404|SAMN05216182_1209	fig|394503.7.peg.2642|Ccel_2568
TAG12955	-	fig|203119.11.peg.90	-	-
TAG12956	-	fig|203119.11.peg.901|Cthe_0857	-	-
TAG12957	-	fig|203119.11.peg.903|Cthe_0859	-	-
TAG12958	"fig|1094508.3.peg.2544|Tsac_2509,fig|1094508.3.peg.4|Tsac_0003"	"fig|203119.11.peg.1867|Cthe_1771,fig|203119.11.peg.904|Cthe_0860"	"fig|31899.10.peg.559|SAMN05216182_0418,fig|31899.10.peg.837|SAMN05216182_0679"	fig|394503.7.peg.1925|Ccel_1869
TAG12959	-	fig|203119.11.peg.905|Cthe_0861	-	-
TAG12960	-	fig|203119.11.peg.906|Cthe_0862	-	-
TAG12961	fig|1094508.3.peg.2055|Tsac_2029	fig|203119.11.peg.907|Cthe_0863	-	fig|394503.7.peg.581|Ccel_0561
TAG12962	-	fig|203119.11.peg.911|Cthe_0867	-	-
TAG12963	-	fig|203119.11.peg.912|Cthe_0868	-	-
TAG12964	-	fig|203119.11.peg.91|Cthe_0083	-	-
TAG12965	-	fig|203119.11.peg.920	-	-
TAG12966	fig|1094508.3.peg.1577|Tsac_1556	fig|203119.11.peg.922|Cthe_0877	fig|31899.10.peg.2143|SAMN05216182_1923	fig|394503.7.peg.612|Ccel_0590
TAG12967	-	fig|203119.11.peg.924|Cthe_0879	-	-
TAG12968	-	fig|203119.11.peg.926|Cthe_0881	-	-
TAG12969	-	fig|203119.11.peg.928|Cthe_0883	-	-
TAG12970	-	fig|203119.11.peg.92|Cthe_0084	-	-
TAG12971	-	fig|203119.11.peg.932|Cthe_0887	-	-
TAG12972	-	fig|203119.11.peg.933|Cthe_0888	-	-
TAG12973	-	fig|203119.11.peg.934|Cthe_0889	-	-
TAG12974	-	fig|203119.11.peg.939	-	-
TAG12975	-	fig|203119.11.peg.93|Cthe_0085	-	fig|394503.7.peg.2640|Ccel_2566
TAG12976	-	fig|203119.11.peg.940|Cthe_0894	-	fig|394503.7.peg.2952|Ccel_2869
TAG12977	-	fig|203119.11.peg.945|Cthe_0899	-	-
TAG12978	-	fig|203119.11.peg.94|Cthe_0086	-	-
TAG12979	fig|1094508.3.peg.1713|Tsac_1690	fig|203119.11.peg.950|Cthe_0904	fig|31899.10.peg.1066|SAMN05216182_0890	fig|394503.7.peg.556|Ccel_0536
TAG12980	-	fig|203119.11.peg.956|Cthe_0910	-	fig|394503.7.peg.630|Ccel_0608
TAG12981	fig|1094508.3.peg.291|Tsac_0289	fig|203119.11.peg.957|Cthe_0911	fig|31899.10.peg.1981|SAMN05216182_1767	fig|394503.7.peg.629|Ccel_0607
TAG12982	-	fig|203119.11.peg.958	-	-
TAG12983	-	fig|203119.11.peg.959|Cthe_0912	-	-
TAG12984	-	fig|203119.11.peg.961|Cthe_0914	-	-
TAG12985	-	fig|203119.11.peg.962|Cthe_0915	-	-
TAG12986	-	fig|203119.11.peg.963|Cthe_0916	-	-
TAG12987	-	fig|203119.11.peg.964|Cthe_0917	-	-
TAG12988	-	fig|203119.11.peg.965|Cthe_0918	-	-
TAG12989	-	fig|203119.11.peg.966|Cthe_0919	-	-
TAG12990	-	fig|203119.11.peg.967|Cthe_0920	-	-
TAG12991	-	fig|203119.11.peg.968|Cthe_0921	-	-
TAG12992	-	fig|203119.11.peg.969|Cthe_0922	-	fig|394503.7.peg.2609|Ccel_2533
TAG12993	-	fig|203119.11.peg.970|Cthe_0923	-	-
TAG12994	-	fig|203119.11.peg.971|Cthe_0924	-	-
TAG12995	-	fig|203119.11.peg.972|Cthe_0925	-	-
TAG12996	fig|1094508.3.peg.1780|Tsac_1756	fig|203119.11.peg.978|Cthe_0931	fig|31899.10.peg.1642|SAMN05216182_1438	fig|394503.7.peg.710|Ccel_0687
TAG12997	-	fig|203119.11.peg.986|Cthe_0939	-	-
TAG12998	-	fig|203119.11.peg.987|Cthe_0940	-	-
TAG12999	fig|1094508.3.peg.1868|Tsac_1843	fig|203119.11.peg.989|Cthe_0942	fig|31899.10.peg.1462|SAMN05216182_1260	fig|394503.7.peg.701|Ccel_0678
TAG13000	fig|1094508.3.peg.2147|Tsac_2120	fig|203119.11.peg.98|Cthe_0090	-	fig|394503.7.peg.2635|Ccel_2561
TAG13001	-	fig|203119.11.peg.990|Cthe_0943	-	-
TAG13002	-	fig|203119.11.peg.991|Cthe_0944	-	-
TAG13003	-	fig|203119.11.peg.9|Cthe_0008	-	-
TAG13004	fig|1094508.3.peg.355|Tsac_0352	-	-	fig|394503.7.peg.3532|Ccel_3453
TAG13005	-	-	-	-
TAG13006	-	-	-	-
TAG13007	-	-	-	-
TAG13008	-	-	-	-
TAG13009	-	-	-	-
TAG13010	-	-	-	-
TAG13011	-	-	-	-
TAG13012	-	-	-	-
TAG13013	-	-	-	-
TAG13014	-	-	-	-
TAG13015	-	-	-	-
TAG13016	-	-	-	-
TAG13017	fig|1094508.3.peg.1195|Tsac_1181	fig|203119.11.peg.3091|Cthe_2888	fig|31899.10.peg.1966|SAMN05216182_1752	fig|394503.7.peg.404|Ccel_0388
TAG13018	-	-	-	-
TAG13019	-	-	-	-
TAG13020	-	-	-	-
TAG13021	-	-	-	-
TAG13022	-	-	-	-
TAG13023	-	-	-	-
TAG13024	fig|1094508.3.peg.2558|Tsac_2523	fig|203119.11.peg.845|Cthe_0803	-	fig|394503.7.peg.615|Ccel_0593
TAG13025	-	-	-	-
TAG13026	-	-	-	-
TAG13027	-	-	-	-
TAG13028	-	-	-	-
TAG13029	-	-	-	-
TAG13030	-	-	-	-
TAG13031	-	-	-	-
TAG13032	-	-	-	-
TAG13033	-	-	-	-
TAG13034	-	-	-	-
TAG13035	-	-	-	-
TAG13036	-	-	-	-
TAG13037	-	-	-	-
TAG13038	-	-	-	-
TAG13039	-	-	-	-
TAG13040	-	-	-	-
TAG13041	-	-	-	-
TAG13042	-	-	-	-
TAG13043	-	-	-	-
TAG13044	-	-	-	-
TAG13045	-	-	-	-
TAG13046	-	-	-	-
TAG13047	-	-	-	-
TAG13048	-	-	-	-
TAG13049	-	-	-	-
TAG13050	-	-	-	-
TAG13051	-	-	-	-
TAG13052	fig|1094508.3.peg.1552|Tsac_1531	fig|203119.11.peg.587|Cthe_0564	-	fig|394503.7.peg.1570|Ccel_1526
TAG13053	fig|1094508.3.peg.1670|Tsac_1649	fig|203119.11.peg.2688|Cthe_2525	fig|31899.10.peg.1680|SAMN05216182_1473	fig|394503.7.peg.1315|Ccel_1274
TAG13054	-	-	-	-
TAG13055	-	-	-	-
TAG13056	-	-	-	-
TAG13057	-	-	-	-
TAG13058	-	-	-	-
TAG13059	-	-	-	-
TAG13060	-	-	-	-
TAG13061	-	-	-	-
TAG13062	-	-	-	-
TAG13063	-	-	-	-
TAG13064	-	-	-	-
TAG13065	-	-	-	-
TAG13066	-	-	-	-
TAG13067	-	-	-	-
TAG13068	-	-	-	-
TAG13069	-	-	-	-
TAG13070	-	-	-	-
TAG13071	-	-	-	-
TAG13072	-	-	-	-
TAG13073	-	-	-	-
TAG13074	-	-	-	-
TAG13075	-	-	-	-
TAG13076	-	-	-	-
TAG13077	-	-	-	-
TAG13078	-	-	-	-
TAG13079	-	-	-	-
TAG13080	-	-	-	-
TAG13081	-	-	-	-
TAG13082	-	-	-	-
TAG13083	-	-	-	-
TAG13084	-	-	-	-
TAG13085	-	-	-	-
TAG13086	-	-	-	-
TAG13087	-	-	-	-
TAG13088	-	-	-	-
TAG13089	-	-	-	-
TAG13090	-	-	-	-
TAG13091	fig|1094508.3.peg.1544|Tsac_1523	fig|203119.11.peg.1011|Cthe_0962	fig|31899.10.peg.1617|SAMN05216182_1413	"fig|394503.7.peg.1305|Ccel_1265,fig|394503.7.peg.546|Ccel_0526"
TAG13092	-	-	-	-
TAG13093	-	-	-	-
TAG13094	-	-	-	-
TAG13095	-	-	-	-
TAG13096	-	-	-	-
TAG13097	-	-	-	-
TAG13098	-	-	-	-
TAG13099	-	-	-	-
TAG13100	-	-	-	-
TAG13101	-	-	-	-
TAG13102	-	-	-	-
TAG13103	-	-	-	-
TAG13104	-	-	-	-
TAG13105	-	-	-	-
TAG13106	-	-	-	-
TAG13107	-	-	-	-
TAG13108	-	-	-	-
TAG13109	-	-	-	-
TAG13110	-	-	-	-
TAG13111	-	-	-	-
TAG13112	-	-	-	-
TAG13113	-	-	-	-
TAG13114	-	-	-	-
TAG13115	-	-	-	-
TAG13116	-	-	-	-
TAG13117	-	-	-	-
TAG13118	-	-	-	-
TAG13119	-	-	-	-
TAG13120	-	-	-	-
TAG13121	-	-	-	-
TAG13122	-	-	-	-
TAG13123	-	-	-	-
TAG13124	-	-	-	-
TAG13125	fig|1094508.3.peg.1790|Tsac_1766	fig|203119.11.peg.808|Cthe_0766	fig|31899.10.peg.1449|SAMN05216182_1248	fig|394503.7.peg.737|Ccel_0713
TAG13126	-	-	-	-
TAG13127	-	-	-	-
TAG13128	-	fig|203119.11.peg.1345|Cthe_1275	-	fig|394503.7.peg.1934|Ccel_1879
TAG13129	-	-	-	-
TAG13130	-	-	-	-
TAG13131	-	-	-	-
TAG13132	-	-	-	-
TAG13133	-	-	-	-
TAG13134	-	-	-	-
TAG13135	-	-	-	-
TAG13136	-	-	-	-
TAG13137	-	-	-	-
TAG13138	-	-	-	-
TAG13139	-	-	-	-
TAG13140	-	-	-	-
TAG13141	-	-	-	-
TAG13142	fig|1094508.3.peg.2687|Tsac_2650	-	-	-
TAG13143	-	-	-	-
TAG13144	-	-	-	-
TAG13145	-	-	-	-
TAG13146	-	-	-	-
TAG13147	-	-	-	-
TAG13148	-	-	-	-
TAG13149	-	-	-	-
TAG13150	-	-	-	-
TAG13151	-	-	-	-
TAG13152	-	-	-	-
TAG13153	-	-	-	-
TAG13154	-	-	fig|31899.10.peg.729|SAMN05216182_0572	fig|394503.7.peg.2069|Ccel_2013
TAG13155	-	-	-	-
TAG13156	-	-	-	-
TAG13157	-	-	-	-
TAG13158	-	-	-	-
TAG13159	-	-	-	-
TAG13160	-	-	-	-
TAG13161	-	-	-	-
TAG13162	-	-	-	-
TAG13163	-	-	-	-
TAG13164	-	-	-	-
TAG13165	-	-	-	-
TAG13166	-	-	-	-
TAG13167	-	-	-	-
TAG13168	-	-	-	-
TAG13169	-	-	-	-
TAG13170	-	-	-	-
TAG13171	-	-	-	-
TAG13172	-	-	-	-
TAG13173	-	-	-	-
TAG13174	-	-	-	-
TAG13175	-	-	-	-
TAG13176	-	-	-	-
TAG13177	-	-	-	-
TAG13178	-	-	-	-
TAG13179	-	-	-	-
TAG13180	-	-	-	-
TAG13181	-	-	-	-
TAG13182	-	-	-	-
TAG13183	-	fig|203119.11.peg.2631|Cthe_2474	-	-
TAG13184	-	-	-	-
TAG13185	-	-	-	-
TAG13186	-	-	-	-
TAG13187	-	-	-	-
TAG13188	-	-	-	-
TAG13189	-	-	-	-
TAG13190	-	-	-	-
TAG13191	-	-	-	-
TAG13192	-	-	-	-
TAG13193	-	-	-	-
TAG13194	-	-	-	-
TAG13195	-	-	-	-
TAG13196	-	-	-	-
TAG13197	-	-	-	-
TAG13198	-	-	-	-
TAG13199	-	-	-	-
TAG13200	-	-	-	-
TAG13201	-	-	-	-
TAG13202	-	-	-	-
TAG13203	-	-	-	-
TAG13204	-	-	-	-
TAG13205	-	-	-	-
TAG13206	-	-	-	-
TAG13207	-	-	-	-
TAG13208	-	-	-	-
TAG13209	-	-	-	-
TAG13210	-	-	-	-
TAG13211	-	-	-	-
TAG13212	-	-	-	-
TAG13213	-	-	-	-
TAG13214	-	-	-	-
TAG13215	fig|1094508.3.peg.1239|Tsac_1225	-	-	-
TAG13216	-	-	-	-
TAG13217	-	-	-	-
TAG13218	-	-	-	-
TAG13219	-	-	-	-
TAG13220	fig|1094508.3.peg.1836|Tsac_1812	fig|203119.11.peg.1056|Cthe_1005	fig|31899.10.peg.2327|SAMN05216182_2114	fig|394503.7.peg.461|Ccel_0443
TAG13221	-	-	-	-
TAG13222	-	-	-	-
TAG13223	-	-	-	-
TAG13224	-	-	-	-
TAG13225	-	-	-	-
TAG13226	-	-	-	-
TAG13227	-	-	-	-
TAG13228	-	-	-	-
TAG13229	-	-	-	-
TAG13230	-	-	-	-
TAG13231	fig|1094508.3.peg.685|Tsac_0676	fig|203119.11.peg.3232|Cthe_3023	fig|31899.10.peg.1564|SAMN05216182_1362	"fig|394503.7.peg.1741|Ccel_1690,fig|394503.7.peg.3448|Ccel_3370"
TAG13232	-	-	-	-
TAG13233	-	-	-	-
TAG13234	-	-	-	-
TAG13235	-	-	-	-
TAG13236	-	-	-	-
TAG13237	-	-	-	-
TAG13238	-	-	-	-
TAG13239	-	-	-	-
TAG13240	-	-	-	-
TAG13241	-	-	-	-
TAG13242	-	-	-	-
TAG13243	-	-	-	-
TAG13244	-	-	-	-
TAG13245	-	-	-	-
TAG13246	-	-	-	-
TAG13247	-	-	-	-
TAG13248	-	-	-	-
TAG13249	-	-	-	-
TAG13250	-	-	-	-
TAG13251	-	-	-	-
TAG13252	-	-	-	-
TAG13253	-	-	-	-
TAG13254	-	-	-	-
TAG13255	-	-	-	-
TAG13256	-	-	-	-
TAG13257	-	-	-	-
TAG13258	-	-	-	-
TAG13259	-	-	-	-
TAG13260	-	-	-	-
TAG13261	-	-	-	-
TAG13262	-	-	-	-
TAG13263	-	-	-	-
TAG13264	-	-	-	-
TAG13265	-	-	-	-
TAG13266	-	-	-	-
TAG13267	-	-	-	-
TAG13268	"fig|1094508.3.peg.1334|Tsac_1320,fig|1094508.3.peg.1681|Tsac_1660"	"fig|203119.11.peg.1656|Cthe_1559,fig|203119.11.peg.1949|Cthe_1842,fig|203119.11.peg.2981|Cthe_2799"	"fig|31899.10.peg.1606|SAMN05216182_1403,fig|31899.10.peg.1675|SAMN05216182_1468"	fig|394503.7.peg.3408|Ccel_3332
TAG13269	-	-	-	-
TAG13270	-	-	-	-
TAG13271	-	-	-	-
TAG13272	-	-	-	-
TAG13273	-	-	-	-
TAG13274	-	-	-	-
TAG13275	-	-	-	-
TAG13276	-	-	-	-
TAG13277	-	-	-	-
TAG13278	-	-	-	-
TAG13279	-	-	-	-
TAG13280	-	-	-	-
TAG13281	-	-	-	-
TAG13282	fig|1094508.3.peg.1952|Tsac_1927	fig|203119.11.peg.875|Cthe_0833	fig|31899.10.peg.1481|SAMN05216182_1279	fig|394503.7.peg.1959|Ccel_1904
TAG13283	-	-	-	-
TAG13284	-	-	-	-
TAG13285	-	-	-	-
TAG13286	-	-	-	-
TAG13287	-	-	-	-
TAG13288	-	-	-	-
TAG13289	-	-	-	-
TAG13290	-	-	-	-
TAG13291	-	-	-	-
TAG13292	-	-	-	-
TAG13293	-	-	-	-
TAG13294	-	-	-	-
TAG13295	-	-	-	-
TAG13296	-	-	-	-
TAG13297	-	-	-	-
TAG13298	-	-	-	-
TAG13299	-	-	-	-
TAG13300	-	-	-	-
TAG13301	-	-	-	-
TAG13302	fig|1094508.3.peg.1593|Tsac_1571	-	-	-
TAG13303	fig|1094508.3.peg.1585|Tsac_1563	fig|203119.11.peg.1029|Cthe_0979	fig|31899.10.peg.1231|SAMN05216182_1043	fig|394503.7.peg.496|Ccel_0478
TAG13304	-	-	-	-
TAG13305	-	-	-	-
TAG13306	-	-	-	-
TAG13307	-	-	-	-
TAG13308	-	-	-	-
TAG13309	-	-	-	-
TAG13310	-	-	-	-
TAG13311	-	-	-	-
TAG13312	-	-	-	-
TAG13313	-	-	-	-
TAG13314	-	-	-	-
TAG13315	-	-	-	-
TAG13316	-	-	-	-
TAG13317	-	-	-	-
TAG13318	-	-	-	-
TAG13319	-	-	-	-
TAG13320	-	-	-	-
TAG13321	-	-	-	-
TAG13322	-	-	-	-
TAG13323	-	-	-	-
TAG13324	-	-	-	-
TAG13325	-	-	-	-
TAG13326	-	-	-	-
TAG13327	-	-	-	-
TAG13328	-	-	-	-
TAG13329	-	-	-	-
TAG13330	-	-	-	-
TAG13331	-	-	-	-
TAG13332	-	-	-	-
TAG13333	-	-	-	-
TAG13334	-	-	-	-
TAG13335	-	-	-	-
TAG13336	-	-	-	-
TAG13337	-	-	-	-
TAG13338	-	-	-	-
TAG13339	-	-	-	-
TAG13340	-	-	-	-
TAG13341	-	-	-	-
TAG13342	-	-	-	-
TAG13343	-	-	-	-
TAG13344	-	-	-	-
TAG13345	-	-	-	-
TAG13346	-	-	-	-
TAG13347	-	-	-	-
TAG13348	-	-	-	-
TAG13349	-	-	-	-
TAG13350	-	-	-	-
TAG13351	-	-	-	-
TAG13352	-	-	-	fig|394503.7.peg.643|Ccel_0621
TAG13353	-	-	-	-
TAG13354	-	-	-	-
TAG13355	-	-	-	-
TAG13356	-	-	-	-
TAG13357	-	-	-	-
TAG13358	-	-	-	-
TAG13359	-	-	-	-
TAG13360	-	-	-	-
TAG13361	"fig|1094508.3.peg.1655|Tsac_1634,fig|1094508.3.peg.2022|Tsac_1996"	fig|203119.11.peg.383|Cthe_0360	fig|31899.10.peg.2133|SAMN05216182_1914	fig|394503.7.peg.2274|Ccel_2211
TAG13362	-	-	-	-
TAG13363	-	-	-	-
TAG13364	-	fig|203119.11.peg.1602|Cthe_1512	-	-
TAG13365	-	fig|203119.11.peg.1601|Cthe_1511	-	-
TAG13366	-	-	-	-
TAG13367	-	-	-	-
TAG13368	-	-	-	fig|394503.7.peg.135|Ccel_0129
TAG13369	-	-	-	-
TAG13370	-	-	-	-
TAG13371	-	-	-	-
TAG13372	-	-	-	-
TAG13373	-	-	-	-
TAG13374	-	-	-	-
TAG13375	-	-	-	-
TAG13376	-	-	-	-
TAG13377	-	-	-	-
TAG13378	-	-	-	-
TAG13379	-	-	-	-
TAG13380	-	-	-	-
TAG13381	-	-	-	-
TAG13382	-	-	-	-
TAG13383	-	-	-	-
TAG13384	-	-	-	-
TAG13385	-	-	-	-
TAG13386	-	-	-	-
TAG13387	-	-	-	-
TAG13388	-	-	-	-
TAG13389	-	-	-	-
TAG13390	-	-	-	-
TAG13391	-	-	-	-
TAG13392	-	-	-	-
TAG13393	fig|1094508.3.peg.1056|Tsac_1044	fig|203119.11.peg.3140|Cthe_2937	fig|31899.10.peg.2195|SAMN05216182_1977	fig|394503.7.peg.820|Ccel_0792
TAG13394	-	-	-	-
TAG13395	-	-	-	-
TAG13396	-	-	-	-
TAG13397	-	-	-	-
TAG13398	-	-	-	-
TAG13399	-	-	-	-
TAG13400	-	-	-	-
TAG13401	-	-	-	-
TAG13402	-	-	-	-
TAG13403	-	-	-	-
TAG13404	-	-	-	-
TAG13405	-	-	-	-
TAG13406	-	-	-	-
TAG13407	-	-	-	-
TAG13408	-	-	-	-
TAG13409	-	-	-	-
TAG13410	-	-	-	-
TAG13411	-	-	-	-
TAG13412	-	-	-	-
TAG13413	-	-	-	-
TAG13414	-	-	-	-
TAG13415	-	-	-	-
TAG13416	fig|1094508.3.peg.1411|Tsac_1393	fig|203119.11.peg.232|Cthe_0217	-	fig|394503.7.peg.1487|Ccel_1445
TAG13417	-	-	-	-
TAG13418	-	-	-	-
TAG13419	-	-	-	-
TAG13420	-	-	-	-
TAG13421	-	-	-	-
TAG13422	-	-	-	-
TAG13423	-	-	-	-
TAG13424	-	-	-	-
TAG13425	-	-	-	-
TAG13426	-	-	-	-
TAG13427	-	-	-	-
TAG13428	-	-	-	-
TAG13429	-	-	-	-
TAG13430	-	-	-	-
TAG13431	-	-	-	-
TAG13432	-	-	-	-
TAG13433	fig|1094508.3.peg.2546|Tsac_2511	-	-	-
TAG13434	-	-	-	-
TAG13435	-	-	-	-
TAG13436	-	-	-	-
TAG13437	-	-	-	-
TAG13438	fig|1094508.3.peg.1565|Tsac_1544	-	-	-
TAG13439	-	-	-	-
TAG13440	-	-	-	-
TAG13441	-	-	-	-
TAG13442	-	-	-	-
TAG13443	-	-	-	-
TAG13444	-	-	-	-
TAG13445	-	-	-	-
TAG13446	-	-	-	-
TAG13447	-	-	-	-
TAG13448	-	-	-	-
TAG13449	-	-	-	-
TAG13450	fig|1094508.3.peg.563|Tsac_0557	fig|203119.11.peg.464|Cthe_0439	fig|31899.10.peg.2295|SAMN05216182_2083	fig|394503.7.peg.2127|Ccel_2070
TAG13451	-	-	-	-
TAG13452	-	-	-	-
TAG13453	-	-	-	-
TAG13454	-	-	-	-
TAG13455	-	-	-	-
TAG13456	-	-	-	-
TAG13457	-	-	-	-
TAG13458	-	-	-	-
TAG13459	-	-	-	-
TAG13460	fig|1094508.3.peg.2623|Tsac_2586	-	-	-
TAG13461	-	-	-	-
TAG13462	-	-	-	-
TAG13463	-	-	-	-
TAG13464	-	-	-	-
TAG13465	-	-	-	-
TAG13466	-	-	-	-
TAG13467	-	-	-	-
TAG13468	-	-	-	-
TAG13469	-	-	-	-
TAG13470	-	-	-	-
TAG13471	-	-	-	-
TAG13472	-	-	-	-
TAG13473	-	-	-	-
TAG13474	-	-	-	-
TAG13475	-	-	-	-
TAG13476	-	-	-	-
TAG13477	-	-	-	-
TAG13478	-	-	-	-
TAG13479	-	-	-	-
TAG13480	-	-	-	-
TAG13481	-	-	-	-
TAG13482	-	-	-	-
TAG13483	-	-	-	-
TAG13484	-	-	-	-
TAG13485	fig|1094508.3.peg.1199|Tsac_1185	fig|203119.11.peg.1115|Cthe_1058	fig|31899.10.peg.1541|SAMN05216182_1339	fig|394503.7.peg.1731|Ccel_1680
TAG13486	-	-	-	-
TAG13487	-	-	-	-
TAG13488	-	-	-	-
TAG13489	-	-	-	-
TAG13490	-	-	-	-
TAG13491	-	-	-	-
TAG13492	-	-	-	-
TAG13493	-	-	-	-
TAG13494	-	-	-	-
TAG13495	-	-	-	-
TAG13496	-	-	-	-
TAG13497	-	-	-	-
TAG13498	-	-	-	-
TAG13499	-	-	-	-
TAG13500	-	-	-	-
TAG13501	-	-	-	-
TAG13502	-	-	-	-
TAG13503	-	-	-	-
TAG13504	-	-	-	-
TAG13505	-	-	-	-
TAG13506	-	-	-	-
TAG13507	-	-	-	-
TAG13508	-	-	-	-
TAG13509	-	-	-	-
TAG13510	-	-	-	-
TAG13511	-	-	-	-
TAG13512	-	-	-	-
TAG13513	-	-	-	-
TAG13514	-	-	-	-
