Tag	1094508.3	203119.11	394503.7
TAG15976	Tsac_1601	-	-
TAG15977	-	-	-
TAG15978	Tsac_0643	-	Ccel_1649
TAG15979	-	-	-
TAG15980	-	-	-
TAG15981	-	-	-
TAG15982	-	-	-
TAG15983	-	-	-
TAG15984	-	-	-
TAG15985	-	-	-
TAG15986	-	-	-
TAG15987	-	-	-
TAG15988	-	-	-
TAG15989	-	-	-
TAG15990	-	-	-
TAG15991	-	-	-
TAG15992	-	-	-
TAG15993	-	-	-
TAG15994	-	-	-
TAG15995	-	-	-
TAG15996	-	-	-
TAG15997	-	-	-
TAG15998	-	-	-
TAG15999	-	-	-
TAG16000	-	-	-
TAG16001	-	-	-
TAG16002	-	-	-
TAG16003	-	-	-
TAG16004	-	-	-
TAG16005	-	-	-
TAG16006	-	-	-
TAG16007	-	-	-
TAG16008	-	-	-
TAG16009	-	-	-
TAG16010	-	-	-
TAG16011	-	-	-
TAG16012	-	-	-
TAG16013	-	-	-
TAG16014	-	-	-
TAG16015	-	-	-
TAG16016	-	-	-
TAG16017	-	-	-
TAG16018	-	-	-
TAG16019	-	-	-
TAG16020	-	-	-
TAG16021	-	-	-
TAG16022	-	-	-
TAG16023	-	-	-
TAG16024	-	-	-
TAG16025	-	-	-
TAG16026	-	-	-
TAG16027	-	-	-
TAG16028	-	-	-
TAG16029	-	-	-
TAG16030	-	-	-
TAG16031	-	-	-
TAG16032	-	-	-
TAG16033	-	-	-
TAG16034	-	-	-
TAG16035	-	-	-
TAG16036	-	-	-
TAG16037	-	-	-
TAG16038	-	-	-
TAG16039	-	-	-
TAG16040	-	-	-
TAG16041	-	-	-
TAG16042	-	-	-
TAG16043	-	-	-
TAG16044	-	-	-
TAG16045	-	-	-
TAG16046	-	-	-
TAG16047	-	-	-
TAG16048	Tsac_0204	-	-
TAG16049	Tsac_0206	-	-
TAG16050	-	-	-
TAG16051	-	-	-
TAG16052	-	-	-
TAG16053	-	-	-
TAG16054	-	-	-
TAG16055	-	-	-
TAG16056	-	-	-
TAG16057	-	-	-
TAG16058	-	-	-
TAG16059	-	-	-
TAG16060	-	-	-
TAG16061	-	-	-
TAG16062	-	-	-
TAG16063	-	-	-
TAG16064	-	-	-
TAG16065	-	-	-
TAG16066	-	-	-
TAG16067	-	-	-
TAG16068	-	-	-
TAG16069	-	-	-
TAG16070	-	-	-
TAG16071	-	-	-
TAG16072	-	-	-
TAG16073	-	-	-
TAG16074	-	-	-
TAG16075	-	-	-
TAG16076	-	-	-
TAG16077	-	-	-
TAG16078	-	-	-
TAG16079	-	-	-
TAG16080	-	-	-
TAG16081	-	-	-
TAG16082	-	-	-
TAG16083	-	-	-
TAG16084	-	-	-
TAG16085	-	-	-
TAG16086	-	-	-
TAG16087	-	-	-
TAG16088	-	-	-
TAG16089	-	-	-
TAG16090	-	-	-
TAG16091	-	-	-
TAG16092	-	-	-
TAG16093	-	-	-
TAG16094	-	-	-
TAG16095	-	-	-
TAG16096	-	-	-
TAG16097	-	-	-
TAG16098	-	-	-
TAG16099	-	-	-
TAG16100	-	-	-
TAG16101	-	-	-
TAG16102	-	-	-
TAG16103	-	-	-
TAG16104	-	-	-
TAG16105	-	-	-
TAG16106	-	-	-
TAG16107	-	-	-
TAG16108	-	-	-
TAG16109	-	-	-
TAG16110	-	-	-
TAG16111	-	-	-
TAG16112	-	-	-
TAG16113	-	-	-
TAG16114	-	-	-
TAG16115	-	-	-
TAG16116	-	-	-
TAG16117	-	-	-
TAG16118	-	-	-
TAG16119	-	-	-
TAG16120	-	-	-
TAG16121	-	-	-
TAG16122	-	-	-
TAG16123	-	-	-
TAG16124	-	-	-
TAG16125	-	-	-
TAG16126	-	-	-
TAG16127	-	-	-
TAG16128	-	-	-
TAG16129	-	-	-
TAG16130	-	-	-
TAG16131	-	-	-
TAG16132	-	-	-
TAG16133	-	-	-
TAG16134	-	-	-
TAG16135	-	-	-
TAG16136	-	-	-
TAG16137	-	-	-
TAG16138	-	-	-
TAG16139	-	-	-
TAG16140	-	-	-
TAG16141	-	-	-
TAG16142	-	-	-
TAG16143	-	-	-
TAG16144	-	-	-
TAG16145	-	-	-
TAG16146	-	-	-
TAG16147	-	-	-
TAG16148	-	-	-
TAG16149	-	-	-
TAG16150	-	-	-
TAG16151	-	-	-
TAG16152	-	-	-
TAG16153	-	-	-
TAG16154	-	-	-
TAG16155	-	-	-
TAG16156	-	-	-
TAG16157	-	-	-
TAG16158	-	-	-
TAG16159	-	-	-
TAG16160	-	-	-
TAG16161	-	-	-
TAG16162	-	-	-
TAG16163	-	-	-
TAG16164	-	-	-
TAG16165	-	-	-
TAG16166	-	-	-
TAG16167	-	-	-
TAG16168	-	-	-
TAG16169	-	-	-
TAG16170	-	-	-
TAG16171	-	-	-
TAG16172	-	-	-
TAG16173	-	-	-
TAG16174	-	-	-
TAG16175	-	-	-
TAG16176	-	-	-
TAG16177	-	-	-
TAG16178	-	-	-
TAG16179	-	-	-
TAG16180	-	-	-
TAG16181	-	-	-
TAG16182	-	-	-
TAG16183	-	-	-
TAG16184	-	-	-
TAG16185	-	-	-
TAG16186	-	-	-
TAG16187	-	-	-
TAG16188	-	-	-
TAG16189	-	-	-
TAG16190	-	-	-
TAG16191	-	-	-
TAG16192	-	-	-
TAG16193	-	-	-
TAG16194	-	-	-
TAG16195	-	-	-
TAG16196	-	-	-
TAG16197	-	-	-
TAG16198	-	-	-
TAG16199	-	-	-
TAG16200	-	-	-
TAG16201	-	-	-
TAG16202	-	-	-
TAG16203	-	-	-
TAG16204	-	-	-
TAG16205	-	-	-
TAG16206	-	-	-
TAG16207	-	-	-
TAG16208	-	-	-
TAG16209	-	-	-
TAG16210	-	-	-
TAG16211	-	-	-
TAG16212	-	-	-
TAG16213	-	-	-
TAG16214	-	-	-
TAG16215	-	-	-
TAG16216	-	-	-
TAG16217	-	-	-
TAG16218	-	-	-
TAG16219	-	-	-
TAG16220	-	-	-
TAG16221	-	-	-
TAG16222	-	-	-
TAG16223	-	-	-
TAG16224	-	-	-
TAG16225	-	-	-
TAG16226	-	-	-
TAG16227	-	-	-
TAG16228	-	-	-
TAG16229	-	-	-
TAG16230	-	-	-
TAG16231	-	-	-
TAG16232	Tsac_0835	-	-
TAG16233	Tsac_0837	-	-
TAG16234	-	-	-
TAG16235	-	-	-
TAG16236	Tsac_1453	Cthe_3063	Ccel_0210
TAG16237	-	-	-
TAG16238	-	-	-
TAG16239	-	-	-
TAG16240	-	-	-
TAG16241	-	-	-
TAG16242	-	-	-
TAG16243	-	-	-
TAG16244	-	-	-
TAG16245	-	-	-
TAG16246	-	-	-
TAG16247	-	-	-
TAG16248	Tsac_1164	-	-
TAG16249	-	-	-
TAG16250	-	-	-
TAG16251	-	-	-
TAG16252	-	-	-
TAG16253	-	-	-
TAG16254	-	-	-
TAG16255	-	-	-
TAG16256	-	-	-
TAG16257	-	-	-
TAG16258	-	-	-
TAG16259	-	-	-
TAG16260	-	-	-
TAG16261	-	-	-
TAG16262	-	-	-
TAG16263	-	-	-
TAG16264	-	-	-
TAG16265	-	-	-
TAG16266	-	-	-
TAG16267	-	-	-
TAG16268	-	-	-
TAG16269	-	-	-
TAG16270	-	-	-
TAG16271	-	-	-
TAG16272	-	-	-
TAG16273	-	-	-
TAG16274	-	-	-
TAG16275	-	-	-
TAG16276	-	-	-
TAG16277	-	-	-
TAG16278	-	-	-
TAG16279	-	-	-
TAG16280	-	-	-
TAG16281	-	-	-
TAG16282	-	-	-
TAG16283	-	-	-
TAG16284	-	-	-
TAG16285	-	-	-
TAG16286	-	-	-
TAG16287	-	-	-
TAG16288	-	-	-
TAG16289	-	-	-
TAG16290	-	-	-
TAG16291	-	-	-
TAG16292	-	-	-
TAG16293	-	-	-
TAG16294	-	-	-
TAG16295	-	-	-
TAG16296	-	-	-
TAG16297	-	-	-
TAG16298	-	-	-
TAG16299	-	-	-
TAG16300	-	-	-
TAG16301	-	-	-
TAG16302	-	-	-
TAG16303	-	-	-
TAG16304	-	-	-
TAG16305	-	-	-
TAG16306	-	-	-
TAG16307	-	-	-
TAG16308	-	-	-
TAG16309	-	-	-
TAG16310	-	-	-
TAG16311	-	-	-
TAG16312	-	-	-
TAG16313	-	-	-
TAG16314	-	-	-
TAG16315	-	-	-
TAG16316	-	-	-
TAG16317	-	-	-
TAG16318	-	-	-
TAG16319	-	-	-
TAG16320	-	-	-
TAG16321	-	-	-
TAG16322	-	-	-
TAG16323	-	-	-
TAG16324	-	-	-
TAG16325	-	-	-
TAG16326	-	-	-
TAG16327	-	-	-
TAG16328	-	-	-
TAG16329	-	-	-
TAG16330	-	-	-
TAG16331	-	-	Ccel_2274
TAG16332	-	-	-
TAG16333	-	-	-
TAG16334	-	-	-
TAG16335	-	-	-
TAG16336	-	-	-
TAG16337	-	-	-
TAG16338	-	-	-
TAG16339	-	-	-
TAG16340	-	-	-
TAG16341	-	-	-
TAG16342	-	-	-
TAG16343	-	-	-
TAG16344	-	-	-
TAG16345	-	-	-
TAG16346	-	-	-
TAG16347	-	-	-
TAG16348	-	-	-
TAG16349	-	-	-
TAG16350	-	-	-
TAG16351	-	-	-
TAG16352	-	-	-
TAG16353	-	-	-
TAG16354	-	-	-
TAG16355	-	-	-
TAG16356	-	-	-
TAG16357	-	-	-
TAG16358	-	-	-
TAG16359	-	-	-
TAG16360	-	-	-
TAG16361	-	-	-
TAG16362	-	-	-
TAG16363	-	-	-
TAG16364	-	-	-
TAG16365	-	-	-
TAG16366	-	-	-
TAG16367	-	-	-
TAG16368	-	-	-
TAG16369	-	-	-
TAG16370	-	-	-
TAG16371	-	-	-
TAG16372	-	-	-
TAG16373	-	-	-
TAG16374	-	-	-
TAG16375	-	-	-
TAG16376	-	-	-
TAG16377	-	-	-
TAG16378	-	-	-
TAG16379	-	-	-
TAG16380	-	-	-
TAG16381	-	-	-
TAG16382	-	-	-
TAG16383	-	-	-
TAG16384	-	-	-
TAG16390	"Tsac_1572,Tsac_0190"	"Cthe_1075,Cthe_1076"	"Ccel_0569,Ccel_0570"
TAG16413	-	-	-
TAG16415	-	-	-
TAG16417	-	Cthe_1398	Ccel_1207
TAG16447	Tsac_1252	Cthe_2585	Ccel_0134
TAG16448	-	-	-
TAG16450	Tsac_1769	Cthe_0455	Ccel_2058
TAG16459	"Tsac_0020,Tsac_0365"	-	-
TAG16468	-	-	-
TAG16480	-	-	-
TAG16502	-	-	-
TAG16504	-	-	-
TAG16506	-	-	-
TAG16507	"Tsac_1206,Tsac_0492"	-	-
TAG16515	-	-	-
TAG16523	Tsac_1905	Cthe_0119	Ccel_2285
TAG16530	-	-	-
TAG16537	-	-	-
TAG16541	Tsac_1555	Cthe_1063	Ccel_1683
TAG16546	-	-	-
TAG16547	-	Cthe_2940	Ccel_0340
TAG16553	-	-	-
TAG16560	-	Cthe_1252	Ccel_2186
TAG16563	Tsac_1998	Cthe_3110	Ccel_0550
TAG16565	Tsac_1826	-	-
TAG16581	-	-	-
TAG16582	-	-	-
TAG16593	Tsac_0846	-	-
TAG16701	-	Cthe_3056	-
TAG16711	Tsac_1698	Cthe_1342	Ccel_1949
TAG16735	-	-	-
TAG16761	Tsac_2391	-	-
TAG16850	-	-	-
TAG16857	-	-	-
TAG16876	"Tsac_0128,Tsac_1872"	"Cthe_2282,Cthe_2820,Cthe_0717,Cthe_0808"	Ccel_1727
TAG16877	-	-	-
TAG16878	-	-	-
TAG16888	-	-	-
TAG16892	-	-	-
TAG16893	-	-	-
TAG16894	-	-	Ccel_0967
TAG16895	-	-	Ccel_0968
TAG16896	-	-	Ccel_0970
TAG16897	-	-	Ccel_0972
TAG16898	-	-	Ccel_0973
TAG16899	-	-	Ccel_0974
TAG16900	-	-	Ccel_0975
TAG16901	-	-	Ccel_0976
TAG16902	-	-	Ccel_0977
TAG16903	-	-	Ccel_0978
TAG16904	-	-	Ccel_0979
TAG16905	-	-	Ccel_0980
TAG16906	-	-	Ccel_0981
TAG16907	-	-	Ccel_0982
TAG16908	-	-	Ccel_0983
TAG16909	-	-	Ccel_0984
TAG16910	-	-	Ccel_0985
TAG16911	-	-	Ccel_0987
TAG16912	-	-	Ccel_0989
TAG16913	-	-	Ccel_0990
TAG16914	-	-	Ccel_0992
TAG16915	-	-	Ccel_0993
TAG16916	-	-	Ccel_0994
TAG16917	Tsac_2677	Cthe_2241	Ccel_0097
TAG16918	-	-	Ccel_0996
TAG16919	-	-	Ccel_0998
TAG16920	-	-	Ccel_1000
TAG16921	-	-	Ccel_1001
TAG16922	-	-	Ccel_1003
TAG16923	-	-	Ccel_1011
TAG16924	-	-	Ccel_1012
TAG16925	-	-	Ccel_1016
TAG16926	-	-	Ccel_1017
TAG16927	-	-	Ccel_1018
TAG16928	-	-	Ccel_1019
TAG16929	-	-	Ccel_1021
TAG16930	-	-	Ccel_1022
TAG16931	-	-	Ccel_1024
TAG16932	-	-	Ccel_1025
TAG16933	-	-	-
TAG16934	-	-	Ccel_1031
TAG16935	Tsac_1283	-	Ccel_1033
TAG16936	-	-	Ccel_1035
TAG16937	-	-	Ccel_1036
TAG16938	-	-	Ccel_1038
TAG16939	-	-	Ccel_1039
TAG16940	-	-	Ccel_1040
TAG16941	-	-	Ccel_1041
TAG16942	-	-	Ccel_1042
TAG16943	-	-	Ccel_1043
TAG16944	-	-	Ccel_1044
TAG16945	-	-	Ccel_1045
TAG16946	-	-	Ccel_1046
TAG16947	-	-	-
TAG16948	-	-	-
TAG16949	-	-	Ccel_1049
TAG16950	-	-	Ccel_1051
TAG16951	-	-	Ccel_1052
TAG16952	-	-	Ccel_1054
TAG16953	-	-	-
TAG16954	-	-	Ccel_1056
TAG16955	-	-	Ccel_1057
TAG16956	-	-	Ccel_1058
TAG16957	-	-	Ccel_1060
TAG16958	-	-	Ccel_1061
TAG16959	-	-	Ccel_1063
TAG16960	-	-	Ccel_1064
TAG16961	-	-	Ccel_0103
TAG16962	-	Cthe_2380	Ccel_0010
TAG16963	Tsac_1124	-	Ccel_1067
TAG16964	-	-	Ccel_1069
TAG16965	-	Cthe_2503	Ccel_1073
TAG16966	Tsac_0042	Cthe_1576	"Ccel_1075,Ccel_1406"
TAG16967	-	-	Ccel_1080
TAG16968	Tsac_1119	-	Ccel_1081
TAG16969	-	-	Ccel_1082
TAG16970	-	-	Ccel_1084
TAG16971	-	-	Ccel_1085
TAG16972	-	-	Ccel_1086
TAG16973	-	-	Ccel_1087
TAG16974	-	-	Ccel_1088
TAG16975	-	-	Ccel_1089
TAG16976	-	-	Ccel_1090
TAG16977	Tsac_1873	Cthe_0715	Ccel_1092
TAG16978	-	-	Ccel_1095
TAG16979	-	-	Ccel_1096
TAG16980	-	-	Ccel_1097
TAG16981	-	-	Ccel_1099
TAG16982	-	-	Ccel_1100
TAG16983	-	-	Ccel_1101
TAG16984	-	-	Ccel_1102
TAG16985	-	-	Ccel_1103
TAG16986	-	-	Ccel_1104
TAG16987	-	-	-
TAG16988	-	-	Ccel_1105
TAG16989	-	-	Ccel_0107
TAG16990	-	-	Ccel_1106
TAG16991	-	-	-
TAG16992	-	-	-
TAG16993	-	-	Ccel_1111
TAG16994	Tsac_1529	Cthe_0560	Ccel_1112
TAG16995	-	-	Ccel_0108
TAG16996	-	-	Ccel_1115
TAG16997	-	-	Ccel_1116
TAG16998	-	-	Ccel_1117
TAG16999	-	-	Ccel_1118
TAG17000	-	-	Ccel_1119
TAG17001	-	-	Ccel_1120
TAG17002	-	-	Ccel_1121
TAG17003	-	-	Ccel_1123
TAG17004	-	-	Ccel_1124
TAG17005	-	Cthe_2214	Ccel_0109
TAG17006	-	-	Ccel_1126
TAG17007	-	-	Ccel_1127
TAG17008	-	-	Ccel_1128
TAG17009	-	-	Ccel_1129
TAG17010	-	-	Ccel_1130
TAG17011	-	-	-
TAG17012	-	-	Ccel_1132
TAG17013	-	-	-
TAG17014	"Tsac_1461,Tsac_1462"	-	"Ccel_1133,Ccel_0200"
TAG17015	-	-	Ccel_1136
TAG17016	-	-	Ccel_1138
TAG17017	-	-	Ccel_1139
TAG17018	-	Cthe_2995	Ccel_1141
TAG17019	-	-	Ccel_0111
TAG17020	-	-	Ccel_1145
TAG17021	-	-	Ccel_1146
TAG17022	Tsac_1604	Cthe_2305	Ccel_1147
TAG17023	-	Cthe_0102	Ccel_1148
TAG17024	-	Cthe_0049	Ccel_1150
TAG17025	-	-	Ccel_1152
TAG17026	-	-	Ccel_0112
TAG17027	-	Cthe_0538	Ccel_1154
TAG17028	-	-	Ccel_1155
TAG17029	-	-	Ccel_1159
TAG17030	-	-	Ccel_1160
TAG17031	-	-	Ccel_1162
TAG17032	-	-	-
TAG17033	-	-	Ccel_0113
TAG17034	-	-	Ccel_0011
TAG17035	-	-	Ccel_1163
TAG17036	-	-	Ccel_1165
TAG17037	-	-	Ccel_1166
TAG17038	-	-	Ccel_1167
TAG17039	-	-	Ccel_1168
TAG17040	-	-	Ccel_1170
TAG17041	-	-	Ccel_1171
TAG17042	-	-	Ccel_1172
TAG17043	-	-	Ccel_0114
TAG17044	-	-	-
TAG17045	-	-	Ccel_1174
TAG17046	-	-	Ccel_1175
TAG17047	-	-	Ccel_1176
TAG17048	-	-	Ccel_1178
TAG17049	-	-	Ccel_1181
TAG17050	-	-	Ccel_0115
TAG17051	-	-	Ccel_1187
TAG17052	-	-	-
TAG17053	-	-	Ccel_0116
TAG17054	Tsac_0383	"Cthe_1501,Cthe_0396"	"Ccel_1191,Ccel_0583"
TAG17055	-	-	Ccel_1197
TAG17056	-	-	Ccel_1198
TAG17057	-	-	Ccel_0117
TAG17058	-	Cthe_1165	Ccel_1202
TAG17059	-	-	-
TAG17060	-	-	Ccel_1208
TAG17061	-	-	-
TAG17062	-	-	Ccel_1209
TAG17063	-	-	Ccel_0118
TAG17064	-	-	Ccel_1210
TAG17065	Tsac_1364	Cthe_1260	"Ccel_1211,Ccel_1462"
TAG17066	-	-	Ccel_1212
TAG17067	-	-	Ccel_1213
TAG17068	-	-	Ccel_1216
TAG17069	-	-	Ccel_1217
TAG17070	-	-	-
TAG17071	-	-	Ccel_0119
TAG17072	-	-	Ccel_1220
TAG17073	-	-	Ccel_1225
TAG17074	-	-	Ccel_1229
TAG17075	-	-	Ccel_0120
TAG17076	-	-	Ccel_1230
TAG17077	-	Cthe_2196	Ccel_1231
TAG17078	-	-	Ccel_1233
TAG17079	-	-	Ccel_1234
TAG17080	-	-	Ccel_1235
TAG17081	-	-	Ccel_1236
TAG17082	-	-	Ccel_1237
TAG17083	-	-	Ccel_1238
TAG17084	-	Cthe_2197	Ccel_1239
TAG17085	-	-	Ccel_0121
TAG17086	-	-	Ccel_1240
TAG17087	-	-	Ccel_1241
TAG17088	-	-	Ccel_1243
TAG17089	-	-	Ccel_1244
TAG17090	-	-	Ccel_1245
TAG17091	-	-	Ccel_0122
TAG17092	-	-	Ccel_1251
TAG17093	-	-	Ccel_1254
TAG17094	-	-	Ccel_1256
TAG17095	-	-	Ccel_1257
TAG17096	-	-	Ccel_0123
TAG17097	-	-	Ccel_1261
TAG17098	-	-	-
TAG17099	-	-	Ccel_0124
TAG17100	-	-	Ccel_1276
TAG17101	-	-	Ccel_1282
TAG17102	-	-	Ccel_1288
TAG17103	-	Cthe_0621	Ccel_1289
TAG17104	-	-	Ccel_1293
TAG17105	-	-	Ccel_1294
TAG17106	-	-	Ccel_1295
TAG17107	-	-	Ccel_1296
TAG17108	-	-	Ccel_1298
TAG17109	Tsac_0471	"Cthe_0586,Cthe_0590"	"-,-"
TAG17110	-	-	Ccel_1300
TAG17111	-	-	Ccel_1303
TAG17112	-	-	Ccel_1305
TAG17113	-	-	Ccel_1306
TAG17114	-	-	Ccel_1308
TAG17115	-	-	Ccel_1310
TAG17116	-	-	Ccel_1315
TAG17117	-	-	Ccel_1316
TAG17118	-	-	-
TAG17119	-	-	Ccel_1325
TAG17120	Tsac_0957	Cthe_2203	Ccel_1328
TAG17121	-	-	Ccel_1335
TAG17122	-	-	Ccel_1336
TAG17123	-	-	-
TAG17124	-	-	Ccel_1337
TAG17125	-	-	Ccel_1338
TAG17126	-	Cthe_2206	Ccel_0130
TAG17127	-	-	Ccel_1340
TAG17128	-	Cthe_0175	Ccel_1341
TAG17129	-	-	Ccel_1343
TAG17130	-	Cthe_0187	Ccel_1351
TAG17131	-	-	Ccel_1355
TAG17132	-	-	Ccel_1356
TAG17133	-	Cthe_2350	Ccel_1357
TAG17134	Tsac_2019	-	Ccel_1358
TAG17135	-	-	Ccel_1362
TAG17136	-	-	Ccel_1365
TAG17137	-	-	Ccel_1367
TAG17138	-	-	Ccel_1368
TAG17139	-	Cthe_2584	Ccel_0133
TAG17140	-	-	Ccel_1374
TAG17141	-	Cthe_1210	Ccel_1375
TAG17142	-	-	Ccel_1376
TAG17143	-	-	Ccel_1377
TAG17144	-	-	-
TAG17145	-	-	Ccel_1378
TAG17146	-	-	Ccel_1380
TAG17147	-	-	Ccel_1381
TAG17148	-	-	Ccel_1382
TAG17149	-	-	Ccel_1383
TAG17150	-	-	Ccel_1384
TAG17151	-	Cthe_3148	Ccel_1386
TAG17152	-	-	Ccel_1387
TAG17153	-	-	Ccel_0135
TAG17154	-	-	Ccel_1388
TAG17155	-	-	Ccel_1394
TAG17156	-	-	Ccel_1395
TAG17157	-	-	Ccel_1396
TAG17158	-	Cthe_0657	Ccel_1397
TAG17159	-	Cthe_0306	Ccel_1399
TAG17160	-	-	Ccel_1400
TAG17161	-	-	Ccel_1401
TAG17162	-	-	Ccel_1402
TAG17163	Tsac_0039	Cthe_1581	"Ccel_1078,Ccel_1409"
TAG17164	-	-	Ccel_1410
TAG17165	-	-	Ccel_1414
TAG17166	-	-	Ccel_1415
TAG17167	-	-	Ccel_1416
TAG17168	-	-	Ccel_1420
TAG17169	-	-	Ccel_1421
TAG17170	-	-	Ccel_1422
TAG17171	-	-	Ccel_1425
TAG17172	-	-	Ccel_1426
TAG17173	-	-	Ccel_1428
TAG17174	-	-	Ccel_1431
TAG17175	-	-	Ccel_1432
TAG17176	-	-	Ccel_1433
TAG17177	-	Cthe_0328	Ccel_1434
TAG17178	-	-	Ccel_1440
TAG17179	-	-	Ccel_1446
TAG17180	-	-	Ccel_1448
TAG17181	-	Cthe_1381	Ccel_1450
TAG17182	-	-	Ccel_1454
TAG17183	-	-	Ccel_1456
TAG17184	-	-	Ccel_0142
TAG17185	-	-	Ccel_0014
TAG17186	-	-	-
TAG17187	-	-	Ccel_1458
TAG17188	Tsac_0052	-	Ccel_1466
TAG17189	-	-	Ccel_1467
TAG17190	-	-	Ccel_1468
TAG17191	-	-	Ccel_1469
TAG17192	Tsac_1973	Cthe_1008	Ccel_1472
TAG17193	Tsac_1972	Cthe_1009	Ccel_1473
TAG17194	-	-	Ccel_1475
TAG17195	-	-	-
TAG17196	-	-	Ccel_1479
TAG17197	-	-	-
TAG17198	-	-	Ccel_1484
TAG17199	-	-	Ccel_0145
TAG17200	-	-	Ccel_1487
TAG17201	-	-	Ccel_1488
TAG17202	-	-	-
TAG17203	-	-	Ccel_1489
TAG17204	-	-	Ccel_1490
TAG17205	-	-	Ccel_1491
TAG17206	-	-	Ccel_1492
TAG17207	-	-	Ccel_1493
TAG17208	-	-	Ccel_1494
TAG17209	-	-	Ccel_1495
TAG17210	-	-	Ccel_1497
TAG17211	-	-	Ccel_1498
TAG17212	-	-	Ccel_1499
TAG17213	-	-	Ccel_1500
TAG17214	-	-	Ccel_1501
TAG17215	-	-	Ccel_1502
TAG17216	-	-	Ccel_1503
TAG17217	-	-	Ccel_1504
TAG17218	-	-	Ccel_1505
TAG17219	-	-	Ccel_1506
TAG17220	-	-	Ccel_1507
TAG17221	-	-	Ccel_1508
TAG17222	-	-	Ccel_1509
TAG17223	-	-	Ccel_1510
TAG17224	-	-	Ccel_1511
TAG17225	-	-	Ccel_1512
TAG17226	-	-	Ccel_1513
TAG17227	-	-	Ccel_1514
TAG17228	-	-	Ccel_1515
TAG17229	-	-	Ccel_1516
TAG17230	-	-	Ccel_1517
TAG17231	-	-	Ccel_1518
TAG17232	-	-	Ccel_1519
TAG17233	-	-	-
TAG17234	Tsac_1304	Cthe_0562	"Ccel_1114,Ccel_1524"
TAG17235	-	-	Ccel_0149
TAG17236	-	-	Ccel_1539
TAG17237	-	-	Ccel_1541
TAG17238	-	-	Ccel_1542
TAG17239	-	-	-
TAG17240	-	-	-
TAG17241	-	-	Ccel_1543
TAG17242	-	-	Ccel_1545
TAG17243	-	-	Ccel_1547
TAG17244	-	-	Ccel_1548
TAG17245	-	-	Ccel_1553
TAG17246	-	-	Ccel_1554
TAG17247	-	-	Ccel_1557
TAG17248	-	-	Ccel_1558
TAG17249	-	-	Ccel_1560
TAG17250	-	-	Ccel_1562
TAG17251	-	-	Ccel_1563
TAG17252	-	-	Ccel_1564
TAG17253	-	-	Ccel_1566
TAG17254	-	-	Ccel_1567
TAG17255	-	-	-
TAG17256	-	-	Ccel_1569
TAG17257	-	-	Ccel_1570
TAG17258	-	-	Ccel_1571
TAG17259	-	-	Ccel_1572
TAG17260	-	-	Ccel_1573
TAG17261	-	-	-
TAG17262	-	-	Ccel_1574
TAG17263	-	-	-
TAG17264	-	-	Ccel_1575
TAG17265	-	-	Ccel_1576
TAG17266	-	-	Ccel_1577
TAG17267	-	-	Ccel_1578
TAG17268	-	-	-
TAG17269	-	-	Ccel_1580
TAG17270	-	-	Ccel_1581
TAG17271	-	-	Ccel_1582
TAG17272	-	-	Ccel_1583
TAG17273	-	-	Ccel_1584
TAG17274	-	-	-
TAG17275	-	-	Ccel_1585
TAG17276	-	-	-
TAG17277	-	-	Ccel_1586
TAG17278	-	-	Ccel_1587
TAG17279	-	-	Ccel_1588
TAG17280	-	-	Ccel_1589
TAG17281	-	-	-
TAG17282	-	-	Ccel_1591
TAG17283	-	-	Ccel_1592
TAG17284	-	-	Ccel_1593
TAG17285	-	-	Ccel_1594
TAG17286	-	-	Ccel_1595
TAG17287	-	-	-
TAG17288	-	-	Ccel_1596
TAG17289	-	-	-
TAG17290	-	-	Ccel_1597
TAG17291	-	-	Ccel_1607
TAG17292	Tsac_0639	Cthe_2106	Ccel_0158
TAG17293	-	-	Ccel_1611
TAG17294	-	-	Ccel_1612
TAG17295	-	-	-
TAG17296	-	-	Ccel_1614
TAG17297	-	-	Ccel_1615
TAG17298	-	-	Ccel_1617
TAG17299	-	-	Ccel_1618
TAG17300	-	-	Ccel_1620
TAG17301	-	-	Ccel_1621
TAG17302	-	-	Ccel_1622
TAG17303	-	-	Ccel_1623
TAG17304	-	-	Ccel_1626
TAG17305	-	-	Ccel_1627
TAG17306	-	-	Ccel_1628
TAG17307	-	-	Ccel_1629
TAG17308	-	-	Ccel_1632
TAG17309	-	-	Ccel_1633
TAG17310	-	-	Ccel_1634
TAG17311	-	-	Ccel_1636
TAG17312	-	-	Ccel_1637
TAG17313	-	Cthe_2103	Ccel_0161
TAG17314	-	-	Ccel_1641
TAG17315	-	-	Ccel_1645
TAG17316	-	-	Ccel_1646
TAG17317	-	-	Ccel_1647
TAG17318	-	-	Ccel_0015
TAG17319	-	-	-
TAG17320	-	-	Ccel_1651
TAG17321	-	-	-
TAG17322	-	-	Ccel_1652
TAG17323	-	Cthe_1429	Ccel_1653
TAG17324	-	-	Ccel_1655
TAG17325	-	-	Ccel_1657
TAG17326	-	-	Ccel_1658
TAG17327	-	-	Ccel_1663
TAG17328	-	-	Ccel_1664
TAG17329	-	-	Ccel_1665
TAG17330	-	-	-
TAG17331	-	-	Ccel_1666
TAG17332	-	-	Ccel_1667
TAG17333	-	-	Ccel_1668
TAG17334	-	-	Ccel_1669
TAG17335	-	-	Ccel_1670
TAG17336	-	-	Ccel_1672
