# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1369718	1370140	+	AFK86320.1			phenylacetic acid degradation-related protein			Tsac_1311	423	140	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1370181	1370927	+							Tsac_1312	747		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1370181	1370927	+	AFK86321.1			isochorismatase hydrolase			Tsac_1312	747	248	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1371141	1373048	+							Tsac_1313	1908		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1371141	1373048	+	AFK86322.1			acyltransferase 3			Tsac_1313	1908	635	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1373092	1374444	-							Tsac_1314	1353		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1373092	1374444	-	AFK86323.1			amino acid permease-associated region			Tsac_1314	1353	450	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1374588	1375505	-							Tsac_1315	918		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1374588	1375505	-	AFK86324.1			Homoserine O-succinyltransferase			Tsac_1315	918	305	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1375864	1377009	+							Tsac_1316	1146		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1375864	1377009	+	AFK86325.1			geranylgeranyl reductase			Tsac_1316	1146	381	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1377103	1377327	+							Tsac_1317	225		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1377103	1377327	+	AFK86326.1			copper ion binding protein			Tsac_1317	225	74	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1377487	1378419	+							Tsac_1318	933		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1377487	1378419	+	AFK86327.1			cysteine synthase A			Tsac_1318	933	310	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1378748	1380460	+							Tsac_1319	1713		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1378748	1380460	+	AFK86328.1			PHP domain protein			Tsac_1319	1713	570	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1380770	1382062	+							Tsac_1320	1293		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1380770	1382062	+	AFK86329.1			O-acetylhomoserine/O-acetylserine sulfhydrylase			Tsac_1320	1293	430	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1382191	1382910	+							Tsac_1321	720		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1382191	1382910	+	AFK86330.1			phage shock protein A, PspA			Tsac_1321	720	239	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1382917	1383567	+							Tsac_1322	651		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1382917	1383567	+	AFK86331.1			hypothetical protein			Tsac_1322	651	216	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1383729	1385000	+							Tsac_1323	1272		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1383729	1385000	+	AFK86332.1			metal ion transporter, NRAMP family			Tsac_1323	1272	423	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1385050	1385340	-							Tsac_1324	291		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1385050	1385340	-	AFK86333.1			hypothetical protein			Tsac_1324	291	96	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1385454	1386080	-							Tsac_1325	627		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1385454	1386080	-	AFK86334.1			Methyltransferase type 11			Tsac_1325	627	208	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1386199	1386729	+							Tsac_1326	531		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1386199	1386729	+	AFK86335.1			RNA polymerase, sigma-24 subunit, ECF subfamily			Tsac_1326	531	176	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1386726	1387091	+							Tsac_1327	366		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1386726	1387091	+	AFK86336.1			hypothetical protein			Tsac_1327	366	121	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1387100	1387435	+							Tsac_1328	336		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1387100	1387435	+	AFK86337.1			hypothetical protein			Tsac_1328	336	111	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1387439	1387645	+							Tsac_1329	207		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1387439	1387645	+	AFK86338.1			hypothetical protein			Tsac_1329	207	68	
gene	pseudogene	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1387769	1388688	+							Tsac_1330	920		pseudo
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1388675	1389427	+							Tsac_1332	753		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1388675	1389427	+	AFK86339.1			hypothetical protein			Tsac_1332	753	250	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1389607	1389759	-							Tsac_1333	153		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1389607	1389759	-	AFK86340.1			protein of unknown function DUF1540			Tsac_1333	153	50	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1389931	1390251	+							Tsac_1334	321		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1389931	1390251	+	AFK86341.1			alkylmercury lyase			Tsac_1334	321	106	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1390270	1392666	+							Tsac_1335	2397		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1390270	1392666	+	AFK86342.1			copper-translocating P-type ATPase			Tsac_1335	2397	798	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1392680	1392850	+							Tsac_1336	171		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1392680	1392850	+	AFK86343.1			hypothetical protein			Tsac_1336	171	56	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1393007	1393912	+							Tsac_1337	906		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1393007	1393912	+	AFK86344.1			UDP-N-acetylenolpyruvoylglucosamine reductase			Tsac_1337	906	301	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1393917	1394651	+							Tsac_1338	735		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1393917	1394651	+	AFK86345.1			PHP domain protein			Tsac_1338	735	244	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1394657	1395511	+							Tsac_1339	855		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1394657	1395511	+	AFK86346.1			UPF0042 nucleotide-binding protein yhbJ			Tsac_1339	855	284	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1395556	1396527	+							Tsac_1340	972		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1395556	1396527	+	AFK86347.1			Uncharacterized protein family UPF0052			Tsac_1340	972	323	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1396954	1398237	+							Tsac_1341	1284		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1396954	1398237	+	AFK86348.1			transposase IS116/IS110/IS902 family protein			Tsac_1341	1284	427	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1398768	1404365	+							Tsac_1342	5598		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1398768	1404365	+	AFK86349.1			alpha amylase catalytic region			Tsac_1342	5598	1865	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1404756	1406096	+							Tsac_1343	1341		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1404756	1406096	+	AFK86350.1			extracellular solute-binding protein family 1			Tsac_1343	1341	446	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1406170	1407048	+							Tsac_1344	879		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1406170	1407048	+	AFK86351.1			ABC-type transporter, integral membrane subunit			Tsac_1344	879	292	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1407048	1407872	+							Tsac_1345	825		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1407048	1407872	+	AFK86352.1			ABC-type transporter, integral membrane subunit			Tsac_1345	825	274	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1408049	1410181	+							Tsac_1346	2133		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1408049	1410181	+	AFK86353.1			alpha amylase catalytic region			Tsac_1346	2133	710	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1410247	1412340	-							Tsac_1347	2094		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1410247	1412340	-	AFK86354.1			methyl-accepting chemotaxis sensory transducer with Cache sensor			Tsac_1347	2094	697	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1413246	1414508	+							Tsac_1348	1263		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1413246	1414508	+	AFK86355.1			extracellular solute-binding protein family 1			Tsac_1348	1263	420	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1414558	1415478	+							Tsac_1349	921		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1414558	1415478	+	AFK86356.1			ABC-type transporter, integral membrane subunit			Tsac_1349	921	306	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1415483	1416364	+							Tsac_1350	882		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1415483	1416364	+	AFK86357.1			ABC-type transporter, integral membrane subunit			Tsac_1350	882	293	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1416484	1417467	+							Tsac_1351	984		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1416484	1417467	+	AFK86358.1			hypothetical protein			Tsac_1351	984	327	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1417464	1418534	+							Tsac_1352	1071		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1417464	1418534	+	AFK86359.1			hypothetical protein			Tsac_1352	1071	356	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1418647	1419465	+							Tsac_1353	819		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1418647	1419465	+	AFK86360.1			XRE family transcriptional regulator			Tsac_1353	819	272	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1419480	1421204	+							Tsac_1354	1725		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1419480	1421204	+	AFK86361.1			alpha amylase catalytic region			Tsac_1354	1725	574	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1421267	1422886	-							Tsac_1355	1620		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1421267	1422886	-	AFK86362.1			alpha-glucan phosphorylase			Tsac_1355	1620	539	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1423072	1423308	+							Tsac_1356	237		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1423072	1423308	+	AFK86363.1			hypothetical protein			Tsac_1356	237	78	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1423397	1424362	+							Tsac_1357	966		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1423397	1424362	+	AFK86364.1			sporulation transcription regulator whiA			Tsac_1357	966	321	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1424355	1424621	+							Tsac_1358	267		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1424355	1424621	+	AFK86365.1			Phosphotransferase system, phosphocarrier protein HPr			Tsac_1358	267	88	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1424654	1425979	+							Tsac_1359	1326		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1424654	1425979	+	AFK86366.1			putative signal transduction protein with CBS and DRTGG domains			Tsac_1359	1326	441	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1425990	1429424	+							Tsac_1360	3435		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1425990	1429424	+	AFK86367.1			DNA polymerase III, alpha subunit			Tsac_1360	3435	1144	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1429498	1429695	+							Tsac_1361	198		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1429498	1429695	+	AFK86368.1			hypothetical protein			Tsac_1361	198	65	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1429766	1430731	+							Tsac_1362	966		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1429766	1430731	+	AFK86369.1			6-phosphofructokinase			Tsac_1362	966	321	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1430743	1432494	+							Tsac_1363	1752		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1430743	1432494	+	AFK86370.1			pyruvate kinase			Tsac_1363	1752	583	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1432541	1432963	+							Tsac_1364	423		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1432541	1432963	+	AFK86371.1			4-hydroxybenzoyl-CoA thioesterase			Tsac_1364	423	140	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1433113	1435224	+							Tsac_1365	2112		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1433113	1435224	+	AFK86372.1			glucan 1,4-alpha-glucosidase			Tsac_1365	2112	703	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1435326	1436684	+							Tsac_1366	1359		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1435326	1436684	+	AFK86373.1			RNA methyltransferase, TrmA family			Tsac_1366	1359	452	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1436875	1437369	+							Tsac_1367	495		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1436875	1437369	+	AFK86374.1			GCN5-related N-acetyltransferase			Tsac_1367	495	164	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1437812	1438357	-							Tsac_1368	546		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1437812	1438357	-	AFK86375.1			transcriptional regulator, TetR family			Tsac_1368	546	181	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1438505	1439641	+							Tsac_1369	1137		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1438505	1439641	+	AFK86376.1			alpha/beta fold family hydrolase			Tsac_1369	1137	378	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1439915	1440817	-							Tsac_1370	903		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1439915	1440817	-	AFK86377.1			Integrase catalytic region			Tsac_1370	903	300	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1440814	1441101	-							Tsac_1371	288		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1440814	1441101	-	AFK86378.1			transposase IS3/IS911 family protein			Tsac_1371	288	95	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1441142	1442104	+							Tsac_1372	963		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1441142	1442104	+	AFK86379.1			hypothetical protein			Tsac_1372	963	320	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1442301	1443071	+							Tsac_1373	771		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1442301	1443071	+	AFK86380.1			DNA binding domain protein, excisionase family			Tsac_1373	771	256	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1443134	1446037	+							Tsac_1374	2904		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1443134	1446037	+	AFK86381.1			type III restriction protein res subunit			Tsac_1374	2904	967	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1446495	1446977	+							Tsac_1375	483		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1446495	1446977	+	AFK86382.1			transcriptional regulator, MarR family			Tsac_1375	483	160	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1447104	1448363	+							Tsac_1376	1260		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1447104	1448363	+	AFK86383.1			major facilitator superfamily MFS_1			Tsac_1376	1260	419	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1448500	1449159	+							Tsac_1377	660		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1448500	1449159	+	AFK86384.1			two component transcriptional regulator, winged helix family			Tsac_1377	660	219	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1449156	1450187	+							Tsac_1378	1032		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1449156	1450187	+	AFK86385.1			integral membrane sensor signal transduction histidine kinase			Tsac_1378	1032	343	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1450252	1451211	+							Tsac_1379	960		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1450252	1451211	+	AFK86386.1			daunorubicin resistance ABC transporter ATPase subunit			Tsac_1379	960	319	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1451213	1452025	+							Tsac_1380	813		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1451213	1452025	+	AFK86387.1			ABC-2 type transporter			Tsac_1380	813	270	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1452496	1454181	+							Tsac_1381	1686		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1452496	1454181	+	AFK86388.1			hypothetical protein			Tsac_1381	1686	561	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1454430	1455305	-							Tsac_1382	876		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1454430	1455305	-	AFK86389.1			nitroreductase			Tsac_1382	876	291	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1455622	1456521	+							Tsac_1383	900		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1455622	1456521	+	AFK86390.1			protein of unknown function DUF1848			Tsac_1383	900	299	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1456545	1457507	-							Tsac_1384	963		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1456545	1457507	-	AFK86391.1			Ribosomal small subunit Rsm22			Tsac_1384	963	320	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1457621	1459960	+							Tsac_1385	2340		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1457621	1459960	+	AFK86392.1			DEAD2 domain-containing protein			Tsac_1385	2340	779	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1459960	1460628	+							Tsac_1386	669		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1459960	1460628	+	AFK86393.1			phosphopantetheine-protein transferase			Tsac_1386	669	222	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1460665	1461438	+							Tsac_1387	774		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1460665	1461438	+	AFK86394.1			alpha/beta hydrolase fold containing protein			Tsac_1387	774	257	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1461465	1462691	-							Tsac_1388	1227		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1461465	1462691	-	AFK86395.1			Peptidase T			Tsac_1388	1227	408	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1462782	1463378	-							Tsac_1389	597		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1462782	1463378	-	AFK86396.1			ribosomal protein S4			Tsac_1389	597	198	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1463528	1464025	-							Tsac_1390	498		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1463528	1464025	-	AFK86397.1			nitroreductase			Tsac_1390	498	165	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1464148	1464636	+							Tsac_1391	489		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1464148	1464636	+	AFK86398.1			hypothetical protein			Tsac_1391	489	162	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1464670	1465167	+							Tsac_1392	498		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1464670	1465167	+	AFK86399.1			metal-dependent phosphohydrolase HD sub domain-containing protein			Tsac_1392	498	165	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1465232	1466587	+							Tsac_1393	1356		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1465232	1466587	+	AFK86400.1			Glucose-6-phosphate isomerase			Tsac_1393	1356	451	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1466681	1467478	+							Tsac_1394	798		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1466681	1467478	+	AFK86401.1			Xylose isomerase domain-containing protein TIM barrel			Tsac_1394	798	265	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1467504	1468433	-							Tsac_1395	930		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1467504	1468433	-	AFK86402.1			protein of unknown function DUF362			Tsac_1395	930	309	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1468734	1469636	+							Tsac_1396	903		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1468734	1469636	+	AFK86403.1			methylenetetrahydrofolate reductase			Tsac_1396	903	300	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1469659	1472064	+							Tsac_1397	2406		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1469659	1472064	+	AFK86404.1			homocysteine S-methyltransferase			Tsac_1397	2406	801	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1472095	1472667	-							Tsac_1398	573		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1472095	1472667	-	AFK86405.1			manganese containing catalase			Tsac_1398	573	190	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1472680	1472940	-							Tsac_1399	261		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1472680	1472940	-	AFK86406.1			hypothetical protein			Tsac_1399	261	86	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1472943	1473125	-							Tsac_1400	183		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1472943	1473125	-	AFK86407.1			hypothetical protein			Tsac_1400	183	60	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1473271	1474629	+							Tsac_1401	1359		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1473271	1474629	+	AFK86408.1			RNA methyltransferase, TrmA family			Tsac_1401	1359	452	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1475275	1475607	+							Tsac_1402	333		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1475275	1475607	+	AFK86409.1			Carboxymuconolactone decarboxylase			Tsac_1402	333	110	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1475604	1476035	+							Tsac_1403	432		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1475604	1476035	+	AFK86410.1			Cupin 2 conserved barrel domain protein			Tsac_1403	432	143	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1476569	1477120	+							Tsac_1404	552		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1476569	1477120	+	AFK86411.1			hypothetical protein			Tsac_1404	552	183	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1477122	1478084	+							Tsac_1405	963		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1477122	1478084	+	AFK86412.1			aldo/keto reductase			Tsac_1405	963	320	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1478125	1478970	+							Tsac_1406	846		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1478125	1478970	+	AFK86413.1			aldo/keto reductase			Tsac_1406	846	281	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1479062	1479679	+							Tsac_1407	618		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1479062	1479679	+	AFK86414.1			NADPH-dependent FMN reductase			Tsac_1407	618	205	
gene	protein_coding	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1480199	1480351	+							Tsac_1408	153		
CDS	with_protein	GCA_000307585.2	Primary Assembly	chromosome		CP003184.1	1480199	1480351	+	AFK86415.1			hypothetical protein			Tsac_1408	153	50	
