# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1386667	1387248	+							SAMN05216182_1306	582		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1386667	1387248	+	SMR97174.1			Endonuclease, Uma2 family (restriction endonuclease fold)			SAMN05216182_1306	582	193	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1387250	1388452	+							SAMN05216182_1307	1203		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1387250	1388452	+	SMR97175.1			Site-specific recombinase XerD			SAMN05216182_1307	1203	400	
gene	tRNA	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1388565	1388636	-							SAMN05216182_1308	72		
tRNA		GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1388565	1388636	-				tRNA-Thr			SAMN05216182_1308	72		
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1388758	1389654	+							SAMN05216182_1309	897		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1388758	1389654	+	SMR97176.1			hypothetical protein			SAMN05216182_1309	897	298	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1389672	1390988	-							SAMN05216182_1310	1317		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1389672	1390988	-	SMR97177.1			Acetoin utilization deacetylase AcuC			SAMN05216182_1310	1317	438	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1391010	1392650	-							SAMN05216182_1311	1641		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1391010	1392650	-	SMR97178.1			Hydantoinase/oxoprolinase			SAMN05216182_1311	1641	546	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1392825	1393706	+							SAMN05216182_1312	882		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1392825	1393706	+	SMR97179.1			TIGR00255 family protein			SAMN05216182_1312	882	293	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1393720	1394028	+							SAMN05216182_1313	309		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1393720	1394028	+	SMR97180.1			hypothetical protein			SAMN05216182_1313	309	102	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1394025	1394624	+							SAMN05216182_1314	600		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1394025	1394624	+	SMR97181.1			guanylate kinase			SAMN05216182_1314	600	199	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1394632	1394865	+							SAMN05216182_1315	234		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1394632	1394865	+	SMR97182.1			DNA-directed RNA polymerase subunit omega			SAMN05216182_1315	234	77	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1394849	1396051	+							SAMN05216182_1316	1203		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1394849	1396051	+	SMR97183.1			phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase			SAMN05216182_1316	1203	400	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1396093	1398267	+							SAMN05216182_1317	2175		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1396093	1398267	+	SMR97184.1			replication restart DNA helicase PriA			SAMN05216182_1317	2175	724	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1398295	1398795	+							SAMN05216182_1318	501		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1398295	1398795	+	SMR97185.1			peptide deformylase			SAMN05216182_1318	501	166	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1398842	1399771	+							SAMN05216182_1319	930		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1398842	1399771	+	SMR97186.1			methionyl-tRNA formyltransferase			SAMN05216182_1319	930	309	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1399793	1400488	+							SAMN05216182_1320	696		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1399793	1400488	+	SMR97187.1			hypothetical protein			SAMN05216182_1320	696	231	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1400566	1401786	+							SAMN05216182_1321	1221		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1400566	1401786	+	SMR97188.1			16S rRNA (cytosine967-C5)-methyltransferase			SAMN05216182_1321	1221	406	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1401792	1402817	+							SAMN05216182_1322	1026		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1401792	1402817	+	SMR97189.1			23S rRNA (adenine2503-C2)-methyltransferase			SAMN05216182_1322	1026	341	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1402830	1403567	+							SAMN05216182_1323	738		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1402830	1403567	+	SMR97190.1			protein phosphatase			SAMN05216182_1323	738	245	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1403602	1405485	+							SAMN05216182_1324	1884		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1403602	1405485	+	SMR97191.1			serine/threonine protein kinase			SAMN05216182_1324	1884	627	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1405488	1406360	+							SAMN05216182_1325	873		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1405488	1406360	+	SMR97192.1			ribosome biogenesis GTPase			SAMN05216182_1325	873	290	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1406377	1407042	+							SAMN05216182_1326	666		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1406377	1407042	+	SMR97193.1			ribulose-phosphate 3-epimerase			SAMN05216182_1326	666	221	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1407212	1407667	+							SAMN05216182_1327	456		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1407212	1407667	+	SMR97194.1			ribosome maturation factor RimP			SAMN05216182_1327	456	151	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1407697	1408770	+							SAMN05216182_1328	1074		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1407697	1408770	+	SMR97195.1			NusA antitermination factor			SAMN05216182_1328	1074	357	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1408784	1409047	+							SAMN05216182_1329	264		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1408784	1409047	+	SMR97196.1			hypothetical protein			SAMN05216182_1329	264	87	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1409073	1411610	+							SAMN05216182_1330	2538		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1409073	1411610	+	SMR97197.1			translation initiation factor IF-2			SAMN05216182_1330	2538	845	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1411638	1412036	+							SAMN05216182_1331	399		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1411638	1412036	+	SMR97198.1			ribosome-binding factor A			SAMN05216182_1331	399	132	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1412033	1412989	+							SAMN05216182_1332	957		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1412033	1412989	+	SMR97199.1			phosphoesterase RecJ domain-containing protein			SAMN05216182_1332	957	318	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1412986	1413858	+							SAMN05216182_1333	873		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1412986	1413858	+	SMR97200.1			tRNA pseudouridine55 synthase			SAMN05216182_1333	873	290	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1413845	1414762	+							SAMN05216182_1334	918		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1413845	1414762	+	SMR97201.1			riboflavin kinase / FMN adenylyltransferase			SAMN05216182_1334	918	305	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1414881	1415147	+							SAMN05216182_1335	267		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1414881	1415147	+	SMR97202.1			SSU ribosomal protein S15P			SAMN05216182_1335	267	88	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1415230	1417314	+							SAMN05216182_1336	2085		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1415230	1417314	+	SMR97203.1			polyribonucleotide nucleotidyltransferase			SAMN05216182_1336	2085	694	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1417377	1417823	-							SAMN05216182_1337	447		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1417377	1417823	-	SMR97204.1			Uncharacterized membrane protein YjjB, DUF3815 family			SAMN05216182_1337	447	148	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1417843	1418595	-							SAMN05216182_1338	753		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1417843	1418595	-	SMR97205.1			Uncharacterized membrane protein YjjP, DUF1212 family			SAMN05216182_1338	753	250	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1418817	1420064	+							SAMN05216182_1339	1248		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1418817	1420064	+	SMR97206.1			glycine hydroxymethyltransferase			SAMN05216182_1339	1248	415	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1420082	1421407	+							SAMN05216182_1340	1326		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1420082	1421407	+	SMR97207.1			putative ATPase			SAMN05216182_1340	1326	441	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1421459	1422682	+							SAMN05216182_1341	1224		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1421459	1422682	+	SMR97208.1			malate dehydrogenase (oxaloacetate-decarboxylating)			SAMN05216182_1341	1224	407	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1422930	1424600	+							SAMN05216182_1342	1671		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1422930	1424600	+	SMR97209.1			transcription termination factor Rho			SAMN05216182_1342	1671	556	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1424775	1425347	+							SAMN05216182_1343	573		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1424775	1425347	+	SMR97210.1			N-acetylmuramoyl-L-alanine amidase			SAMN05216182_1343	573	190	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1425441	1426295	+							SAMN05216182_1344	855		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1425441	1426295	+	SMR97211.1			N-glycosylase/DNA lyase			SAMN05216182_1344	855	284	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1426326	1427030	+							SAMN05216182_1345	705		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1426326	1427030	+	SMR97212.1			Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family			SAMN05216182_1345	705	234	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1427069	1428340	+							SAMN05216182_1346	1272		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1427069	1428340	+	SMR97213.1			Major Facilitator Superfamily protein			SAMN05216182_1346	1272	423	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1428483	1428692	+							SAMN05216182_1347	210		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1428483	1428692	+	SMR97214.1			large subunit ribosomal protein L31			SAMN05216182_1347	210	69	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1428772	1429713	+							SAMN05216182_1348	942		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1428772	1429713	+	SMR97215.1			Uncharacterized conserved protein YqhQ			SAMN05216182_1348	942	313	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1429703	1430569	+							SAMN05216182_1349	867		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1429703	1430569	+	SMR97216.1			release factor glutamine methyltransferase			SAMN05216182_1349	867	288	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1430594	1431661	+							SAMN05216182_1350	1068		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1430594	1431661	+	SMR97217.1			peptide chain release factor 1			SAMN05216182_1350	1068	355	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1431726	1432523	+							SAMN05216182_1351	798		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1431726	1432523	+	SMR97218.1			chemotaxis protein MotA			SAMN05216182_1351	798	265	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1432531	1433304	+							SAMN05216182_1352	774		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1432531	1433304	+	SMR97219.1			chemotaxis protein MotB			SAMN05216182_1352	774	257	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1433381	1434148	+							SAMN05216182_1353	768		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1433381	1434148	+	SMR97220.1			zinc transporter, ZIP family			SAMN05216182_1353	768	255	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1434145	1435191	+							SAMN05216182_1354	1047		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1434145	1435191	+	SMR97221.1			L-threonylcarbamoyladenylate synthase			SAMN05216182_1354	1047	348	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1435194	1435658	+							SAMN05216182_1355	465		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1435194	1435658	+	SMR97222.1			protein-tyrosine phosphatase			SAMN05216182_1355	465	154	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1435655	1436119	+							SAMN05216182_1356	465		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1435655	1436119	+	SMR97223.1			23S rRNA (pseudouridine1915-N3)-methyltransferase			SAMN05216182_1356	465	154	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1436179	1437060	-							SAMN05216182_1357	882		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1436179	1437060	-	SMR97224.1			N-acetylglutamate kinase			SAMN05216182_1357	882	293	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1437089	1438120	-							SAMN05216182_1358	1032		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1437089	1438120	-	SMR97225.1			N-acetyl-gamma-glutamyl-phosphate reductase			SAMN05216182_1358	1032	343	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1438291	1440402	+							SAMN05216182_1359	2112		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1438291	1440402	+	SMR97226.1			N-acetylmuramoyl-L-alanine amidase			SAMN05216182_1359	2112	703	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1440446	1441300	-							SAMN05216182_1360	855		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1440446	1441300	-	SMR97227.1			hypothetical protein			SAMN05216182_1360	855	284	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1441476	1443386	+							SAMN05216182_1361	1911		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1441476	1443386	+	SMR97228.1			ech hydrogenase subunit A			SAMN05216182_1361	1911	636	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1443383	1444243	+							SAMN05216182_1362	861		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1443383	1444243	+	SMR97229.1			Formate hydrogenlyase subunit 4			SAMN05216182_1362	861	286	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1444266	1444730	+							SAMN05216182_1363	465		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1444266	1444730	+	SMR97230.1			NADH-quinone oxidoreductase, B subunit			SAMN05216182_1363	465	154	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1444714	1445085	+							SAMN05216182_1364	372		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1444714	1445085	+	SMR97231.1			Respiratory-chain NADH dehydrogenase, subunit			SAMN05216182_1364	372	123	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1445093	1446172	+							SAMN05216182_1365	1080		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1445093	1446172	+	SMR97232.1			Ni,Fe-hydrogenase III large subunit			SAMN05216182_1365	1080	359	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1446200	1446580	+							SAMN05216182_1366	381		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1446200	1446580	+	SMR97233.1			4Fe-4S dicluster domain-containing protein			SAMN05216182_1366	381	126	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1446632	1446973	+							SAMN05216182_1367	342		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1446632	1446973	+	SMR97234.1			hydrogenase nickel incorporation protein HypA/HybF			SAMN05216182_1367	342	113	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1446975	1447637	+							SAMN05216182_1368	663		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1446975	1447637	+	SMR97235.1			hydrogenase nickel incorporation protein HypB			SAMN05216182_1368	663	220	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1447650	1449917	+							SAMN05216182_1369	2268		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1447650	1449917	+	SMR97236.1			hydrogenase maturation protein HypF			SAMN05216182_1369	2268	755	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1449933	1450160	+							SAMN05216182_1370	228		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1449933	1450160	+	SMR97237.1			hydrogenase expression/formation protein HypC			SAMN05216182_1370	228	75	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1450147	1451202	+							SAMN05216182_1371	1056		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1450147	1451202	+	SMR97238.1			hydrogenase expression/formation protein HypD			SAMN05216182_1371	1056	351	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1451199	1452200	+							SAMN05216182_1372	1002		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1451199	1452200	+	SMR97239.1			hydrogenase expression/formation protein HypE			SAMN05216182_1372	1002	333	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1452234	1452923	+							SAMN05216182_1373	690		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1452234	1452923	+	SMR97240.1			hypothetical protein			SAMN05216182_1373	690	229	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1452948	1453151	+							SAMN05216182_1374	204		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1452948	1453151	+	SMR97241.1			2-oxoglutarate ferredoxin oxidoreductase subunit delta			SAMN05216182_1374	204	67	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1453155	1454207	+							SAMN05216182_1375	1053		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1453155	1454207	+	SMR97242.1			2-oxoglutarate ferredoxin oxidoreductase subunit alpha			SAMN05216182_1375	1053	350	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1454246	1454986	+							SAMN05216182_1376	741		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1454246	1454986	+	SMR97243.1			2-oxoglutarate ferredoxin oxidoreductase subunit beta			SAMN05216182_1376	741	246	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1454989	1455528	+							SAMN05216182_1377	540		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1454989	1455528	+	SMR97244.1			2-oxoglutarate ferredoxin oxidoreductase subunit gamma			SAMN05216182_1377	540	179	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1455537	1456913	+							SAMN05216182_1378	1377		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1455537	1456913	+	SMR97245.1			Vancomycin resistance protein YoaR, contains peptidoglycan-binding and VanW domains			SAMN05216182_1378	1377	458	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1456932	1457597	+							SAMN05216182_1379	666		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1456932	1457597	+	SMR97246.1			hypothetical protein			SAMN05216182_1379	666	221	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1457671	1458144	+							SAMN05216182_1380	474		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1457671	1458144	+	SMR97247.1			hypothetical protein			SAMN05216182_1380	474	157	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1458208	1459122	-							SAMN05216182_1381	915		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1458208	1459122	-	SMR97248.1			transcriptional regulator, ArsR family			SAMN05216182_1381	915	304	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1459397	1460914	+							SAMN05216182_1382	1518		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1459397	1460914	+	SMR97249.1			alpha-N-arabinofuranosidase			SAMN05216182_1382	1518	505	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1461079	1462395	+							SAMN05216182_1383	1317		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1461079	1462395	+	SMR97250.1			alpha-galactosidase			SAMN05216182_1383	1317	438	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1462493	1462969	-							SAMN05216182_1384	477		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1462493	1462969	-	SMR97251.1			N-acetylglutamate synthase, GNAT family			SAMN05216182_1384	477	158	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1463957	1464244	+							SAMN05216182_1385	288		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1463957	1464244	+	SMR97252.1			hypothetical protein			SAMN05216182_1385	288	95	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1464421	1467543	+							SAMN05216182_1386	3123		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1464421	1467543	+	SMR97253.1			type 2 lantibiotic biosynthesis protein LanM			SAMN05216182_1386	3123	1040	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1467593	1468351	+							SAMN05216182_1387	759		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1467593	1468351	+	SMR97254.1			NADPH-dependent FMN reductase			SAMN05216182_1387	759	252	
gene	protein_coding	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1468420	1469331	+							SAMN05216182_1388	912		
CDS	with_protein	GCA_900184165.1	Primary Assembly	unplaced scaffold		FXXF01000001.1	1468420	1469331	+	SMR97255.1			ABC-2 type transport system ATP-binding protein			SAMN05216182_1388	912	303	
